Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.808056 ,   0.826359 , 0.818743 , 0.007435 ,   0.006221 , 0.031850 ,       Not run ,        Not run
Apps_ENERGY               , 1.125467 ,   1.200594 , 1.198863 , 0.044541 ,    Not run , 0.042995 ,       Not run ,        Not run
Apps_FIR                  , 0.951104 ,   0.937998 , 0.943913 , 0.009074 ,    Not run , 0.008822 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.014206 ,   0.019161 , 0.014098 , 0.060851 ,    Not run , 0.043159 ,       Not run ,        Not run
Apps_LTIMES               , 0.872082 ,   0.871834 , 0.874190 , 0.016942 ,   0.015318 , 0.017521 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.871691 ,   0.880275 , 0.880030 , 0.016485 ,   0.015330 , 0.017634 ,       Not run ,        Not run
Apps_PRESSURE             , 1.346109 ,   1.348643 , 1.420769 , 0.056823 ,    Not run , 0.054467 ,       Not run ,        Not run
Apps_VOL3D                , 1.174467 ,   1.165188 , 1.179268 , 0.009295 ,    Not run , 0.007979 ,       Not run ,        Not run
Basic_DAXPY               , 0.193288 ,   0.193628 , 0.192211 , 0.018265 ,   0.017760 , 0.018179 ,      0.039970 ,        Not run
Basic_IF_QUAD             , 1.712778 ,   1.717397 , 1.720096 , 0.013502 ,   0.012351 , 0.012886 ,      0.021192 ,        Not run
Basic_INIT3               , 1.026926 ,   1.029399 , 0.922059 , 0.032249 ,   0.030106 , 0.031616 ,      0.050621 ,        Not run
Basic_INIT_VIEW1D         , 1.136439 ,   1.135144 , 1.423975 , 0.038830 ,   0.032865 , 0.037902 ,      0.139548 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.512980 ,   1.511837 , 1.422583 , 0.033993 ,   0.032732 , 0.038469 ,      0.139346 ,        Not run
Basic_MULADDSUB           , 0.535771 ,   0.536446 , 0.537992 , 0.024848 ,   0.023196 , 0.023757 ,      0.034752 ,        Not run
Basic_NESTED_INIT         , 0.609358 ,   0.612134 , 0.612323 , 0.015985 ,   0.015549 , 0.015942 ,      0.074061 ,        Not run
Basic_PI_ATOMIC           , 0.075580 ,   0.075454 , 0.166149 , 749.777471 , 682.646279 , 759.064144 ,   1066.068941 ,        Not run
Basic_REDUCE3_INT         , 0.012809 ,   0.012876 , 0.011954 , 0.010308 ,    Not run , 0.010784 ,      0.007369 ,        Not run
Basic_TRAP_INT            , 0.211219 ,   0.210653 , 0.210632 , 0.094567 ,    Not run , 0.003704 ,      0.006354 ,        Not run
Lcals_DIFF_PREDICT        , 0.776607 ,   0.775478 , 0.758424 , 0.040129 ,    Not run , 0.038232 ,      0.051750 ,        Not run
Lcals_EOS                 , 0.674435 ,   0.678901 , 0.677783 , 0.023761 ,    Not run , 0.023338 ,      0.048406 ,        Not run
Lcals_FIRST_DIFF          , 0.771209 ,   0.770576 , 0.771908 , 0.052136 ,    Not run , 0.050321 ,      0.134157 ,        Not run
Lcals_FIRST_MIN           , 0.050386 ,   0.049297 , 0.049506 , 0.009864 ,    Not run , 0.011667 ,      0.015317 ,        Not run
Lcals_FIRST_SUM           , 0.807606 ,   0.806708 , 0.807485 , 0.051211 ,    Not run , 0.051576 ,      0.133261 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.846218 ,   0.844529 , 0.848306 , 0.060100 ,    Not run , 0.057894 ,      0.100402 ,        Not run
Lcals_HYDRO_1D            , 0.806920 ,   0.806676 , 0.806254 , 0.033752 ,    Not run , 0.038916 ,      0.078355 ,        Not run
Lcals_HYDRO_2D            , 0.828297 ,   0.826654 , 0.828634 , 0.021247 ,    Not run , 0.021120 ,      0.040384 ,        Not run
Lcals_INT_PREDICT         , 1.220441 ,   1.228440 , 1.284249 , 0.048341 ,    Not run , 0.046488 ,      0.077138 ,        Not run
Lcals_PLANCKIAN           , 0.767983 ,   0.765625 , 0.758154 , 0.004085 ,    Not run , 0.003304 ,      0.006541 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.536312 ,   1.535345 , 1.536418 , 0.052256 ,    Not run , 0.049171 ,      0.087697 ,        Not run
Stream_ADD                , 1.019432 ,   1.026093 , 1.020202 , 0.035100 ,   0.033894 , 0.035784 ,      0.080648 ,        Not run
Stream_COPY               , 0.670415 ,   0.668978 , 0.670094 , 0.046661 ,   0.040472 , 0.045756 ,      0.121299 ,        Not run
Stream_DOT                , 2.091306 ,   2.110994 , 2.134851 , 3.741253 ,    Not run , 0.122944 ,      0.243523 ,        Not run
Stream_MUL                , 0.924053 ,   0.919668 , 1.022243 , 0.042359 ,   0.041609 , 0.048385 ,      0.124442 ,        Not run
Stream_TRIAD              , 1.130170 ,   1.129348 , 1.122784 , 0.036604 ,   0.032494 , 0.035095 ,      0.073119 ,        Not run
