Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      0.987 ,    0.987 ,  105.383 ,    128.289 ,   25.044 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      0.937 ,    0.930 ,   25.312 ,    Not run ,   26.054 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.037 ,    1.042 ,  109.184 ,    Not run ,  112.807 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      1.431 ,    1.378 ,    0.460 ,    Not run ,    0.492 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      0.994 ,    0.994 ,   53.524 ,     57.349 ,   50.143 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      0.995 ,    0.994 ,   53.843 ,     57.368 ,   49.883 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      0.999 ,    0.995 ,   24.607 ,    Not run ,   24.347 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      0.992 ,    0.982 ,  125.638 ,    Not run ,  150.624 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      0.998 ,    0.999 ,   10.043 ,     10.071 ,    9.141 ,         3.310 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.001 ,    0.992 ,  133.028 ,    137.241 ,  142.571 ,        66.491 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    0.994 ,   23.690 ,     25.052 ,   25.069 ,        11.474 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.002 ,    1.067 ,   38.843 ,     46.761 ,   40.797 ,         6.256 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    1.065 ,   42.820 ,     44.322 ,   38.533 ,         6.124 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.017 ,    1.004 ,   21.998 ,     23.586 ,   22.316 ,        10.856 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.002 ,    0.996 ,   37.869 ,     38.992 ,   38.158 ,         5.883 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.454 ,    0.000 ,      0.000 ,    0.000 ,         0.000 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.006 ,    1.088 ,    0.960 ,    Not run ,    1.189 ,         1.081 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      0.999 ,    1.002 ,    2.211 ,    Not run ,   56.313 ,        19.582 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.006 ,    1.000 ,   19.059 ,    Not run ,   20.019 ,        10.475 ,        Not run
Lcals_EOS                 ,    1.000 ,      1.005 ,    1.007 ,   28.474 ,    Not run ,   30.103 ,        10.522 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      1.000 ,    1.000 ,   15.045 ,    Not run ,   16.468 ,         4.028 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.012 ,    0.986 ,    5.026 ,    Not run ,    4.122 ,         2.214 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      1.003 ,    1.001 ,   15.989 ,    Not run ,   16.693 ,         4.226 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.010 ,    1.004 ,   14.158 ,    Not run ,   15.241 ,         6.435 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.000 ,    1.000 ,   24.613 ,    Not run ,   25.956 ,         7.413 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      0.998 ,    1.003 ,   38.574 ,    Not run ,   38.898 ,        16.647 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      0.994 ,    0.923 ,   24.723 ,    Not run ,   25.956 ,        13.566 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.002 ,    1.013 ,  172.267 ,    Not run ,  235.814 ,        92.621 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.000 ,    1.000 ,   22.388 ,    Not run ,   23.081 ,         9.466 ,        Not run
Stream_ADD                ,    1.000 ,      1.001 ,    1.003 ,   23.072 ,     23.573 ,   22.498 ,         6.935 ,        Not run
Stream_COPY               ,    1.000 ,      0.999 ,    0.998 ,   13.167 ,     15.321 ,   13.644 ,         3.498 ,        Not run
Stream_DOT                ,    1.000 ,      1.001 ,    1.001 ,    0.503 ,    Not run ,   14.771 ,         4.961 ,        Not run
Stream_MUL                ,    1.000 ,      1.000 ,    0.999 ,   13.717 ,     15.643 ,   13.538 ,         3.411 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.001 ,    1.000 ,   22.660 ,     24.356 ,   23.452 ,         6.777 ,        Not run
