Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.798461 ,    Not run , 1.871876 ,  Not run ,    Not run , 0.021375 ,      0.079821 ,        Not run
Algorithm_SORTPAIRS       , 1.922466 ,    Not run , 2.533896 ,  Not run ,    Not run , 0.028881 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 0.820085 ,   0.822511 , 0.801881 , 0.008004 ,   0.006312 , 0.031859 ,      0.079447 ,        Not run
Apps_ENERGY               , 1.130059 ,   1.204849 , 1.196065 , 0.044278 ,    Not run , 0.043070 ,      0.102266 ,        Not run
Apps_FIR                  , 1.033042 ,   1.014087 , 1.009798 , 0.008920 ,    Not run , 0.008929 ,      0.026244 ,        Not run
Apps_HALOEXCHANGE         , 0.016137 ,   0.016053 , 0.015840 , 0.066996 ,    Not run , 0.044671 ,      0.753664 ,        Not run
Apps_LTIMES               , 0.871476 ,   0.871400 , 0.874316 , 0.016590 ,   0.015342 , 0.017625 ,      0.054274 ,        Not run
Apps_LTIMES_NOVIEW        , 0.874637 ,   0.874096 , 0.873669 , 0.016463 ,   0.015352 , 0.017699 ,       Not run ,        Not run
Apps_PRESSURE             , 2.057780 ,   2.119996 , 2.081909 , 0.054715 ,    Not run , 0.053538 ,      0.157863 ,        Not run
Apps_VOL3D                , 1.192048 ,   1.195836 , 1.176261 , 0.009309 ,    Not run , 0.007831 ,      0.019957 ,        Not run
Basic_DAXPY               , 0.185491 ,   0.185665 , 0.185554 , 0.017143 ,   0.017421 , 0.018317 ,      0.056522 ,        Not run
Basic_IF_QUAD             , 1.707017 ,   1.712664 , 1.725956 , 0.014318 ,   0.013225 , 0.013677 ,      0.027101 ,        Not run
Basic_INIT3               , 0.759965 ,   0.761799 , 0.763807 , 0.033035 ,   0.031135 , 0.031750 ,      0.067727 ,        Not run
Basic_INIT_VIEW1D         , 1.499202 ,   1.124526 , 1.409228 , 0.030861 ,   0.026017 , 0.038467 ,      0.216755 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.510715 ,   1.510884 , 2.269107 , 0.034763 ,   0.033417 , 0.038745 ,      0.209376 ,        Not run
Basic_MULADDSUB           , 0.777128 ,   0.779166 , 0.772823 , 0.025520 ,   0.023007 , 0.022200 ,      0.044381 ,        Not run
Basic_NESTED_INIT         , 0.611944 ,   0.611786 , 0.612741 , 0.016211 ,   0.015745 , 0.015918 ,      0.102932 ,        Not run
Basic_PI_ATOMIC           , 0.075386 ,   0.075535 , 0.166023 , 722.424166 , 671.112970 , 673.742805 ,   1127.250609 ,        Not run
Basic_REDUCE3_INT         , 0.012549 ,   0.012557 , 0.011621 , 0.010524 ,    Not run , 0.008460 ,      0.012679 ,        Not run
Basic_TRAP_INT            , 0.206099 ,   0.206176 , 0.206076 , 0.094456 ,    Not run , 0.003594 ,      0.010111 ,        Not run
Lcals_DIFF_PREDICT        , 0.834046 ,   0.833674 , 0.847962 , 0.040239 ,    Not run , 0.038131 ,      0.069949 ,        Not run
Lcals_EOS                 , 0.716586 ,   0.660059 , 0.659906 , 0.024579 ,    Not run , 0.022737 ,      0.057191 ,        Not run
Lcals_FIRST_DIFF          , 0.740195 ,   0.739552 , 0.739841 , 0.050112 ,    Not run , 0.048781 ,      0.172420 ,        Not run
Lcals_FIRST_MIN           , 0.048245 ,   0.048718 , 0.048161 , 0.007230 ,    Not run , 0.006295 ,      0.018946 ,        Not run
Lcals_FIRST_SUM           , 0.744415 ,   0.746633 , 0.745400 , 0.049270 ,    Not run , 0.050958 ,      0.172770 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.840012 ,   0.846102 , 0.837656 , 0.060352 ,    Not run , 0.054125 ,      0.128669 ,        Not run
Lcals_HYDRO_1D            , 0.820051 ,   0.820003 , 0.819729 , 0.033963 ,    Not run , 0.031137 ,      0.105173 ,        Not run
Lcals_HYDRO_2D            , 0.812130 ,   0.811055 , 0.811650 , 0.021309 ,    Not run , 0.021062 ,      0.048103 ,        Not run
Lcals_INT_PREDICT         , 1.203385 ,   1.209239 , 1.321087 , 0.048343 ,    Not run , 0.045084 ,      0.080849 ,        Not run
Lcals_PLANCKIAN           , 0.751840 ,   0.751508 , 0.744441 , 0.003718 ,    Not run , 0.003138 ,      0.008473 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.143649 ,   1.148267 , 1.143959 , 0.047753 ,    Not run , 0.048668 ,      0.112966 ,        Not run
Stream_ADD                , 0.759040 ,   0.758879 , 0.759402 , 0.032301 ,   0.032230 , 0.032580 ,      0.107153 ,        Not run
Stream_COPY               , 0.621825 ,   0.622569 , 0.620509 , 0.043050 ,   0.041305 , 0.042879 ,      0.167405 ,        Not run
Stream_DOT                , 1.862483 ,   1.855783 , 1.854405 , 3.732705 ,    Not run , 0.112445 ,      0.375377 ,        Not run
Stream_MUL                , 0.676340 ,   0.675897 , 0.675185 , 0.046030 ,   0.046270 , 0.044215 ,      0.180704 ,        Not run
Stream_TRIAD              , 0.805902 ,   0.801531 , 0.800851 , 0.037584 ,   0.033462 , 0.033513 ,      0.115481 ,        Not run
