FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_HIP      ,         , RAJA_HIP        ,        
Apps_DEL_DOT_VEC_2D       , 0.018           ,         , 0.013           ,         , -0.18           ,         , 3.2             ,OVER_TOL
Apps_ENERGY               , 0.074           ,         , 0.08            ,         , 0               ,         , -0.027          ,        
Apps_FIR                  , -0.04           ,         , -0.039          ,         , 0               ,         , -0.024          ,        
Apps_HALOEXCHANGE         , -0.35           ,         , -0.34           ,         , 0               ,         , 0.33            ,OVER_TOL
Apps_LTIMES               , -0.00024        ,         , 0.0024          ,         , -0.067          ,         , 0.066           ,        
Apps_LTIMES_NOVIEW        , 0.001           ,         , 3.8e-05         ,         , -0.061          ,         , 0.081           ,        
Apps_PRESSURE             , -0.0033         ,         , 0.0047          ,         , 0               ,         , -0.025          ,        
Apps_VOL3D                , 0.00064         ,         , 0.028           ,         , 0               ,         , -0.14           ,        
Basic_DAXPY               , -0.0079         ,         , -0.009          ,         , 0.01            ,         , 0.022           ,        
Basic_IF_QUAD             , -0.02           ,         , -0.012          ,         , -0.053          ,         , -0.13           ,        
Basic_INIT3               , 0.38            ,OVER_TOL , 0.022           ,         , -0.069          ,         , -0.041          ,        
Basic_INIT_VIEW1D         , -0.0023         ,         , -0.063          ,         , -0.17           ,         , -0.062          ,        
Basic_INIT_VIEW1D_OFFSET  , -1.6e-05        ,         , -0.062          ,         , -0.037          ,         , 0.1             ,        
Basic_MULADDSUB           , 0.0046          ,         , 0.0082          ,         , -0.081          ,         , -0.053          ,        
Basic_NESTED_INIT         , -0.00035        ,         , 0.0046          ,         , -0.029          ,         , -0.046          ,        
Basic_PI_ATOMIC           , -0.00041        ,         , 1.2             ,OVER_TOL , -0.094          ,         , -0.086          ,        
Basic_REDUCE3_INT         , 0.00064         ,         , -0.075          ,         , 0               ,         , -0.34           ,        
Basic_TRAP_INT            , -0.0034         ,         , -0.0037         ,         , 0               ,         , -0.96           ,        
Lcals_DIFF_PREDICT        , -0.0066         ,         , -0.017          ,         , 0               ,         , -0.048          ,        
Lcals_EOS                 , 0.0028          ,         , 0.0039          ,         , 0               ,         , -0.014          ,        
Lcals_FIRST_DIFF          , 0.00038         ,         , 0.002           ,         , 0               ,         , -0.047          ,        
Lcals_FIRST_MIN           , -0.012          ,         , -0.011          ,         , 0               ,         , 0.2             ,OVER_TOL
Lcals_FIRST_SUM           , 0.00024         ,         , 0.0011          ,         , 0               ,         , -0.048          ,        
Lcals_GEN_LIN_RECUR       , -0.0094         ,         , -0.00045        ,         , 0               ,         , -0.049          ,        
Lcals_HYDRO_1D            , -0.0033         ,         , 0.0031          ,         , 0               ,         , -0.0081         ,        
Lcals_HYDRO_2D            , 0.00012         ,         , -0.0012         ,         , 0               ,         , -0.0065         ,        
Lcals_INT_PREDICT         , -0.0046         ,         , 0.065           ,         , 0               ,         , -0.055          ,        
Lcals_PLANCKIAN           , 4.8e-05         ,         , -0.0098         ,         , 0               ,         , -0.31           ,        
Lcals_TRIDIAG_ELIM        , 0.018           ,         , -0.00052        ,         , 0               ,         , -0.04           ,        
Stream_ADD                , -0.0022         ,         , 0.0018          ,         , -0.02           ,         , 0.0069          ,        
Stream_COPY               , 0.0061          ,         , -0.00039        ,         , -0.063          ,         , -0.024          ,        
Stream_DOT                , -0.0047         ,         , -0.0035         ,         , 0               ,         , -0.96           ,        
Stream_MUL                , 0.0064          ,         , -0.00067        ,         , -0.079          ,         , -0.046          ,        
Stream_TRIAD              , 0.018           ,         , -0.00055        ,         , -0.077          ,         , -0.052          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.35           ,         , -0.34           ,         , -0.18           ,         , -0.96           ,        
Col Max                   , 0.38            ,         , 1.2             ,         , 0.01            ,         , 3.2             ,        
Col Avg                   , 0.0017          ,         , 0.023           ,         , -0.071          ,         , 0.011           ,        
Col Std Dev               , 0.0082          ,         , 0.046           ,         , 0.0023          ,         , 0.37            ,        
