Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.756361 ,    Not run , 1.836686 ,  Not run ,    Not run , 0.021429 ,      0.073778 ,        Not run
Algorithm_SORTPAIRS       , 1.922466 ,    Not run , 2.288759 ,  Not run ,    Not run , 0.027393 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 0.810506 ,   0.808641 , 0.808375 , 0.007573 ,   0.006189 , 0.032004 ,      0.088254 ,        Not run
Apps_ENERGY               , 1.166658 ,   1.245671 , 1.236493 , 0.044107 ,    Not run , 0.043401 ,      0.091470 ,        Not run
Apps_FIR                  , 0.982179 ,   0.973091 , 0.960109 , 0.009559 ,    Not run , 0.008942 ,      0.023749 ,        Not run
Apps_HALOEXCHANGE         , 0.014901 ,   0.014893 , 0.014968 , 0.030043 ,    Not run , 0.039530 ,      0.628482 ,        Not run
Apps_LTIMES               , 0.886512 ,   0.886766 , 0.889802 , 0.016384 ,   0.015303 , 0.017580 ,      0.053257 ,        Not run
Apps_LTIMES_NOVIEW        , 0.888415 ,   0.888685 , 0.887943 , 0.016486 ,   0.015289 , 0.017655 ,       Not run ,        Not run
Apps_PRESSURE             , 1.432178 ,   1.428110 , 1.438273 , 0.052704 ,    Not run , 0.053757 ,      0.149500 ,        Not run
Apps_VOL3D                , 1.219693 ,   1.229656 , 1.201094 , 0.009446 ,    Not run , 0.007848 ,      0.019298 ,        Not run
Basic_DAXPY               , 0.234180 ,   0.233982 , 0.234477 , 0.017848 ,   0.017650 , 0.017785 ,      0.054426 ,        Not run
Basic_IF_QUAD             , 1.744801 ,   1.724807 , 1.738449 , 0.013738 ,   0.012031 , 0.012699 ,      0.025818 ,        Not run
Basic_INIT3               , 0.801395 ,   0.800415 , 0.781920 , 0.032974 ,   0.031631 , 0.031284 ,      0.068577 ,        Not run
Basic_INIT_VIEW1D         , 1.532600 ,   1.147629 , 1.438643 , 0.039136 ,   0.033714 , 0.038627 ,      0.231970 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.530206 ,   1.520979 , 2.291500 , 0.035722 ,   0.033436 , 0.038801 ,      0.228331 ,        Not run
Basic_MULADDSUB           , 0.560485 ,   0.560159 , 0.543095 , 0.024447 ,   0.022817 , 0.023539 ,      0.047321 ,        Not run
Basic_NESTED_INIT         , 0.621367 ,   0.622743 , 0.620020 , 0.016542 ,   0.015953 , 0.015915 ,      0.109929 ,        Not run
Basic_PI_ATOMIC           , 0.076119 ,   0.076355 , 0.168584 , 810.133343 , 844.417348 , 885.093961 ,   1122.817526 ,        Not run
Basic_REDUCE3_INT         , 0.012631 ,   0.012524 , 0.011602 , 0.022788 ,    Not run , 0.014967 ,      0.013379 ,        Not run
Basic_TRAP_INT            , 0.206026 ,   0.205953 , 0.205969 , 0.094559 ,    Not run , 0.004262 ,      0.010761 ,        Not run
Lcals_DIFF_PREDICT        , 0.846140 ,   0.851638 , 0.845590 , 0.040298 ,    Not run , 0.038555 ,      0.062136 ,        Not run
Lcals_EOS                 , 0.694740 ,   0.697085 , 0.689814 , 0.025174 ,    Not run , 0.023177 ,      0.060743 ,        Not run
Lcals_FIRST_DIFF          , 0.922888 ,   0.921474 , 0.921128 , 0.050087 ,    Not run , 0.051596 ,      0.189480 ,        Not run
Lcals_FIRST_MIN           , 0.048344 ,   0.048601 , 0.048265 , 0.009326 ,    Not run , 0.006876 ,      0.020758 ,        Not run
Lcals_FIRST_SUM           , 0.942903 ,   0.945443 , 0.942619 , 0.050305 ,    Not run , 0.052820 ,      0.190034 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.894241 ,   0.894294 , 0.893220 , 0.061694 ,    Not run , 0.059298 ,      0.134226 ,        Not run
Lcals_HYDRO_1D            , 0.891836 ,   0.892812 , 0.892109 , 0.040087 ,    Not run , 0.043095 ,      0.106318 ,        Not run
Lcals_HYDRO_2D            , 0.821642 ,   0.822613 , 0.822046 , 0.021765 ,    Not run , 0.021410 ,      0.048668 ,        Not run
Lcals_INT_PREDICT         , 1.238561 ,   1.221744 , 1.239805 , 0.048955 ,    Not run , 0.047299 ,      0.097183 ,        Not run
Lcals_PLANCKIAN           , 0.782202 ,   0.767817 , 0.758734 , 0.004038 ,    Not run , 0.003162 ,      0.007749 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.136608 ,   1.138968 , 1.138817 , 0.050417 ,    Not run , 0.050173 ,      0.113212 ,        Not run
Stream_ADD                , 0.795317 ,   0.795817 , 0.794135 , 0.034948 ,   0.035966 , 0.035332 ,      0.107921 ,        Not run
Stream_COPY               , 0.799763 ,   0.799135 , 0.798150 , 0.044579 ,   0.046938 , 0.046653 ,      0.169295 ,        Not run
Stream_DOT                , 1.888399 ,   1.887307 , 1.879103 , 3.693598 ,    Not run , 0.122952 ,      0.374080 ,        Not run
Stream_MUL                , 0.801808 ,   0.801441 , 0.801228 , 0.040396 ,   0.043202 , 0.046832 ,      0.179082 ,        Not run
Stream_TRIAD              , 0.855353 ,   0.851329 , 1.175664 , 0.037590 ,   0.035441 , 0.038220 ,      0.113702 ,        Not run
