Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.807747 ,   0.814636 , 0.813129 , 0.007604 ,   0.006245 , 0.031997 ,       Not run ,        Not run
Apps_ENERGY               , 1.114198 ,   1.196618 , 1.202662 , 0.043907 ,    Not run , 0.042313 ,       Not run ,        Not run
Apps_FIR                  , 0.981263 ,   0.945334 , 0.945939 , 0.009250 ,    Not run , 0.008602 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.019809 ,   0.014372 , 0.014250 , 0.047248 ,    Not run , 0.040421 ,       Not run ,        Not run
Apps_LTIMES               , 0.880324 ,   0.879199 , 0.880054 , 0.016449 ,   0.015283 , 0.017490 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.878199 ,   0.881342 , 0.881304 , 0.016345 ,   0.015267 , 0.017585 ,       Not run ,        Not run
Apps_PRESSURE             , 1.342713 ,   1.337348 , 1.348096 , 0.054346 ,    Not run , 0.053266 ,       Not run ,        Not run
Apps_VOL3D                , 1.169330 ,   1.169136 , 1.183897 , 0.009256 ,    Not run , 0.007729 ,       Not run ,        Not run
Basic_DAXPY               , 0.181278 ,   0.181404 , 0.181032 , 0.017144 ,   0.017172 , 0.017581 ,      0.052712 ,        Not run
Basic_IF_QUAD             , 1.751002 ,   1.743871 , 1.743860 , 0.013379 ,   0.012288 , 0.012452 ,      0.026577 ,        Not run
Basic_INIT3               , 0.760723 ,   0.758971 , 0.769055 , 0.032040 ,   0.030314 , 0.030488 ,      0.066135 ,        Not run
Basic_INIT_VIEW1D         , 1.511901 ,   1.513610 , 1.443453 , 0.039256 ,   0.032720 , 0.037701 ,      0.234591 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.540411 ,   1.524274 , 1.422805 , 0.034583 ,   0.032598 , 0.038288 ,      0.232577 ,        Not run
Basic_MULADDSUB           , 0.531958 ,   0.528627 , 0.530731 , 0.024853 ,   0.023187 , 0.023785 ,      0.047900 ,        Not run
Basic_NESTED_INIT         , 0.609132 ,   0.608834 , 0.612790 , 0.016087 ,   0.015666 , 0.016043 ,      0.110486 ,        Not run
Basic_PI_ATOMIC           , 0.075969 ,   0.076095 , 0.167265 , 859.169259 , 922.764742 , 931.941895 ,   1137.864515 ,        Not run
Basic_REDUCE3_INT         , 0.012539 ,   0.012573 , 0.011592 , 0.024230 ,    Not run , 0.009374 ,      0.012064 ,        Not run
Basic_TRAP_INT            , 0.205856 ,   0.205877 , 0.205864 , 0.094680 ,    Not run , 0.003950 ,      0.010900 ,        Not run
Lcals_DIFF_PREDICT        , 0.755875 ,   0.758428 , 0.756165 , 0.040722 ,    Not run , 0.038310 ,      0.073969 ,        Not run
Lcals_EOS                 , 0.669414 ,   0.667939 , 0.668733 , 0.024797 ,    Not run , 0.023635 ,      0.064221 ,        Not run
Lcals_FIRST_DIFF          , 0.759019 ,   0.758213 , 0.759033 , 0.051990 ,    Not run , 0.049795 ,      0.197535 ,        Not run
Lcals_FIRST_MIN           , 0.048603 ,   0.048082 , 0.049759 , 0.010195 ,    Not run , 0.012030 ,      0.022827 ,        Not run
Lcals_FIRST_SUM           , 0.807898 ,   0.805537 , 0.807552 , 0.051438 ,    Not run , 0.050229 ,      0.195984 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.846979 ,   0.846346 , 0.847959 , 0.061052 ,    Not run , 0.058972 ,      0.132617 ,        Not run
Lcals_HYDRO_1D            , 0.824014 ,   0.827598 , 0.819990 , 0.040647 ,    Not run , 0.039562 ,      0.110408 ,        Not run
Lcals_HYDRO_2D            , 0.815174 ,   0.814409 , 0.812369 , 0.021341 ,    Not run , 0.021098 ,      0.051058 ,        Not run
Lcals_INT_PREDICT         , 1.216331 ,   1.223871 , 1.313208 , 0.050144 ,    Not run , 0.047157 ,      0.090306 ,        Not run
Lcals_PLANCKIAN           , 0.751934 ,   0.751656 , 0.744154 , 0.004000 ,    Not run , 0.003259 ,      0.008679 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.127155 ,   1.126722 , 1.125175 , 0.049799 ,    Not run , 0.049852 ,      0.118897 ,        Not run
Stream_ADD                , 0.766798 ,   0.766039 , 0.766848 , 0.035634 ,   0.033719 , 0.035388 ,      0.113108 ,        Not run
Stream_COPY               , 0.603877 ,   0.600615 , 0.602359 , 0.047862 ,   0.045602 , 0.045645 ,      0.176970 ,        Not run
Stream_DOT                , 1.845112 ,   1.848238 , 1.841079 , 3.722132 ,    Not run , 0.131946 ,      0.389857 ,        Not run
Stream_MUL                , 0.648494 ,   0.648831 , 0.648828 , 0.047548 ,   0.045042 , 0.046283 ,      0.179404 ,        Not run
Stream_TRIAD              , 0.776262 ,   0.774678 , 0.774500 , 0.036833 ,   0.033403 , 0.034167 ,      0.114046 ,        Not run
