Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.817508 ,   0.834211 , 0.823704 , 0.007653 ,   0.006261 , 0.031915 ,       Not run ,        Not run
Apps_ENERGY               , 1.117682 ,   1.195735 , 1.206754 , 0.043396 ,    Not run , 0.043014 ,       Not run ,        Not run
Apps_FIR                  , 0.970642 ,   0.934706 , 0.937950 , 0.009215 ,    Not run , 0.009099 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.013777 ,   0.013636 , 0.013651 , 0.040610 ,    Not run , 0.040152 ,       Not run ,        Not run
Apps_LTIMES               , 0.871965 ,   0.872198 , 0.873169 , 0.016475 ,   0.015330 , 0.017539 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.871065 ,   0.873167 , 0.873895 , 0.016334 ,   0.015333 , 0.017620 ,       Not run ,        Not run
Apps_PRESSURE             , 1.360777 ,   1.365293 , 1.360668 , 0.055030 ,    Not run , 0.054877 ,       Not run ,        Not run
Apps_VOL3D                , 1.162770 ,   1.163339 , 1.172163 , 0.009278 ,    Not run , 0.007681 ,       Not run ,        Not run
Basic_DAXPY               , 0.187636 ,   0.187284 , 0.187553 , 0.018102 ,   0.017251 , 0.018318 ,      0.053460 ,        Not run
Basic_IF_QUAD             , 1.732059 ,   1.750495 , 1.735686 , 0.013309 ,   0.012519 , 0.012875 ,      0.026293 ,        Not run
Basic_INIT3               , 0.757182 ,   0.758068 , 0.760374 , 0.032203 ,   0.029969 , 0.030591 ,      0.066093 ,        Not run
Basic_INIT_VIEW1D         , 1.533952 ,   1.534762 , 1.421706 , 0.039655 ,   0.033880 , 0.037460 ,      0.228754 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.508975 ,   1.509983 , 1.417913 , 0.035763 ,   0.033643 , 0.037925 ,      0.229163 ,        Not run
Basic_MULADDSUB           , 0.531642 ,   0.537326 , 0.538346 , 0.025259 ,   0.022600 , 0.023327 ,      0.047805 ,        Not run
Basic_NESTED_INIT         , 0.607631 ,   0.607513 , 0.612404 , 0.016065 ,   0.015656 , 0.015706 ,      0.110325 ,        Not run
Basic_PI_ATOMIC           , 0.075496 ,   0.075279 , 0.165955 , 708.068693 , 668.805222 , 709.921345 ,   1136.779824 ,        Not run
Basic_REDUCE3_INT         , 0.012565 ,   0.012548 , 0.011599 , 0.024887 ,    Not run , 0.009315 ,      0.011183 ,        Not run
Basic_TRAP_INT            , 0.210249 ,   0.208613 , 0.205980 , 0.094836 ,    Not run , 0.003916 ,      0.009432 ,        Not run
Lcals_DIFF_PREDICT        , 0.767303 ,   0.758794 , 0.751441 , 0.040379 ,    Not run , 0.038296 ,      0.072651 ,        Not run
Lcals_EOS                 , 0.670112 ,   0.667105 , 0.663424 , 0.025479 ,    Not run , 0.023578 ,      0.063549 ,        Not run
Lcals_FIRST_DIFF          , 0.763177 ,   0.759327 , 0.761245 , 0.051679 ,    Not run , 0.049559 ,      0.196210 ,        Not run
Lcals_FIRST_MIN           , 0.048241 ,   0.048989 , 0.048224 , 0.010255 ,    Not run , 0.012396 ,      0.019126 ,        Not run
Lcals_FIRST_SUM           , 0.791791 ,   0.790190 , 0.791107 , 0.051737 ,    Not run , 0.050398 ,      0.197173 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.842255 ,   0.849354 , 0.843814 , 0.061959 ,    Not run , 0.057122 ,      0.131269 ,        Not run
Lcals_HYDRO_1D            , 0.795869 ,   0.792999 , 0.794570 , 0.040568 ,    Not run , 0.038096 ,      0.111741 ,        Not run
Lcals_HYDRO_2D            , 0.813463 ,   0.816917 , 0.815838 , 0.024208 ,    Not run , 0.021565 ,      0.051556 ,        Not run
Lcals_INT_PREDICT         , 1.219603 ,   1.222593 , 1.310170 , 0.049628 ,    Not run , 0.047097 ,      0.092119 ,        Not run
Lcals_PLANCKIAN           , 0.752410 ,   0.752066 , 0.745274 , 0.004318 ,    Not run , 0.003040 ,      0.008931 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.134806 ,   1.140437 , 1.135448 , 0.051253 ,    Not run , 0.048965 ,      0.123877 ,        Not run
Stream_ADD                , 0.800931 ,   0.801151 , 0.801933 , 0.035817 ,   0.034210 , 0.035728 ,      0.116714 ,        Not run
Stream_COPY               , 0.597558 ,   0.584737 , 0.595936 , 0.047174 ,   0.043706 , 0.046373 ,      0.176146 ,        Not run
Stream_DOT                , 1.843385 ,   1.831558 , 1.833203 , 3.735551 ,    Not run , 0.136414 ,      0.336958 ,        Not run
Stream_MUL                , 0.596360 ,   0.587348 , 0.596159 , 0.049584 ,   0.044520 , 0.046937 ,      0.178988 ,        Not run
Stream_TRIAD              , 0.798524 ,   0.828627 , 0.799708 , 0.036946 ,   0.034451 , 0.035194 ,      0.113647 ,        Not run
