Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.801672 ,   0.803860 , 0.807366 , 0.007631 ,   0.006218 , 0.032014 ,       Not run ,        Not run
Apps_ENERGY               , 1.125699 ,   1.201456 , 1.211461 , 0.043620 ,    Not run , 0.043191 ,       Not run ,        Not run
Apps_FIR                  , 0.974808 ,   0.935702 , 0.938283 , 0.009176 ,    Not run , 0.009276 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.021639 ,   0.013845 , 0.014059 , 0.042815 ,    Not run , 0.040376 ,       Not run ,        Not run
Apps_LTIMES               , 0.871760 ,   0.871543 , 0.872887 , 0.016918 ,   0.015304 , 0.017531 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.871223 ,   0.874550 , 0.873507 , 0.016333 ,   0.015287 , 0.017597 ,       Not run ,        Not run
Apps_PRESSURE             , 1.343611 ,   1.338822 , 1.332462 , 0.054233 ,    Not run , 0.052535 ,       Not run ,        Not run
Apps_VOL3D                , 1.160771 ,   1.159963 , 1.204506 , 0.008998 ,    Not run , 0.007590 ,       Not run ,        Not run
Basic_DAXPY               , 0.262821 ,   0.267294 , 0.266718 , 0.018248 ,   0.017908 , 0.016457 ,      0.053248 ,        Not run
Basic_IF_QUAD             , 1.760335 ,   1.759707 , 1.762484 , 0.013012 ,   0.012759 , 0.013435 ,      0.026637 ,        Not run
Basic_INIT3               , 1.019442 ,   1.018408 , 1.023243 , 0.032506 ,   0.031050 , 0.030349 ,      0.066426 ,        Not run
Basic_INIT_VIEW1D         , 1.524865 ,   1.525982 , 1.417814 , 0.039172 ,   0.032771 , 0.038064 ,      0.241882 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.502719 ,   1.499831 , 1.408662 , 0.027896 ,   0.026182 , 0.036650 ,      0.239654 ,        Not run
Basic_MULADDSUB           , 0.538412 ,   0.530569 , 0.537827 , 0.023650 ,   0.022863 , 0.023397 ,      0.049710 ,        Not run
Basic_NESTED_INIT         , 0.603739 ,   0.603873 , 0.607592 , 0.016211 ,   0.015587 , 0.016078 ,      0.118681 ,        Not run
Basic_PI_ATOMIC           , 0.074888 ,   0.074854 , 0.164721 , 722.404294 , 708.994714 , 683.726622 ,   1118.562686 ,        Not run
Basic_REDUCE3_INT         , 0.012546 ,   0.012557 , 0.011599 , 0.014380 ,    Not run , 0.009248 ,      0.011746 ,        Not run
Basic_TRAP_INT            , 0.206080 ,   0.206440 , 0.205952 , 0.095184 ,    Not run , 0.004448 ,      0.010862 ,        Not run
Lcals_DIFF_PREDICT        , 0.752292 ,   0.750136 , 0.756285 , 0.040418 ,    Not run , 0.038230 ,      0.074235 ,        Not run
Lcals_EOS                 , 0.666290 ,   0.666764 , 0.664550 , 0.024466 ,    Not run , 0.023543 ,      0.061699 ,        Not run
Lcals_FIRST_DIFF          , 0.741457 ,   0.740911 , 0.741559 , 0.052703 ,    Not run , 0.049256 ,      0.198061 ,        Not run
Lcals_FIRST_MIN           , 0.048358 ,   0.048138 , 0.049119 , 0.010101 ,    Not run , 0.012057 ,      0.023283 ,        Not run
Lcals_FIRST_SUM           , 0.762966 ,   0.760700 , 0.762080 , 0.051781 ,    Not run , 0.050558 ,      0.196592 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.847360 ,   0.845381 , 0.841108 , 0.062867 ,    Not run , 0.058768 ,      0.132700 ,        Not run
Lcals_HYDRO_1D            , 0.814313 ,   0.814017 , 0.812766 , 0.041346 ,    Not run , 0.039634 ,      0.110316 ,        Not run
Lcals_HYDRO_2D            , 0.815923 ,   0.816922 , 0.815295 , 0.021876 ,    Not run , 0.021369 ,      0.050666 ,        Not run
Lcals_INT_PREDICT         , 1.212871 ,   1.214769 , 1.322193 , 0.050268 ,    Not run , 0.046487 ,      0.090970 ,        Not run
Lcals_PLANCKIAN           , 0.751996 ,   0.751484 , 0.744212 , 0.004318 ,    Not run , 0.003264 ,      0.008714 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.143187 ,   1.149510 , 1.145809 , 0.050006 ,    Not run , 0.051113 ,      0.120717 ,        Not run
Stream_ADD                , 0.764296 ,   0.774153 , 0.762770 , 0.036479 ,   0.034385 , 0.036101 ,      0.111875 ,        Not run
Stream_COPY               , 0.597001 ,   0.599616 , 0.595496 , 0.047191 ,   0.045201 , 0.046249 ,      0.176306 ,        Not run
Stream_DOT                , 1.837502 ,   1.835093 , 1.835146 , 3.736337 ,    Not run , 0.130552 ,      0.379937 ,        Not run
Stream_MUL                , 0.595884 ,   0.600027 , 0.595085 , 0.047071 ,   0.044202 , 0.046871 ,      0.178745 ,        Not run
Stream_TRIAD              , 0.764043 ,   0.764338 , 0.762958 , 0.036293 ,   0.033755 , 0.035868 ,      0.113864 ,        Not run
