Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.816302 ,   0.816125 , 0.816890 , 0.007470 ,   0.006251 , 0.032123 ,       Not run ,        Not run
Apps_ENERGY               , 1.123764 ,   1.202742 , 1.214522 , 0.044329 ,    Not run , 0.042768 ,       Not run ,        Not run
Apps_FIR                  , 0.970002 ,   0.934540 , 0.944379 , 0.009393 ,    Not run , 0.008937 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.014406 ,   0.013775 , 0.013868 , 0.030673 ,    Not run , 0.039995 ,       Not run ,        Not run
Apps_LTIMES               , 0.876223 ,   0.876072 , 0.879469 , 0.016282 ,   0.015356 , 0.017547 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.877260 ,   0.879332 , 0.878763 , 0.016446 ,   0.015335 , 0.017648 ,       Not run ,        Not run
Apps_PRESSURE             , 1.337856 ,   1.335463 , 1.338533 , 0.054879 ,    Not run , 0.053862 ,       Not run ,        Not run
Apps_VOL3D                , 1.160233 ,   1.181917 , 1.197911 , 0.009290 ,    Not run , 0.007724 ,       Not run ,        Not run
Basic_DAXPY               , 0.191839 ,   0.192197 , 0.192095 , 0.019553 ,   0.017332 , 0.018660 ,      0.053141 ,        Not run
Basic_IF_QUAD             , 1.735984 ,   1.715306 , 1.724537 , 0.013843 ,   0.012461 , 0.013424 ,      0.026216 ,        Not run
Basic_INIT3               , 0.766787 ,   0.767745 , 0.769481 , 0.032730 ,   0.029766 , 0.031812 ,      0.063013 ,        Not run
Basic_INIT_VIEW1D         , 1.500701 ,   1.498601 , 1.408253 , 0.039315 ,   0.033818 , 0.038324 ,      0.238712 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.501022 ,   1.501094 , 1.409588 , 0.027747 ,   0.026159 , 0.037423 ,      0.240026 ,        Not run
Basic_MULADDSUB           , 0.534590 ,   0.536000 , 0.536165 , 0.025207 ,   0.022851 , 0.023663 ,      0.045240 ,        Not run
Basic_NESTED_INIT         , 0.603500 ,   0.603266 , 0.607823 , 0.015971 ,   0.015730 , 0.015839 ,      0.104199 ,        Not run
Basic_PI_ATOMIC           , 0.075007 ,   0.074899 , 0.164670 , 902.480253 , 865.528023 , 901.302291 ,   1132.090494 ,        Not run
Basic_REDUCE3_INT         , 0.012645 ,   0.012557 , 0.011917 , 0.024570 ,    Not run , 0.009377 ,      0.010808 ,        Not run
Basic_TRAP_INT            , 0.205971 ,   0.205994 , 0.206024 , 0.094664 ,    Not run , 0.003852 ,      0.009104 ,        Not run
Lcals_DIFF_PREDICT        , 0.840307 ,   0.837470 , 0.845515 , 0.040446 ,    Not run , 0.038450 ,      0.073248 ,        Not run
Lcals_EOS                 , 0.672114 ,   0.665045 , 0.667442 , 0.025563 ,    Not run , 0.022981 ,      0.063404 ,        Not run
Lcals_FIRST_DIFF          , 0.776543 ,   0.774073 , 0.776037 , 0.051818 ,    Not run , 0.050563 ,      0.194095 ,        Not run
Lcals_FIRST_MIN           , 0.048104 ,   0.048843 , 0.048151 , 0.009839 ,    Not run , 0.012496 ,      0.019266 ,        Not run
Lcals_FIRST_SUM           , 0.764956 ,   0.764715 , 0.766006 , 0.052432 ,    Not run , 0.050936 ,      0.194672 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.848059 ,   0.843289 , 0.846926 , 0.062431 ,    Not run , 0.058565 ,      0.131011 ,        Not run
Lcals_HYDRO_1D            , 0.824081 ,   0.829061 , 0.824322 , 0.040653 ,    Not run , 0.039122 ,      0.108863 ,        Not run
Lcals_HYDRO_2D            , 0.812871 ,   0.814126 , 0.817539 , 0.021294 ,    Not run , 0.021111 ,      0.050197 ,        Not run
Lcals_INT_PREDICT         , 1.217131 ,   1.225190 , 1.315867 , 0.050017 ,    Not run , 0.046797 ,      0.089440 ,        Not run
Lcals_PLANCKIAN           , 0.752083 ,   0.751340 , 0.744363 , 0.004038 ,    Not run , 0.003190 ,      0.008629 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.166027 ,   1.166622 , 1.162286 , 0.050683 ,    Not run , 0.050894 ,      0.119254 ,        Not run
Stream_ADD                , 0.760877 ,   0.758264 , 0.757928 , 0.035588 ,   0.033849 , 0.035972 ,      0.110586 ,        Not run
Stream_COPY               , 0.622798 ,   0.624750 , 0.623235 , 0.048176 ,   0.045571 , 0.048323 ,      0.174790 ,        Not run
Stream_DOT                , 1.840614 ,   1.837092 , 1.850225 , 3.739886 ,    Not run , 0.133971 ,      0.333832 ,        Not run
Stream_MUL                , 0.622453 ,   0.626488 , 0.622275 , 0.046945 ,   0.044329 , 0.048350 ,      0.176735 ,        Not run
Stream_TRIAD              , 0.799462 ,   0.776320 , 0.798294 , 0.036151 ,   0.032321 , 0.035737 ,      0.112762 ,        Not run
