Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.798934 ,   0.813094 , 0.813015 , 0.007605 ,   0.006225 , 0.031955 ,       Not run ,        Not run
Apps_ENERGY               , 1.118378 ,   1.194373 , 1.198072 , 0.044278 ,    Not run , 0.042381 ,       Not run ,        Not run
Apps_FIR                  , 0.951060 ,   0.934236 , 0.939236 , 0.009195 ,    Not run , 0.009001 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.017277 ,   0.014676 , 0.014004 , 0.042851 ,    Not run , 0.039792 ,       Not run ,        Not run
Apps_LTIMES               , 0.871776 ,   0.873051 , 0.877080 , 0.016939 ,   0.015336 , 0.017548 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.871888 ,   0.876658 , 0.877975 , 0.016364 ,   0.015320 , 0.017622 ,       Not run ,        Not run
Apps_PRESSURE             , 1.353103 ,   1.355697 , 1.349943 , 0.055604 ,    Not run , 0.054004 ,       Not run ,        Not run
Apps_VOL3D                , 1.158003 ,   1.159596 , 1.173823 , 0.009070 ,    Not run , 0.007763 ,       Not run ,        Not run
Basic_DAXPY               , 0.178613 ,   0.178915 , 0.178593 , 0.017882 ,   0.017596 , 0.017412 ,      0.037094 ,        Not run
Basic_IF_QUAD             , 1.708118 ,   1.715124 , 1.688147 , 0.013781 ,   0.012506 , 0.012627 ,      0.020987 ,        Not run
Basic_INIT3               , 0.751880 ,   0.745703 , 0.764708 , 0.032253 ,   0.030304 , 0.032187 ,      0.050818 ,        Not run
Basic_INIT_VIEW1D         , 1.125003 ,   1.124900 , 1.408819 , 0.038611 ,   0.032763 , 0.039267 ,      0.139792 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.501637 ,   1.501365 , 1.411159 , 0.034377 ,   0.031271 , 0.037438 ,      0.150508 ,        Not run
Basic_MULADDSUB           , 0.532146 ,   0.532459 , 0.539796 , 0.024713 ,   0.022916 , 0.023165 ,      0.034952 ,        Not run
Basic_NESTED_INIT         , 0.604099 ,   0.604013 , 0.607125 , 0.016117 ,   0.015583 , 0.016040 ,      0.072966 ,        Not run
Basic_PI_ATOMIC           , 0.074849 ,   0.074829 , 0.164560 , 679.242982 , 670.134188 , 697.253946 ,   1097.260248 ,        Not run
Basic_REDUCE3_INT         , 0.012534 ,   0.012544 , 0.011710 , 0.024482 ,    Not run , 0.009291 ,      0.008166 ,        Not run
Basic_TRAP_INT            , 0.206104 ,   0.205963 , 0.205869 , 0.095232 ,    Not run , 0.004040 ,      0.007123 ,        Not run
Lcals_DIFF_PREDICT        , 0.759918 ,   0.760455 , 0.755482 , 0.040004 ,    Not run , 0.038489 ,      0.064949 ,        Not run
Lcals_EOS                 , 0.666510 ,   0.667675 , 0.664208 , 0.023049 ,    Not run , 0.023568 ,      0.042217 ,        Not run
Lcals_FIRST_DIFF          , 0.732189 ,   0.732326 , 0.733515 , 0.050950 ,    Not run , 0.050416 ,      0.110598 ,        Not run
Lcals_FIRST_MIN           , 0.049382 ,   0.048105 , 0.048792 , 0.007414 ,    Not run , 0.012170 ,      0.013214 ,        Not run
Lcals_FIRST_SUM           , 0.774422 ,   0.773351 , 0.774572 , 0.050860 ,    Not run , 0.050870 ,      0.117978 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.850497 ,   0.845230 , 0.846443 , 0.061907 ,    Not run , 0.059367 ,      0.101614 ,        Not run
Lcals_HYDRO_1D            , 0.818063 ,   0.817958 , 0.823013 , 0.041460 ,    Not run , 0.039629 ,      0.078929 ,        Not run
Lcals_HYDRO_2D            , 0.812096 ,   0.899289 , 0.825259 , 0.021270 ,    Not run , 0.021141 ,      0.040271 ,        Not run
Lcals_INT_PREDICT         , 1.227554 ,   1.238851 , 1.281553 , 0.049201 ,    Not run , 0.045957 ,      0.084871 ,        Not run
Lcals_PLANCKIAN           , 0.755105 ,   0.754307 , 0.746843 , 0.004179 ,    Not run , 0.003217 ,      0.006801 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.555368 ,   1.505859 , 1.511185 , 0.049614 ,    Not run , 0.049673 ,      0.086841 ,        Not run
Stream_ADD                , 1.040773 ,   1.041429 , 1.038693 , 0.034127 ,   0.032190 , 0.035518 ,      0.080494 ,        Not run
Stream_COPY               , 1.039790 ,   1.000398 , 1.010969 , 0.046319 ,   0.040479 , 0.045277 ,      0.116736 ,        Not run
Stream_DOT                , 2.051277 ,   2.033325 , 2.001618 , 3.725544 ,    Not run , 0.130852 ,      0.234931 ,        Not run
Stream_MUL                , 0.623012 ,   0.627892 , 0.622857 , 0.042421 ,   0.040063 , 0.047197 ,      0.115457 ,        Not run
Stream_TRIAD              , 0.794608 ,   0.774266 , 0.792314 , 0.034308 ,   0.031485 , 0.035305 ,      0.078228 ,        Not run
