FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_HIP      ,         , RAJA_HIP        ,        
Apps_DEL_DOT_VEC_2D       , 0.0065          ,         , 0.013           ,         , -0.18           ,         , 3.2             ,OVER_TOL
Apps_ENERGY               , 0.081           ,         , 0.088           ,         , 0               ,         , -0.029          ,        
Apps_FIR                  , -0.033          ,         , -0.035          ,         , 0               ,         , 0.0057          ,        
Apps_HALOEXCHANGE         , -0.21           ,         , -0.31           ,         , 0               ,         , -0.08           ,        
Apps_LTIMES               , -4.5e-05        ,         , 0.0024          ,         , -0.07           ,         , 0.063           ,        
Apps_LTIMES_NOVIEW        , 0.0094          ,         , 0.01            ,         , -0.062          ,         , 0.081           ,        
Apps_PRESSURE             , 0.0075          ,         , 0.0073          ,         , 0               ,         , 0.0017          ,        
Apps_VOL3D                , 0.0017          ,         , 0.0058          ,         , 0               ,         , -0.17           ,        
Basic_DAXPY               , 0.0024          ,         , 0.0031          ,         , 0.0014          ,         , 0.035           ,        
Basic_IF_QUAD             , 0.0021          ,         , 0.0064          ,         , -0.062          ,         , -0.021          ,        
Basic_INIT3               , -0.0019         ,         , -0.02           ,         , -0.037          ,         , -0.037          ,        
Basic_INIT_VIEW1D         , 0.0057          ,         , -0.052          ,         , -0.16           ,         , -0.035          ,        
Basic_INIT_VIEW1D_OFFSET  , -0.0076         ,         , -0.069          ,         , -0.063          ,         , 0.084           ,        
Basic_MULADDSUB           , 0.0056          ,         , -0.0045         ,         , -0.049          ,         , -0.045          ,        
Basic_NESTED_INIT         , -0.001          ,         , 0.0054          ,         , -0.03           ,         , -0.0096         ,        
Basic_PI_ATOMIC           , -0.0047         ,         , 1.2             ,OVER_TOL , -0.0092         ,         , 0.1             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0011          ,         , -0.076          ,         , 0               ,         , -0.39           ,        
Basic_TRAP_INT            , -0.0056         ,         , -0.008          ,         , 0               ,         , -0.96           ,        
Lcals_DIFF_PREDICT        , -0.0044         ,         , -0.016          ,         , 0               ,         , -0.058          ,        
Lcals_EOS                 , -0.00066        ,         , 0.0002          ,         , 0               ,         , -0.093          ,        
Lcals_FIRST_DIFF          , -0.00085        ,         , 0.0014          ,         , 0               ,         , -0.11           ,        
Lcals_FIRST_MIN           , -0.009          ,         , 0.0081          ,         , 0               ,         , 0.048           ,        
Lcals_FIRST_SUM           , -0.0089         ,         , -0.0076         ,         , 0               ,         , -0.061          ,        
Lcals_GEN_LIN_RECUR       , 0.00093         ,         , -0.0092         ,         , 0               ,         , -0.12           ,        
Lcals_HYDRO_1D            , -0.0012         ,         , -0.00083        ,         , 0               ,         , -0.23           ,        
Lcals_HYDRO_2D            , -0.001          ,         , -0.0062         ,         , 0               ,         , -0.0098         ,        
Lcals_INT_PREDICT         , -0.012          ,         , 0.073           ,         , 0               ,         , -0.097          ,        
Lcals_PLANCKIAN           , -0.0019         ,         , -0.012          ,         , 0               ,         , -0.3            ,        
Lcals_TRIDIAG_ELIM        , -0.00059        ,         , -0.0017         ,         , 0               ,         , -0.049          ,        
Stream_ADD                , -0.00018        ,         , 0.0022          ,         , -0.033          ,         , -0.035          ,        
Stream_COPY               , -0.0011         ,         , -0.0034         ,         , -0.095          ,         , -0.085          ,        
Stream_DOT                , -0.0089         ,         , -0.0009         ,         , 0               ,         , -0.97           ,        
Stream_MUL                , 0.0011          ,         , -0.0026         ,         , -0.085          ,         , -0.099          ,        
Stream_TRIAD              , -0.022          ,         , -0.003          ,         , -0.085          ,         , -0.11           ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.21           ,         , -0.31           ,         , -0.18           ,         , -0.97           ,        
Col Max                   , 0.081           ,         , 1.2             ,         , 0.0014          ,         , 3.2             ,        
Col Avg                   , -0.0064         ,         , 0.023           ,         , -0.068          ,         , -0.016          ,        
Col Std Dev               , 0.0016          ,         , 0.045           ,         , 0.0023          ,         , 0.37            ,        
