Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      0.992 ,    0.990 ,  107.002 ,    128.499 ,   25.138 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      0.934 ,    0.925 ,   25.390 ,    Not run ,   26.607 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.040 ,    1.035 ,  112.835 ,    Not run ,  111.892 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.940 ,    0.930 ,    0.456 ,    Not run ,    0.349 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      1.000 ,    0.998 ,   53.899 ,     57.419 ,   50.213 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      0.997 ,    0.998 ,   53.711 ,     57.388 ,   49.887 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.002 ,    1.003 ,   24.945 ,    Not run ,   25.126 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.002 ,    0.997 ,  126.052 ,    Not run ,  150.743 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      0.999 ,    1.000 ,   10.428 ,     10.493 ,    9.897 ,         3.627 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.004 ,    1.004 ,  130.698 ,    137.636 ,  141.464 ,        68.412 ,        Not run
Basic_INIT3               ,    1.000 ,      0.999 ,    0.987 ,   23.405 ,     24.657 ,   23.964 ,        11.935 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      0.993 ,    1.058 ,   38.877 ,     46.811 ,   40.464 ,         6.545 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      0.999 ,    1.065 ,   45.448 ,     47.189 ,   40.742 ,         6.558 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.004 ,    1.010 ,   21.759 ,     24.052 ,   22.311 ,        11.195 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.999 ,    0.994 ,   38.171 ,     39.063 ,   38.584 ,         5.532 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      0.999 ,    0.453 ,    0.000 ,      0.000 ,    0.000 ,         0.000 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      0.999 ,    1.082 ,    0.470 ,    Not run ,    1.328 ,         1.052 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.001 ,    2.155 ,    Not run ,   50.427 ,        19.003 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.005 ,    1.010 ,   18.931 ,    Not run ,   19.752 ,        10.287 ,        Not run
Lcals_EOS                 ,    1.000 ,      1.006 ,    1.014 ,   27.186 ,    Not run ,   28.766 ,        10.336 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      1.003 ,    1.001 ,   14.181 ,    Not run ,   14.297 ,         3.713 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.024 ,    1.004 ,    4.839 ,    Not run ,    4.091 ,         2.106 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      1.005 ,    1.004 ,   15.286 ,    Not run ,   15.829 ,         3.983 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      0.997 ,    0.999 ,   13.407 ,    Not run ,   14.304 ,         6.336 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.002 ,    0.999 ,   19.880 ,    Not run ,   20.681 ,         7.330 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.001 ,    1.005 ,   37.735 ,    Not run ,   38.708 ,        15.956 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      0.990 ,    0.931 ,   24.395 ,    Not run ,   25.638 ,        13.198 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.002 ,    1.013 ,  188.510 ,    Not run ,  243.763 ,        83.571 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      0.999 ,    1.000 ,   22.402 ,    Not run ,   22.341 ,         9.197 ,        Not run
Stream_ADD                ,    1.000 ,      0.998 ,    0.998 ,   22.512 ,     22.873 ,   21.833 ,         6.808 ,        Not run
Stream_COPY               ,    1.000 ,      1.004 ,    1.002 ,   12.582 ,     13.728 ,   12.561 ,         3.380 ,        Not run
Stream_DOT                ,    1.000 ,      1.002 ,    1.000 ,    0.494 ,    Not run ,   13.857 ,         4.787 ,        Not run
Stream_MUL                ,    1.000 ,      1.000 ,    0.998 ,   12.615 ,     13.530 ,   12.880 ,         3.214 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.000 ,    1.001 ,   21.531 ,     23.255 ,   21.822 ,         6.578 ,        Not run
