FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_HIP      ,         , RAJA_HIP        ,        
Algorithm_SORT            , 0               ,         , 0.057           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.2             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0071         ,         , -0.011          ,         , -0.2            ,         , 3.1             ,OVER_TOL
Apps_ENERGY               , 0.057           ,         , 0.05            ,         , 0               ,         , -0.027          ,        
Apps_FIR                  , -0.0054         ,         , -0.025          ,         , 0               ,         , -0.031          ,        
Apps_HALOEXCHANGE         , -0.0079         ,         , -0.0002         ,         , 0               ,         , -0.016          ,        
Apps_LTIMES               , 0.012           ,         , 0.015           ,         , -0.072          ,         , 0.062           ,        
Apps_LTIMES_NOVIEW        , 0.0011          ,         , -0.02           ,         , -0.061          ,         , 0.08            ,        
Apps_PRESSURE             , -0.0025         ,         , 0.0019          ,         , 0               ,         , 0.0031          ,        
Apps_VOL3D                , 0.0031          ,         , -0.018          ,         , 0               ,         , -0.17           ,        
Basic_DAXPY               , -0.0015         ,         , -0.0025         ,         , -0.025          ,         , 0.038           ,        
Basic_IF_QUAD             , -0.02           ,         , -0.01           ,         , -0.12           ,         , -0.11           ,        
Basic_INIT3               , -0.0095         ,         , -0.0081         ,         , -0.049          ,         , -0.02           ,        
Basic_INIT_VIEW1D         , 0.34            ,OVER_TOL , 0.28            ,OVER_TOL , -0.14           ,         , -0.013          ,        
Basic_INIT_VIEW1D_OFFSET  , -0.0017         ,         , 0.5             ,OVER_TOL , -0.025          ,         , 0.18            ,OVER_TOL
Basic_MULADDSUB           , -0.012          ,         , -0.0092         ,         , -0.063          ,         , -0.059          ,        
Basic_NESTED_INIT         , 0.093           ,         , -0.0004         ,         , -0.027          ,         , -0.03           ,        
Basic_PI_ATOMIC           , 0.00089         ,         , 1.2             ,OVER_TOL , -0.013          ,         , 0.045           ,        
Basic_REDUCE3_INT         , 0.0014          ,         , -0.073          ,         , 0               ,         , -0.19           ,        
Basic_TRAP_INT            , -5.4e-05        ,         , 0.00017         ,         , 0               ,         , -0.96           ,        
Lcals_DIFF_PREDICT        , 0.00093         ,         , 0.0054          ,         , 0               ,         , -0.046          ,        
Lcals_EOS                 , -0.14           ,         , -0.13           ,         , 0               ,         , -0.0056         ,        
Lcals_FIRST_DIFF          , 0.0017          ,         , -0.0003         ,         , 0               ,         , 0.036           ,        
Lcals_FIRST_MIN           , -0.028          ,         , -0.028          ,         , 0               ,         , -0.025          ,        
Lcals_FIRST_SUM           , 0.003           ,         , 0.0012          ,         , 0               ,         , 0.061           ,        
Lcals_GEN_LIN_RECUR       , 0.0021          ,         , 0.0032          ,         , 0               ,         , -0.039          ,        
Lcals_HYDRO_1D            , 0.002           ,         , 0.0017          ,         , 0               ,         , 0.2             ,OVER_TOL
Lcals_HYDRO_2D            , -0.00071        ,         , 0.095           ,         , 0               ,         , -0.023          ,        
Lcals_INT_PREDICT         , 0.0014          ,         , 0.06            ,         , 0               ,         , -0.044          ,        
Lcals_PLANCKIAN           , 2.6e-05         ,         , -0.0095         ,         , 0               ,         , -0.28           ,        
Lcals_TRIDIAG_ELIM        , 0.12            ,OVER_TOL , -0.059          ,         , 0               ,         , 0.053           ,        
Stream_ADD                , 0.00038         ,         , -0.0021         ,         , -0.0069         ,         , 0.039           ,        
Stream_COPY               , 0.0052          ,         , 0.00075         ,         , 0.0015          ,         , 0.015           ,        
Stream_DOT                , -0.0055         ,         , -0.0018         ,         , 0               ,         , -0.97           ,        
Stream_MUL                , 0.01            ,         , 0.00059         ,         , 0.042           ,         , 0.054           ,        
Stream_TRIAD              , -0.051          ,         , 0.0017          ,         , -0.12           ,         , 0.029           ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.14           ,         , -0.13           ,         , -0.2            ,         , -0.97           ,        
Col Max                   , 0.34            ,         , 1.2             ,         , 0.042           ,         , inf             ,        
Col Avg                   , 0.011           ,         , 0.058           ,         , -0.058          ,         , inf             ,        
Col Std Dev               , 0.0048          ,         , 0.05            ,         , 0.0038          ,         , -nan            ,        
