Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.820735 ,   0.820567 , 0.813525 , 0.007581 ,   0.006232 , 0.031934 ,       Not run ,        Not run
Apps_ENERGY               , 1.120051 ,   1.194503 , 1.209914 , 0.043668 ,    Not run , 0.042693 ,       Not run ,        Not run
Apps_FIR                  , 0.983795 ,   0.943180 , 0.948434 , 0.008969 ,    Not run , 0.008549 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.019331 ,   0.018469 , 0.018914 , 0.047287 ,    Not run , 0.040126 ,       Not run ,        Not run
Apps_LTIMES               , 0.879949 ,   0.878030 , 0.880039 , 0.016455 ,   0.015307 , 0.017494 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.878565 ,   0.880399 , 0.880529 , 0.016324 ,   0.015308 , 0.017619 ,       Not run ,        Not run
Apps_PRESSURE             , 1.348734 ,   1.343645 , 1.358485 , 0.054820 ,    Not run , 0.055027 ,       Not run ,        Not run
Apps_VOL3D                , 1.187832 ,   1.187534 , 1.195051 , 0.009334 ,    Not run , 0.007778 ,       Not run ,        Not run
Basic_DAXPY               , 0.194454 ,   0.194668 , 0.194963 , 0.017605 ,   0.017525 , 0.017629 ,      0.053705 ,        Not run
Basic_IF_QUAD             , 1.742081 ,   1.730142 , 1.738511 , 0.013540 ,   0.013108 , 0.012610 ,      0.026642 ,        Not run
Basic_INIT3               , 0.773884 ,   0.771885 , 0.766201 , 0.032045 ,   0.030794 , 0.031243 ,      0.066623 ,        Not run
Basic_INIT_VIEW1D         , 1.530425 ,   1.532581 , 1.440865 , 0.039157 ,   0.033540 , 0.038436 ,      0.234614 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.523150 ,   1.537814 , 1.445305 , 0.034574 ,   0.033349 , 0.038410 ,      0.233181 ,        Not run
Basic_MULADDSUB           , 0.538951 ,   0.537212 , 0.536415 , 0.023783 ,   0.022784 , 0.023022 ,      0.047670 ,        Not run
Basic_NESTED_INIT         , 0.617786 ,   0.617370 , 0.621080 , 0.016206 ,   0.015663 , 0.016054 ,      0.111529 ,        Not run
Basic_PI_ATOMIC           , 0.076562 ,   0.076456 , 0.168410 , 704.378560 , 689.502103 , 767.324112 ,   1127.540991 ,        Not run
Basic_REDUCE3_INT         , 0.012619 ,   0.012599 , 0.011627 , 0.020157 ,    Not run , 0.011042 ,      0.010776 ,        Not run
Basic_TRAP_INT            , 0.208465 ,   0.208607 , 0.208639 , 0.094635 ,    Not run , 0.003590 ,      0.009978 ,        Not run
Lcals_DIFF_PREDICT        , 0.758836 ,   0.757460 , 0.756851 , 0.040091 ,    Not run , 0.038223 ,      0.055875 ,        Not run
Lcals_EOS                 , 0.660421 ,   0.671129 , 0.666481 , 0.024171 ,    Not run , 0.024349 ,      0.058063 ,        Not run
Lcals_FIRST_DIFF          , 0.756091 ,   0.755037 , 0.756446 , 0.051661 ,    Not run , 0.050928 ,      0.175774 ,        Not run
Lcals_FIRST_MIN           , 0.048608 ,   0.048100 , 0.048688 , 0.007485 ,    Not run , 0.011613 ,      0.020214 ,        Not run
Lcals_FIRST_SUM           , 0.806371 ,   0.803556 , 0.803344 , 0.051744 ,    Not run , 0.050975 ,      0.175356 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.841787 ,   0.845977 , 0.849001 , 0.061446 ,    Not run , 0.058111 ,      0.121260 ,        Not run
Lcals_HYDRO_1D            , 0.818439 ,   0.822878 , 0.818696 , 0.039350 ,    Not run , 0.039217 ,      0.099685 ,        Not run
Lcals_HYDRO_2D            , 0.815666 ,   0.816182 , 0.819060 , 0.021396 ,    Not run , 0.021009 ,      0.046862 ,        Not run
Lcals_INT_PREDICT         , 1.216850 ,   1.217545 , 1.301037 , 0.049101 ,    Not run , 0.046263 ,      0.085218 ,        Not run
Lcals_PLANCKIAN           , 0.758549 ,   0.759054 , 0.751219 , 0.003949 ,    Not run , 0.003094 ,      0.007565 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.103420 ,   1.127439 , 1.104933 , 0.049930 ,    Not run , 0.049029 ,      0.108016 ,        Not run
Stream_ADD                , 0.761339 ,   0.759729 , 0.762462 , 0.034953 ,   0.034234 , 0.036690 ,      0.100874 ,        Not run
Stream_COPY               , 0.638989 ,   0.641999 , 0.637812 , 0.046752 ,   0.043718 , 0.046041 ,      0.158755 ,        Not run
Stream_DOT                , 1.868073 ,   1.856306 , 1.864239 , 3.719385 ,    Not run , 0.124245 ,      0.376741 ,        Not run
Stream_MUL                , 0.636177 ,   0.640882 , 0.635479 , 0.044308 ,   0.040609 , 0.046565 ,      0.177065 ,        Not run
Stream_TRIAD              , 0.767737 ,   0.784792 , 0.769270 , 0.034073 ,   0.031660 , 0.034837 ,      0.113768 ,        Not run
