FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_HIP      ,         , RAJA_HIP        ,        
Algorithm_SORT            , 0               ,         , 0.033           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.2             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0029         ,         , -0.019          ,         , -0.18           ,         , 3.2             ,OVER_TOL
Apps_ENERGY               , 0.064           ,         , 0.054           ,         , 0               ,         , -0.0067         ,        
Apps_FIR                  , -0.0011         ,         , -0.026          ,         , 0               ,         , 0.0028          ,        
Apps_HALOEXCHANGE         , -0.00023        ,         , 0.00026         ,         , 0               ,         , -0.047          ,        
Apps_LTIMES               , 0.0002          ,         , 0.0027          ,         , -0.057          ,         , 0.077           ,        
Apps_LTIMES_NOVIEW        , -0.0012         ,         , -0.002          ,         , -0.058          ,         , 0.085           ,        
Apps_PRESSURE             , -0.0025         ,         , -0.0045         ,         , 0               ,         , 0.005           ,        
Apps_VOL3D                , 0.0018          ,         , -0.017          ,         , 0               ,         , -0.14           ,        
Basic_DAXPY               , 0.00068         ,         , 0.0019          ,         , -0.062          ,         , 0.039           ,        
Basic_IF_QUAD             , -0.0047         ,         , 0.0011          ,         , -0.12           ,         , -0.059          ,        
Basic_INIT3               , -0.0026         ,         , 0.0068          ,         , -0.086          ,         , -0.039          ,        
Basic_INIT_VIEW1D         , -0.25           ,         , -0.062          ,         , -0.14           ,         , 0.027           ,        
Basic_INIT_VIEW1D_OFFSET  , 0.0022          ,         , 0.5             ,OVER_TOL , -0.067          ,         , 0.14            ,OVER_TOL
Basic_MULADDSUB           , 0.0041          ,         , -0.0049         ,         , -0.071          ,         , -0.039          ,        
Basic_NESTED_INIT         , 0.00096         ,         , 0.0012          ,         , -0.065          ,         , -0.044          ,        
Basic_PI_ATOMIC           , -0.00016        ,         , 1.2             ,OVER_TOL , -0.052          ,         , 0.056           ,        
Basic_REDUCE3_INT         , 0.00074         ,         , -0.069          ,         , 0               ,         , -0.044          ,        
Basic_TRAP_INT            , -0.002          ,         , -0.0015         ,         , 0               ,         , -0.96           ,        
Lcals_DIFF_PREDICT        , 0.004           ,         , 0.0078          ,         , 0               ,         , -0.047          ,        
Lcals_EOS                 , -0.0025         ,         , 0.0031          ,         , 0               ,         , -0.035          ,        
Lcals_FIRST_DIFF          , 0.0011          ,         , 0.0011          ,         , 0               ,         , 0.0037          ,        
Lcals_FIRST_MIN           , 0.0065          ,         , -0.0024         ,         , 0               ,         , -0.28           ,        
Lcals_FIRST_SUM           , 0.0012          ,         , -0.00071        ,         , 0               ,         , 0.053           ,        
Lcals_GEN_LIN_RECUR       , -3.4e-05        ,         , -0.0079         ,         , 0               ,         , -0.05           ,        
Lcals_HYDRO_1D            , 2.6e-05         ,         , -0.00061        ,         , 0               ,         , 0.11            ,OVER_TOL
Lcals_HYDRO_2D            , 0.0011          ,         , -0.00055        ,         , 0               ,         , -0.0087         ,        
Lcals_INT_PREDICT         , -0.0054         ,         , 0.1             ,OVER_TOL , 0               ,         , -0.034          ,        
Lcals_PLANCKIAN           , 7.9e-05         ,         , -0.01           ,         , 0               ,         , -0.25           ,        
Lcals_TRIDIAG_ELIM        , 0.024           ,         , 0.00082         ,         , 0               ,         , 0.0058          ,        
Stream_ADD                , -0.0088         ,         , -0.0028         ,         , -0.02           ,         , 0.06            ,        
Stream_COPY               , 0.0001          ,         , 0.00068         ,         , -0.094          ,         , 0.066           ,        
Stream_DOT                , 0.0049          ,         , 0.0051          ,         , 0               ,         , -0.97           ,        
Stream_MUL                , 0.00053         ,         , -0.00022        ,         , -0.034          ,         , 0.038           ,        
Stream_TRIAD              , 0.0058          ,         , -0.0019         ,         , -0.093          ,         , 0.021           ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.25           ,         , -0.069          ,         , -0.18           ,         , -0.97           ,        
Col Max                   , 0.064           ,         , 1.2             ,         , -0.02           ,         , inf             ,        
Col Avg                   , -0.0047         ,         , 0.053           ,         , -0.08           ,         , inf             ,        
Col Std Dev               , 0.002           ,         , 0.046           ,         , 0.0016          ,         , -nan            ,        
