Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_HIP , Lambda_HIP , RAJA_HIP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 0.807217 ,   0.816727 , 0.813124 , 0.007605 ,   0.006225 , 0.032064 ,       Not run ,        Not run
Apps_ENERGY               , 1.123243 ,   1.200905 , 1.208552 , 0.043977 ,    Not run , 0.042389 ,       Not run ,        Not run
Apps_FIR                  , 0.958794 ,   0.943456 , 0.945274 , 0.008854 ,    Not run , 0.009447 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.014536 ,   0.014102 , 0.015650 , 0.047366 ,    Not run , 0.040137 ,       Not run ,        Not run
Apps_LTIMES               , 0.880279 ,   0.878048 , 0.880990 , 0.016931 ,   0.015338 , 0.017528 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.879416 ,   0.880204 , 0.881020 , 0.016285 ,   0.015293 , 0.017634 ,       Not run ,        Not run
Apps_PRESSURE             , 1.363636 ,   1.373432 , 1.369176 , 0.054259 ,    Not run , 0.054437 ,       Not run ,        Not run
Apps_VOL3D                , 1.170064 ,   1.169685 , 1.222393 , 0.009126 ,    Not run , 0.007727 ,       Not run ,        Not run
Basic_DAXPY               , 0.193280 ,   0.193428 , 0.193250 , 0.017765 ,   0.017331 , 0.018254 ,      0.040131 ,        Not run
Basic_IF_QUAD             , 1.699700 ,   1.704459 , 1.696785 , 0.014719 ,   0.013062 , 0.012913 ,      0.021985 ,        Not run
Basic_INIT3               , 0.766251 ,   0.766954 , 0.809610 , 0.032738 ,   0.030187 , 0.031435 ,      0.053866 ,        Not run
Basic_INIT_VIEW1D         , 1.125778 ,   1.125630 , 1.409355 , 0.031426 ,   0.026144 , 0.037020 ,      0.142293 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.499422 ,   1.500228 , 1.408961 , 0.027205 ,   0.025987 , 0.036851 ,      0.141832 ,        Not run
Basic_MULADDSUB           , 0.526648 ,   0.523195 , 0.529340 , 0.024286 ,   0.021496 , 0.022481 ,      0.039044 ,        Not run
Basic_NESTED_INIT         , 0.604401 ,   0.604183 , 0.607815 , 0.016251 ,   0.015582 , 0.015891 ,      0.079683 ,        Not run
Basic_PI_ATOMIC           , 0.074984 ,   0.074941 , 0.164809 , 819.148379 , 942.307252 , 906.553730 ,   1152.250885 ,        Not run
Basic_REDUCE3_INT         , 0.012714 ,   0.012712 , 0.011743 , 0.022062 ,    Not run , 0.010991 ,      0.007814 ,        Not run
Basic_TRAP_INT            , 0.207578 ,   0.207475 , 0.207656 , 0.095170 ,    Not run , 0.003922 ,      0.006960 ,        Not run
Lcals_DIFF_PREDICT        , 0.839950 ,   0.838759 , 0.852093 , 0.040364 ,    Not run , 0.037997 ,      0.049922 ,        Not run
Lcals_EOS                 , 0.660723 ,   0.663667 , 0.660338 , 0.025137 ,    Not run , 0.022812 ,      0.043233 ,        Not run
Lcals_FIRST_DIFF          , 0.778321 ,   0.778615 , 0.779321 , 0.051541 ,    Not run , 0.047821 ,      0.113841 ,        Not run
Lcals_FIRST_MIN           , 0.048986 ,   0.048107 , 0.048453 , 0.007641 ,    Not run , 0.012022 ,      0.015179 ,        Not run
Lcals_FIRST_SUM           , 0.819427 ,   0.818144 , 0.819360 , 0.051222 ,    Not run , 0.049502 ,      0.113929 ,        Not run
Lcals_GEN_LIN_RECUR       , 0.846120 ,   0.846685 , 0.847100 , 0.061595 ,    Not run , 0.054412 ,      0.087208 ,        Not run
Lcals_HYDRO_1D            , 0.803236 ,   0.804855 , 0.808995 , 0.039787 ,    Not run , 0.031870 ,      0.069147 ,        Not run
Lcals_HYDRO_2D            , 0.813569 ,   0.815267 , 0.816545 , 0.021371 ,    Not run , 0.020985 ,      0.037805 ,        Not run
Lcals_INT_PREDICT         , 1.203827 ,   1.207604 , 1.311634 , 0.049754 ,    Not run , 0.047672 ,      0.084936 ,        Not run
Lcals_PLANCKIAN           , 0.756471 ,   0.756286 , 0.748666 , 0.003914 ,    Not run , 0.003240 ,      0.006617 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.780853 ,   1.761846 , 1.780564 , 0.050798 ,    Not run , 0.047055 ,      0.086385 ,        Not run
Stream_ADD                , 1.321603 ,   1.370593 , 1.318202 , 0.035859 ,   0.033177 , 0.033092 ,      0.080994 ,        Not run
Stream_COPY               , 0.916169 ,   0.914759 , 0.906055 , 0.046430 ,   0.042706 , 0.044618 ,      0.117987 ,        Not run
Stream_DOT                , 2.038212 ,   2.001375 , 1.996649 , 3.746604 ,    Not run , 0.126929 ,      0.247596 ,        Not run
Stream_MUL                , 0.729513 ,   0.698612 , 0.689127 , 0.046238 ,   0.043389 , 0.044300 ,      0.124199 ,        Not run
Stream_TRIAD              , 1.221467 ,   1.267352 , 0.961075 , 0.036436 ,   0.032614 , 0.032991 ,      0.072210 ,        Not run
