FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , 0.00029         ,         , 1.5             ,OVER_TOL , 0.00014         ,         , 0.025           ,         , 0               ,        
Basic_DAXPY               , 0.00025         ,         , -0.0027         ,         , -0.078          ,         , -0.087          ,         , 0               ,        
Basic_IF_QUAD             , 0.0038          ,         , 0.0078          ,         , 0.072           ,         , 0.084           ,         , 0               ,        
Basic_INIT3               , -0.00032        ,         , 0.0013          ,         , -0.0072         ,         , 0.005           ,         , 0               ,        
Basic_INIT_VIEW1D         , 6.6e-06         ,         , 0.00018         ,         , 0.00051         ,         , -0.00073        ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -1.8e-05        ,         , 1.1             ,OVER_TOL , 0.00045         ,         , 0.0016          ,         , 0               ,        
Basic_MULADDSUB           , -1.3e-05        ,         , 0.00073         ,         , -0.01           ,         , 0.0012          ,         , 0               ,        
Basic_NESTED_INIT         , 8.8e-05         ,         , 0.0026          ,         , 0.00041         ,         , -0.00036        ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00033        ,         , 8.6             ,OVER_TOL , 0               ,         , 0.1             ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -2.8e-05        ,         , -1.1e-05        ,         , 0               ,         , -0.42           ,         , 0               ,        
Stream_ADD                , -0.00079        ,         , 0.00083         ,         , 0.0024          ,         , 0.0015          ,         , 0               ,        
Stream_COPY               , 0.00075         ,         , -0.3            ,         , -0.00062        ,         , 0.00028         ,         , 0               ,        
Stream_DOT                , -0.00033        ,         , 3.6e-05         ,         , 0               ,         , -0.22           ,         , 0               ,        
Stream_MUL                , 0.016           ,         , 0.018           ,         , 0.0027          ,         , 0.003           ,         , 0               ,        
Stream_TRIAD              , 0.00081         ,         , 0.0019          ,         , -0.0071         ,         , -0.00074        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.00079        ,         , -0.3            ,         , -0.078          ,         , -0.42           ,         , 1.8e+308        ,        
Col Max                   , 0.016           ,         , 8.6             ,         , 0.072           ,         , 0.1             ,         , -1.8e+308       ,        
Col Avg                   , 0.0013          ,         , 0.73            ,         , -0.002          ,         , -0.033          ,         , 0               ,        
Col Std Dev               , 1.5e-05         ,         , 4.6             ,         , 0.00095         ,         , 0.015           ,         , 0               ,        
