Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.281498 ,   1.281298 , 1.279647 ,  0.006807 ,    0.006758 ,  0.006787 ,       Not run ,        Not run
Apps_ENERGY               , 1.339613 ,   1.339887 , 1.340281 ,  0.037824 ,     Not run ,  0.037750 ,       Not run ,        Not run
Apps_FIR                  , 1.539435 ,   1.539436 , 1.421137 ,  0.004154 ,     Not run ,  0.004376 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.033258 ,   0.032305 , 0.035696 ,  0.037061 ,     Not run ,  0.036658 ,       Not run ,        Not run
Apps_LTIMES               , 1.709749 ,   1.712016 , 1.815702 ,  0.015437 ,    0.019871 ,  0.020311 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 1.708913 ,   1.709675 , 1.815183 ,  0.015434 ,    0.019868 ,  0.020273 ,       Not run ,        Not run
Apps_PRESSURE             , 1.576576 ,   1.577135 , 1.579181 ,  0.046706 ,     Not run ,  0.046807 ,       Not run ,        Not run
Apps_VOL3D                , 1.636387 ,   1.636548 , 1.649459 ,  0.006090 ,     Not run ,  0.005339 ,       Not run ,        Not run
Basic_DAXPY               , 0.289790 ,   0.294582 , 0.295554 ,  0.016303 ,    0.016301 ,  0.016314 ,      0.040645 ,        Not run
Basic_IF_QUAD             , 1.889344 ,   1.882222 , 1.892758 ,  0.011652 ,    0.013719 ,  0.013746 ,      0.021798 ,        Not run
Basic_INIT3               , 0.559005 ,   0.558986 , 0.559135 ,  0.026560 ,    0.027041 ,  0.026564 ,      0.052688 ,        Not run
Basic_INIT_VIEW1D         , 1.850270 ,   1.850289 , 1.850405 ,  0.029831 ,    0.029832 ,  0.029970 ,      0.183191 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719443 ,   1.719433 , 3.612282 ,  0.029493 ,    0.029577 ,  0.029726 ,      0.182304 ,        Not run
Basic_MULADDSUB           , 0.416174 ,   0.415260 , 0.415231 ,  0.018904 ,    0.022359 ,  0.022368 ,      0.036680 ,        Not run
Basic_NESTED_INIT         , 0.968992 ,   1.022424 , 0.975716 ,  0.019927 ,    0.020135 ,  0.020064 ,      0.079260 ,        Not run
Basic_PI_ATOMIC           , 0.119421 ,   0.119427 , 0.300867 ,  0.106203 ,    0.105151 ,  0.105209 ,      0.124081 ,        Not run
Basic_REDUCE3_INT         , 0.019011 ,   0.019009 , 0.186232 ,  0.005034 ,     Not run ,  0.008232 ,      0.003764 ,        Not run
Basic_TRAP_INT            , 0.271714 ,   0.271695 , 0.271680 ,  0.002359 ,     Not run ,  0.001529 ,      0.003570 ,        Not run
Lcals_DIFF_PREDICT        , 0.810543 ,   0.810710 , 0.710042 ,  0.051225 ,     Not run ,  0.051524 ,      0.077213 ,        Not run
Lcals_EOS                 , 0.983207 ,   0.984704 , 0.984593 ,  0.021823 ,     Not run ,  0.021785 ,      0.046881 ,        Not run
Lcals_FIRST_DIFF          , 1.104770 ,   1.118359 , 1.119452 ,  0.046350 ,     Not run ,  0.046351 ,      0.148137 ,        Not run
Lcals_FIRST_MIN           , 0.075921 ,   0.076639 , 0.095124 ,  0.006219 ,     Not run ,  0.003547 ,      0.009583 ,        Not run
Lcals_FIRST_SUM           , 1.103573 ,   1.116691 , 1.117441 ,  0.046340 ,     Not run ,  0.048689 ,      0.147924 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.257872 ,   1.257750 , 1.257481 ,  0.051481 ,     Not run ,  0.046257 ,      0.096463 ,        Not run
Lcals_HYDRO_1D            , 0.862485 ,   0.863153 , 0.863296 ,  0.032490 ,     Not run ,  0.032565 ,      0.081112 ,        Not run
Lcals_HYDRO_2D            , 1.405502 ,   1.404297 , 1.417052 ,  0.022284 ,     Not run ,  0.024426 ,      0.038491 ,        Not run
Lcals_INT_PREDICT         , 1.170062 ,   1.169116 , 1.169682 ,  0.044989 ,     Not run ,  0.045048 ,      0.064168 ,        Not run
Lcals_PLANCKIAN           , 1.341662 ,   1.341699 , 1.341664 ,  0.002645 ,     Not run ,  0.002623 ,      0.005207 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.942765 ,   0.942800 , 0.942951 ,  0.043437 ,     Not run ,  0.043657 ,      0.093514 ,        Not run
Stream_ADD                , 0.645961 ,   0.646425 , 0.647102 ,  0.032419 ,    0.032475 ,  0.032471 ,      0.081867 ,        Not run
Stream_COPY               , 1.207360 ,   1.212243 , 0.967215 ,  0.041913 ,    0.041949 ,  0.041949 ,      0.136355 ,        Not run
Stream_DOT                , 3.292412 ,   3.291626 , 3.324761 ,  0.102593 ,     Not run ,  0.081126 ,      0.181994 ,        Not run
Stream_MUL                , 0.964149 ,   0.971211 , 0.971935 ,  0.041373 ,    0.041443 ,  0.041476 ,      0.132822 ,        Not run
Stream_TRIAD              , 0.643579 ,   0.644077 , 0.644783 ,  0.032559 ,    0.032460 ,  0.032556 ,      0.081485 ,        Not run
