FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.00085        ,         , 1.5             ,OVER_TOL , -0.0024         ,         , 0.026           ,         , 0               ,        
Basic_DAXPY               , 0.0035          ,         , -0.0057         ,         , -0.006          ,         , 0.0034          ,         , 0               ,        
Basic_IF_QUAD             , 0.007           ,         , 0.0061          ,         , 0.079           ,         , 0.072           ,         , 0               ,        
Basic_INIT3               , -0.00038        ,         , 0.0014          ,         , 1.4e-05         ,         , 0.0014          ,         , 0               ,        
Basic_INIT_VIEW1D         , -3.1e-06        ,         , 0.00065         ,         , 0.0006          ,         , 0.0019          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -2e-05          ,         , 1.1             ,OVER_TOL , 0.0041          ,         , 0.0049          ,         , 0               ,        
Basic_MULADDSUB           , -0.0001         ,         , 0.00084         ,         , 0.078           ,         , 0.087           ,         , 0               ,        
Basic_NESTED_INIT         , -6.9e-06        ,         , 0.0026          ,         , 0.0009          ,         , 0.00084         ,         , 0               ,        
Basic_REDUCE3_INT         , 4e-05           ,         , 8.6             ,OVER_TOL , 0               ,         , 0.1             ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -9e-05          ,         , -9.3e-05        ,         , 0               ,         , -0.41           ,         , 0               ,        
Stream_ADD                , 0.0099          ,         , 0.0093          ,         , -0.0003         ,         , 0.00081         ,         , 0               ,        
Stream_COPY               , 0.0031          ,         , -0.2            ,         , -0.00047        ,         , -5.7e-05        ,         , 0               ,        
Stream_DOT                , -0.00035        ,         , 0.00061         ,         , 0               ,         , -0.2            ,         , 0               ,        
Stream_MUL                , 0.0073          ,         , 0.0079          ,         , 0.0012          ,         , 0.0029          ,         , 0               ,        
Stream_TRIAD              , 0.0014          ,         , 0.0011          ,         , 0.00015         ,         , -0.00017        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.00085        ,         , -0.2            ,         , -0.006          ,         , -0.41           ,         , 1.8e+308        ,        
Col Max                   , 0.0099          ,         , 8.6             ,         , 0.079           ,         , 0.1             ,         , -1.8e+308       ,        
Col Avg                   , 0.002           ,         , 0.73            ,         , 0.013           ,         , -0.02           ,         , 0               ,        
Col Std Dev               , 1.1e-05         ,         , 4.6             ,         , 0.00086         ,         , 0.015           ,         , 0               ,        
