FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , 0.0012          ,         , -0.0087         ,         , -0.0042         ,         , -0.0035         ,        
Apps_ENERGY               , -0.0026         ,         , -0.00066        ,         , 0               ,         , 0.0021          ,        
Apps_FIR                  , 0.00065         ,         , -0.078          ,         , 0               ,         , 0.049           ,        
Apps_HALOEXCHANGE         , 0.032           ,         , 0.078           ,         , 0               ,         , -0.0074         ,        
Apps_LTIMES               , 0.0018          ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00084         ,         , 0.064           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.00086        ,         , -0.001          ,         , 0               ,         , 0.015           ,        
Apps_VOL3D                , 0.00017         ,         , 0.0092          ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , 0.022           ,         , 0.03            ,         , -0.00056        ,         , 0.00056         ,        
Basic_IF_QUAD             , -0.0091         ,         , 0.0019          ,         , 0.16            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , -0.00015        ,         , 0.0001          ,         , -0.0036         ,         , 0.00033         ,        
Basic_INIT_VIEW1D         , -0.00061        ,         , -0.00051        ,         , -0.0016         ,         , 0.0049          ,        
Basic_INIT_VIEW1D_OFFSET  , -3.4e-06        ,         , 1.1             ,OVER_TOL , 0.0032          ,         , 0.0081          ,        
Basic_MULADDSUB           , -0.0016         ,         , -0.0015         ,         , 0.19            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_NESTED_INIT         , 0.055           ,         , 0.0072          ,         , 0.0099          ,         , 0.0088          ,        
Basic_PI_ATOMIC           , -0.00045        ,         , 1.5             ,OVER_TOL , -0.00025        ,         , 0.00022         ,        
Basic_REDUCE3_INT         , -0.00016        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.77            ,OVER_TOL
Basic_TRAP_INT            , -3e-05          ,         , -5.5e-05        ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , 0.0059          ,         , -0.12           ,         , 0               ,         , -0.0021         ,        
Lcals_EOS                 , 0.0014          ,         , 0.0014          ,         , 0               ,         , 0.00034         ,        
Lcals_FIRST_DIFF          , 0.016           ,         , 0.018           ,         , 0               ,         , -4.2e-05        ,        
Lcals_FIRST_MIN           , -0.029          ,         , 0.25            ,OVER_TOL , 0               ,         , -0.42           ,        
Lcals_FIRST_SUM           , 0.011           ,         , 0.014           ,         , 0               ,         , 0.049           ,        
Lcals_GEN_LIN_RECUR       , -0.00013        ,         , -1.4e-06        ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0012          ,         , 0.0012          ,         , 0               ,         , 0.0011          ,        
Lcals_HYDRO_2D            , -0.00031        ,         , 0.0079          ,         , 0               ,         , 0.085           ,        
Lcals_INT_PREDICT         , 0.0014          ,         , 0.0033          ,         , 0               ,         , -0.0023         ,        
Lcals_PLANCKIAN           , 0.00038         ,         , 0.00037         ,         , 0               ,         , -0.013          ,        
Lcals_TRIDIAG_ELIM        , -0.0027         ,         , -0.0026         ,         , 0               ,         , 0.008           ,        
Stream_ADD                , 0.00094         ,         , 0.0034          ,         , 0.0021          ,         , 0.0022          ,        
Stream_COPY               , 0.0026          ,         , -0.34           ,         , 0.00029         ,         , 0.002           ,        
Stream_DOT                , -0.00024        ,         , 0.01            ,         , 0               ,         , -0.2            ,        
Stream_MUL                , 0.0086          ,         , 0.0085          ,         , 0.002           ,         , 0.003           ,        
Stream_TRIAD              , 3.3e-05         ,         , 0.00047         ,         , -0.0025         ,         , 0.0007          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.029          ,         , -0.34           ,         , -0.0042         ,         , -0.42           ,        
Col Max                   , 0.055           ,         , 8.8             ,         , 0.29            ,         , 0.77            ,        
Col Avg                   , 0.0034          ,         , 0.34            ,         , 0.062           ,         , 0.022           ,        
Col Std Dev               , 0.00017         ,         , 2.3             ,         , 0.011           ,         , 0.036           ,        
