FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00016        ,         , -0.0012         ,         , 0.0034          ,         , -0.004          ,        
Apps_ENERGY               , 0.0034          ,         , 0.0003          ,         , 0               ,         , -0.00052        ,        
Apps_FIR                  , -0.00051        ,         , -0.078          ,         , 0               ,         , 0.051           ,        
Apps_HALOEXCHANGE         , -0.03           ,         , 0.097           ,         , 0               ,         , -0.016          ,        
Apps_LTIMES               , 0.0016          ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00079         ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.00092        ,         , -0.00096        ,         , 0               ,         , 0.006           ,        
Apps_VOL3D                , 0.00014         ,         , 0.009           ,         , 0               ,         , -0.13           ,        
Basic_DAXPY               , 0.011           ,         , 0.013           ,         , 0.0018          ,         , 0.0019          ,        
Basic_IF_QUAD             , -0.0087         ,         , 0.0023          ,         , 0.15            ,OVER_TOL , 0.15            ,OVER_TOL
Basic_INIT3               , -0.0002         ,         , 0.0003          ,         , -0.0007         ,         , -0.0001         ,        
Basic_INIT_VIEW1D         , -2e-05          ,         , 9.5e-05         ,         , 0.00019         ,         , 0.005           ,        
Basic_INIT_VIEW1D_OFFSET  , -2.9e-05        ,         , 1.1             ,OVER_TOL , 0.0038          ,         , 0.0082          ,        
Basic_MULADDSUB           , 0.0023          ,         , -0.0016         ,         , 0.17            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_NESTED_INIT         , 0.056           ,         , 0.0082          ,         , 0.0065          ,         , 0.0076          ,        
Basic_PI_ATOMIC           , 0.00023         ,         , 1.5             ,OVER_TOL , -0.0003         ,         , 0.00012         ,        
Basic_REDUCE3_INT         , -0.00051        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.82            ,OVER_TOL
Basic_TRAP_INT            , -1.2e-05        ,         , 1.9e-06         ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , 0.0018          ,         , -0.12           ,         , 0               ,         , 0.013           ,        
Lcals_EOS                 , 0.00045         ,         , 0.00033         ,         , 0               ,         , 0.00075         ,        
Lcals_FIRST_DIFF          , 0.007           ,         , 0.0088          ,         , 0               ,         , 0.0001          ,        
Lcals_FIRST_MIN           , -0.02           ,         , 0.24            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.0037          ,         , 0.0033          ,         , 0               ,         , 0.051           ,        
Lcals_GEN_LIN_RECUR       , -8.6e-05        ,         , -0.00018        ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0011          ,         , 0.0013          ,         , 0               ,         , -0.00074        ,        
Lcals_HYDRO_2D            , -0.00098        ,         , 0.0072          ,         , 0               ,         , 0.092           ,        
Lcals_INT_PREDICT         , 9.1e-05         ,         , 0.00054         ,         , 0               ,         , -0.0026         ,        
Lcals_PLANCKIAN           , -0.00099        ,         , -0.001          ,         , 0               ,         , -0.0018         ,        
Lcals_TRIDIAG_ELIM        , -0.0014         ,         , -0.0023         ,         , 0               ,         , 0.0049          ,        
Stream_ADD                , 0.0017          ,         , 0.0011          ,         , 0.0024          ,         , 0.0016          ,        
Stream_COPY               , 0.00081         ,         , -0.29           ,         , 2.7e-05         ,         , 0.00017         ,        
Stream_DOT                , 2.6e-05         ,         , 0.0096          ,         , 0               ,         , -0.19           ,        
Stream_MUL                , 0.011           ,         , 0.014           ,         , 0.0018          ,         , 0.0034          ,        
Stream_TRIAD              , -0.00029        ,         , 0.0033          ,         , 8.1e-05         ,         , 0.00028         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.03           ,         , -0.29           ,         , -0.0007         ,         , -0.43           ,        
Col Max                   , 0.056           ,         , 8.8             ,         , 0.29            ,         , 0.82            ,        
Col Avg                   , 0.0011          ,         , 0.34            ,         , 0.061           ,         , 0.024           ,        
Col Std Dev               , 0.00014         ,         , 2.3             ,         , 0.011           ,         , 0.038           ,        
