FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.0016         ,         , -0.0047         ,         , -0.011          ,         , -0.0026         ,        
Apps_ENERGY               , -9.3e-05        ,         , 0.0011          ,         , 0               ,         , -0.00059        ,        
Apps_FIR                  , -1.2e-05        ,         , -0.079          ,         , 0               ,         , 0.042           ,        
Apps_HALOEXCHANGE         , -0.015          ,         , 0.069           ,         , 0               ,         , -0.0064         ,        
Apps_LTIMES               , 0.00085         ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.0011          ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.00019         ,         , 0.0001          ,         , 0               ,         , 0.00056         ,        
Apps_VOL3D                , 3.2e-05         ,         , 0.0079          ,         , 0               ,         , -0.14           ,        
Basic_DAXPY               , 0.019           ,         , 0.025           ,         , 0.00043         ,         , 0.00032         ,        
Basic_IF_QUAD             , -0.0043         ,         , 0.0061          ,         , 0.18            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_INIT3               , -0.00012        ,         , 0.00012         ,         , -0.00041        ,         , 0.00011         ,        
Basic_INIT_VIEW1D         , 1.4e-05         ,         , 0.00059         ,         , -0.0004         ,         , 0.0048          ,        
Basic_INIT_VIEW1D_OFFSET  , 8.8e-06         ,         , 1.1             ,OVER_TOL , 0.0025          ,         , 0.0073          ,        
Basic_MULADDSUB           , -0.0023         ,         , -0.0023         ,         , 0.21            ,OVER_TOL , 0.22            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0083          ,         , 0.0067          ,         , 0.01            ,        
Basic_PI_ATOMIC           , -0.00023        ,         , 1.5             ,OVER_TOL , -0.00036        ,         , 0.00027         ,        
Basic_REDUCE3_INT         , 1.4e-05         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.67            ,OVER_TOL
Basic_TRAP_INT            , -9.3e-05        ,         , -0.00012        ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , -0.0002         ,         , -0.13           ,         , 0               ,         , 0.00097         ,        
Lcals_EOS                 , 0.0015          ,         , 0.0013          ,         , 0               ,         , 0.0041          ,        
Lcals_FIRST_DIFF          , 0.016           ,         , 0.016           ,         , 0               ,         , 0.00054         ,        
Lcals_FIRST_MIN           , -0.00025        ,         , 0.25            ,OVER_TOL , 0               ,         , -0.46           ,        
Lcals_FIRST_SUM           , 0.0068          ,         , 0.0088          ,         , 0               ,         , 0.051           ,        
Lcals_GEN_LIN_RECUR       , -0.0001         ,         , -0.0018         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0011          ,         , 0.001           ,         , 0               ,         , 7.2e-05         ,        
Lcals_HYDRO_2D            , -0.0012         ,         , 0.0076          ,         , 0               ,         , 0.088           ,        
Lcals_INT_PREDICT         , -0.0018         ,         , 0.0016          ,         , 0               ,         , -0.0018         ,        
Lcals_PLANCKIAN           , 0.00026         ,         , -0.00014        ,         , 0               ,         , -0.01           ,        
Lcals_TRIDIAG_ELIM        , -0.0022         ,         , -0.0018         ,         , 0               ,         , 0.0054          ,        
Stream_ADD                , 0.00067         ,         , 0.0011          ,         , 0.00065         ,         , 0.00081         ,        
Stream_COPY               , 0.0033          ,         , -0.21           ,         , 0.00015         ,         , 0.00069         ,        
Stream_DOT                , -0.00016        ,         , 0.0081          ,         , 0               ,         , -0.24           ,        
Stream_MUL                , 0.015           ,         , 0.016           ,         , 0.0017          ,         , 0.0021          ,        
Stream_TRIAD              , -0.00073        ,         , 5.9e-05         ,         , -0.00041        ,         , -2.3e-05        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.015          ,         , -0.21           ,         , -0.011          ,         , -0.46           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.29            ,         , 0.67            ,        
Col Avg                   , 0.0027          ,         , 0.34            ,         , 0.064           ,         , 0.018           ,        
Col Std Dev               , 0.00012         ,         , 2.3             ,         , 0.012           ,         , 0.034           ,        
