Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.909797 ,    Not run , 2.021145 ,   Not run ,     Not run ,  0.021233 ,      0.086029 ,        Not run
Algorithm_SORTPAIRS       , 2.092164 ,    Not run , 2.168553 ,   Not run ,     Not run ,  0.023095 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.283375 ,   1.282937 , 1.281034 ,  0.006860 ,    0.006951 ,  0.006846 ,      0.066135 ,        Not run
Apps_ENERGY               , 1.349517 ,   1.350404 , 1.349115 ,  0.037791 ,     Not run ,  0.037861 ,      0.126744 ,        Not run
Apps_FIR                  , 1.539593 ,   1.539489 , 1.421492 ,  0.004154 ,     Not run ,  0.004349 ,      0.022718 ,        Not run
Apps_HALOEXCHANGE         , 0.042750 ,   0.041488 , 0.043969 ,  0.039908 ,     Not run ,  0.039449 ,      1.095164 ,        Not run
Apps_LTIMES               , 1.707717 ,   1.707165 , 1.826148 ,  0.013593 ,    0.015908 ,  0.016419 ,      0.026258 ,        Not run
Apps_LTIMES_NOVIEW        , 1.707692 ,   1.707797 , 1.803602 ,  0.013571 ,    0.015895 ,  0.016421 ,       Not run ,        Not run
Apps_PRESSURE             , 1.582593 ,   1.583429 , 1.582179 ,  0.046898 ,     Not run ,  0.047132 ,      0.203797 ,        Not run
Apps_VOL3D                , 1.635568 ,   1.635937 , 1.648416 ,  0.006169 ,     Not run ,  0.005388 ,      0.018450 ,        Not run
Basic_DAXPY               , 0.288756 ,   0.295136 , 0.296927 ,  0.016315 ,    0.016331 ,  0.016340 ,      0.069929 ,        Not run
Basic_IF_QUAD             , 1.859030 ,   1.892151 , 1.879225 ,  0.012041 ,    0.014504 ,  0.014042 ,      0.032373 ,        Not run
Basic_INIT3               , 0.577372 ,   0.577470 , 0.577420 ,  0.027186 ,    0.027032 ,  0.027160 ,      0.080601 ,        Not run
Basic_INIT_VIEW1D         , 1.850359 ,   1.850443 , 1.850381 ,  0.029906 ,    0.029905 ,  0.030037 ,      0.349422 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719578 ,   1.719548 , 3.610721 ,  0.030431 ,    0.030536 ,  0.030697 ,      0.348844 ,        Not run
Basic_MULADDSUB           , 0.423628 ,   0.422538 , 0.422576 ,  0.018937 ,    0.022339 ,  0.022120 ,      0.056813 ,        Not run
Basic_NESTED_INIT         , 1.022664 ,   1.022652 , 0.969341 ,  0.011839 ,    0.011889 ,  0.013472 ,      0.139853 ,        Not run
Basic_PI_ATOMIC           , 0.119416 ,   0.119457 , 0.300973 ,  0.115806 ,    0.114168 ,  0.105741 ,      0.160508 ,        Not run
Basic_REDUCE3_INT         , 0.019008 ,   0.019004 , 0.181359 ,  0.002126 ,     Not run ,  0.002596 ,      0.010330 ,        Not run
Basic_TRAP_INT            , 0.271715 ,   0.271676 , 0.271710 ,  0.002342 ,     Not run ,  0.001490 ,      0.010127 ,        Not run
Lcals_DIFF_PREDICT        , 0.811107 ,   0.810794 , 0.711507 ,  0.051417 ,     Not run ,  0.051376 ,      0.080929 ,        Not run
Lcals_EOS                 , 0.983687 ,   0.984844 , 0.984596 ,  0.021835 ,     Not run ,  0.021852 ,      0.075033 ,        Not run
Lcals_FIRST_DIFF          , 1.102663 ,   1.123474 , 1.126224 ,  0.047036 ,     Not run ,  0.047070 ,      0.280410 ,        Not run
Lcals_FIRST_MIN           , 0.075973 ,   0.075900 , 0.097059 ,  0.006267 ,     Not run ,  0.003498 ,      0.022628 ,        Not run
Lcals_FIRST_SUM           , 1.109463 ,   1.124540 , 1.124788 ,  0.047014 ,     Not run ,  0.049579 ,      0.280783 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.263129 ,   1.263198 , 1.262859 ,  0.051585 ,     Not run ,  0.046343 ,      0.151508 ,        Not run
Lcals_HYDRO_1D            , 0.863338 ,   0.862516 , 0.862517 ,  0.032653 ,     Not run ,  0.032677 ,      0.140906 ,        Not run
Lcals_HYDRO_2D            , 1.422632 ,   1.425506 , 1.422390 ,  0.022105 ,     Not run ,  0.022944 ,      0.055348 ,        Not run
Lcals_INT_PREDICT         , 1.185707 ,   1.185915 , 1.185520 ,  0.045163 ,     Not run ,  0.045173 ,      0.087046 ,        Not run
Lcals_PLANCKIAN           , 1.350682 ,   1.350381 , 1.350667 ,  0.002654 ,     Not run ,  0.002644 ,      0.008072 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.960948 ,   0.960938 , 0.960985 ,  0.043347 ,     Not run ,  0.043505 ,      0.149636 ,        Not run
Stream_ADD                , 0.704464 ,   0.705893 , 0.707946 ,  0.032432 ,    0.032477 ,  0.032501 ,      0.140666 ,        Not run
Stream_COPY               , 1.208280 ,   1.213956 , 0.969218 ,  0.042107 ,    0.042124 ,  0.042146 ,      0.252038 ,        Not run
Stream_DOT                , 3.293212 ,   3.292301 , 3.342252 ,  0.100883 ,     Not run ,  0.080538 ,      0.439411 ,        Not run
Stream_MUL                , 0.943768 ,   0.949182 , 0.951259 ,  0.042113 ,    0.042194 ,  0.042229 ,      0.252419 ,        Not run
Stream_TRIAD              , 0.640053 ,   0.645244 , 0.646109 ,  0.032478 ,    0.032488 ,  0.032486 ,      0.140759 ,        Not run
