Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.908257 ,    Not run , 2.037459 ,   Not run ,     Not run ,  0.022408 ,      0.071116 ,        Not run
Algorithm_SORTPAIRS       , 2.039602 ,    Not run , 2.176419 ,   Not run ,     Not run ,  0.023030 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.282370 ,   1.281740 , 1.277093 ,  0.006905 ,    0.006727 ,  0.006886 ,      0.058695 ,        Not run
Apps_ENERGY               , 1.339709 ,   1.340587 , 1.342819 ,  0.037838 ,     Not run ,  0.037755 ,      0.082513 ,        Not run
Apps_FIR                  , 1.539415 ,   1.539415 , 1.420321 ,  0.004142 ,     Not run ,  0.004322 ,      0.013193 ,        Not run
Apps_HALOEXCHANGE         , 0.038511 ,   0.037944 , 0.041076 ,  0.032940 ,     Not run ,  0.032605 ,      0.414281 ,        Not run
Apps_LTIMES               , 1.708609 ,   1.708864 , 1.815242 ,  0.015426 ,    0.019867 ,  0.020302 ,      0.023335 ,        Not run
Apps_LTIMES_NOVIEW        , 1.711238 ,   1.707132 , 1.812847 ,  0.015428 ,    0.019865 ,  0.020267 ,       Not run ,        Not run
Apps_PRESSURE             , 1.572484 ,   1.573045 , 1.573109 ,  0.046780 ,     Not run ,  0.047206 ,      0.118121 ,        Not run
Apps_VOL3D                , 1.635287 ,   1.635791 , 1.648390 ,  0.006507 ,     Not run ,  0.005354 ,      0.014257 ,        Not run
Basic_DAXPY               , 0.284280 ,   0.294877 , 0.297331 ,  0.016384 ,    0.016407 ,  0.016410 ,      0.040966 ,        Not run
Basic_IF_QUAD             , 1.888519 ,   1.879590 , 1.893840 ,  0.012036 ,    0.014085 ,  0.014010 ,      0.022205 ,        Not run
Basic_INIT3               , 0.560135 ,   0.560158 , 0.560190 ,  0.026744 ,    0.026708 ,  0.026716 ,      0.052336 ,        Not run
Basic_INIT_VIEW1D         , 1.850157 ,   1.850164 , 1.850435 ,  0.030362 ,    0.030345 ,  0.030386 ,      0.183792 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719441 ,   1.720593 , 3.612135 ,  0.029794 ,    0.029882 ,  0.029973 ,      0.182036 ,        Not run
Basic_MULADDSUB           , 0.417035 ,   0.416046 , 0.416173 ,  0.018622 ,    0.022181 ,  0.022115 ,      0.036804 ,        Not run
Basic_NESTED_INIT         , 0.967834 ,   1.022504 , 0.976473 ,  0.017290 ,    0.017431 ,  0.017371 ,      0.075440 ,        Not run
Basic_PI_ATOMIC           , 0.119467 ,   0.119516 , 0.300879 ,  0.105113 ,    0.105089 ,  0.105153 ,      0.124271 ,        Not run
Basic_REDUCE3_INT         , 0.019005 ,   0.019005 , 0.186441 ,  0.004805 ,     Not run ,  0.007372 ,      0.003830 ,        Not run
Basic_TRAP_INT            , 0.271716 ,   0.271728 , 0.271806 ,  0.002285 ,     Not run ,  0.001489 ,      0.003609 ,        Not run
Lcals_DIFF_PREDICT        , 0.809400 ,   0.809339 , 0.709142 ,  0.051944 ,     Not run ,  0.052035 ,      0.070482 ,        Not run
Lcals_EOS                 , 0.983310 ,   0.984689 , 0.984529 ,  0.021727 ,     Not run ,  0.021825 ,      0.046683 ,        Not run
Lcals_FIRST_DIFF          , 1.130680 ,   1.153019 , 1.159284 ,  0.046582 ,     Not run ,  0.046587 ,      0.147351 ,        Not run
Lcals_FIRST_MIN           , 0.075851 ,   0.081075 , 0.098059 ,  0.006223 ,     Not run ,  0.003473 ,      0.009660 ,        Not run
Lcals_FIRST_SUM           , 1.139531 ,   1.160194 , 1.164554 ,  0.047273 ,     Not run ,  0.049675 ,      0.151614 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.250076 ,   1.250360 , 1.250477 ,  0.051532 ,     Not run ,  0.045968 ,      0.096505 ,        Not run
Lcals_HYDRO_1D            , 0.861435 ,   0.860804 , 0.861129 ,  0.032562 ,     Not run ,  0.032537 ,      0.081903 ,        Not run
Lcals_HYDRO_2D            , 1.397788 ,   1.396900 , 1.408135 ,  0.022251 ,     Not run ,  0.023827 ,      0.039486 ,        Not run
Lcals_INT_PREDICT         , 1.185773 ,   1.171912 , 1.169546 ,  0.045108 ,     Not run ,  0.045090 ,      0.064324 ,        Not run
Lcals_PLANCKIAN           , 1.345818 ,   1.345702 , 1.346619 ,  0.002677 ,     Not run ,  0.002647 ,      0.005231 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.939177 ,   0.937774 , 0.936866 ,  0.043260 ,     Not run ,  0.043589 ,      0.093396 ,        Not run
Stream_ADD                , 0.639445 ,   0.639311 , 0.639170 ,  0.032712 ,    0.032744 ,  0.032752 ,      0.081576 ,        Not run
Stream_COPY               , 1.201055 ,   1.201020 , 0.840493 ,  0.042033 ,    0.042054 ,  0.042024 ,      0.132938 ,        Not run
Stream_DOT                , 3.292484 ,   3.291149 , 3.327063 ,  0.102081 ,     Not run ,  0.078595 ,      0.181171 ,        Not run
Stream_MUL                , 0.948030 ,   0.962083 , 0.963401 ,  0.042046 ,    0.042162 ,  0.042116 ,      0.132244 ,        Not run
Stream_TRIAD              , 0.637022 ,   0.636846 , 0.637141 ,  0.032490 ,    0.032491 ,  0.032469 ,      0.081654 ,        Not run
