Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.271900 ,   1.271876 , 1.269741 ,  0.008364 ,    0.008106 ,  0.008557 ,             Not run ,       Not run ,        Not run
Apps_ENERGY               , 1.350370 ,   1.347618 , 1.265012 ,  0.040699 ,     Not run ,  0.040969 ,             Not run ,       Not run ,        Not run
Apps_FIR                  , 1.539106 ,   1.538167 , 1.413374 ,  0.007511 ,     Not run ,  0.008455 ,             Not run ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.031965 ,   0.042188 , 0.042733 ,  0.036714 ,     Not run ,  0.036580 ,            0.003603 ,       Not run ,        Not run
Apps_LTIMES               , 1.749160 ,   1.750290 , 1.859525 ,  0.013265 ,    0.017033 ,  0.017416 ,             Not run ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 1.750498 ,   1.749640 , 1.860018 ,  0.013274 ,    0.017031 ,  0.017383 ,             Not run ,       Not run ,        Not run
Apps_PRESSURE             , 1.703577 ,   1.579729 , 1.571757 ,  0.063838 ,     Not run ,  0.063922 ,             Not run ,       Not run ,        Not run
Apps_VOL3D                , 1.281625 ,   1.281526 , 1.288326 ,  0.006309 ,     Not run ,  0.005415 ,             Not run ,       Not run ,        Not run
Basic_ATOMIC_PI           , 0.071696 ,   0.071686 , 0.180474 ,  0.390202 ,    0.389921 ,  0.400040 ,             Not run ,      4.115786 ,        Not run
Basic_DAXPY               , 0.261084 ,   0.261026 , 0.259535 ,  0.022882 ,    0.022811 ,  0.022899 ,             Not run ,      0.264613 ,        Not run
Basic_IF_QUAD             , 1.882446 ,   1.889715 , 1.887676 ,  0.010061 ,    0.010913 ,  0.010872 ,             Not run ,      0.100863 ,        Not run
Basic_INIT3               , 0.398372 ,   0.399228 , 0.399825 ,  0.022716 ,    0.022609 ,  0.022871 ,             Not run ,      0.276527 ,        Not run
Basic_INIT_VIEW1D         , 1.850067 ,   1.850043 , 1.850538 ,  0.032126 ,    0.032153 ,  0.032169 ,             Not run ,      0.310609 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719301 ,   1.719350 , 3.610913 ,  0.029531 ,    0.029808 ,  0.030549 ,             Not run ,      0.303881 ,        Not run
