Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.909051 ,    Not run , 2.022714 ,   Not run ,     Not run ,  0.021256 ,      0.087091 ,        Not run
Algorithm_SORTPAIRS       , 2.042561 ,    Not run , 2.167862 ,   Not run ,     Not run ,  0.023150 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.282869 ,   1.282000 , 1.279906 ,  0.006806 ,    0.006721 ,  0.006763 ,      0.065991 ,        Not run
Apps_ENERGY               , 1.352416 ,   1.352618 , 1.352319 ,  0.037743 ,     Not run ,  0.037694 ,      0.126739 ,        Not run
Apps_FIR                  , 1.539208 ,   1.539224 , 1.418946 ,  0.004158 ,     Not run ,  0.004348 ,      0.022634 ,        Not run
Apps_HALOEXCHANGE         , 0.024716 ,   0.025422 , 0.027574 ,  0.034767 ,     Not run ,  0.034500 ,      1.093896 ,        Not run
Apps_LTIMES               , 1.707581 ,   1.707154 , 1.826289 ,  0.013573 ,    0.015959 ,  0.016429 ,      0.026219 ,        Not run
Apps_LTIMES_NOVIEW        , 1.707771 ,   1.707542 , 1.803242 ,  0.013574 ,    0.015901 ,  0.016344 ,       Not run ,        Not run
Apps_PRESSURE             , 1.582340 ,   1.584215 , 1.585181 ,  0.046917 ,     Not run ,  0.047108 ,      0.203940 ,        Not run
Apps_VOL3D                , 1.636066 ,   1.635866 , 1.648476 ,  0.006437 ,     Not run ,  0.005381 ,      0.018596 ,        Not run
Basic_DAXPY               , 0.287201 ,   0.291099 , 0.291827 ,  0.016415 ,    0.016437 ,  0.016432 ,      0.069837 ,        Not run
Basic_IF_QUAD             , 1.858113 ,   1.892919 , 1.878245 ,  0.012148 ,    0.014087 ,  0.014530 ,      0.032246 ,        Not run
Basic_INIT3               , 0.577440 ,   0.577424 , 0.577550 ,  0.027043 ,    0.027150 ,  0.027029 ,      0.080538 ,        Not run
Basic_INIT_VIEW1D         , 1.850040 ,   1.850030 , 1.850096 ,  0.030445 ,    0.030428 ,  0.030352 ,      0.348763 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719274 ,   1.719124 , 3.610265 ,  0.030113 ,    0.030222 ,  0.030296 ,      0.350018 ,        Not run
Basic_MULADDSUB           , 0.423860 ,   0.413755 , 0.413920 ,  0.018972 ,    0.021972 ,  0.022207 ,      0.056396 ,        Not run
Basic_NESTED_INIT         , 1.022505 ,   1.022476 , 0.968934 ,  0.011763 ,    0.011818 ,  0.013107 ,      0.139159 ,        Not run
Basic_PI_ATOMIC           , 0.119422 ,   0.119452 , 0.300884 ,  0.110015 ,    0.105100 ,  0.105165 ,      0.160083 ,        Not run
Basic_REDUCE3_INT         , 0.019013 ,   0.019012 , 0.181530 ,  0.002090 ,     Not run ,  0.002575 ,      0.010269 ,        Not run
Basic_TRAP_INT            , 0.271701 ,   0.271705 , 0.271735 ,  0.002306 ,     Not run ,  0.001496 ,      0.010109 ,        Not run
Lcals_DIFF_PREDICT        , 0.809336 ,   0.809296 , 0.709037 ,  0.051597 ,     Not run ,  0.051679 ,      0.081357 ,        Not run
Lcals_EOS                 , 0.983478 ,   0.984876 , 0.984678 ,  0.021843 ,     Not run ,  0.021861 ,      0.074730 ,        Not run
Lcals_FIRST_DIFF          , 1.083247 ,   1.101491 , 1.105629 ,  0.047109 ,     Not run ,  0.047099 ,      0.279801 ,        Not run
Lcals_FIRST_MIN           , 0.075792 ,   0.075787 , 0.093774 ,  0.006273 ,     Not run ,  0.003494 ,      0.022615 ,        Not run
Lcals_FIRST_SUM           , 1.082475 ,   1.100551 , 1.105429 ,  0.047739 ,     Not run ,  0.050021 ,      0.279976 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.258271 ,   1.258226 , 1.257865 ,  0.052049 ,     Not run ,  0.046850 ,      0.150823 ,        Not run
Lcals_HYDRO_1D            , 0.861452 ,   0.860839 , 0.860588 ,  0.032691 ,     Not run ,  0.032677 ,      0.140761 ,        Not run
Lcals_HYDRO_2D            , 1.412573 ,   1.417043 , 1.419419 ,  0.022180 ,     Not run ,  0.023058 ,      0.055013 ,        Not run
Lcals_INT_PREDICT         , 1.168763 ,   1.168807 , 1.169031 ,  0.045166 ,     Not run ,  0.045052 ,      0.087005 ,        Not run
Lcals_PLANCKIAN           , 1.346519 ,   1.346648 , 1.346599 ,  0.002638 ,     Not run ,  0.002639 ,      0.008073 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.932487 ,   0.932073 , 0.932333 ,  0.043339 ,     Not run ,  0.043632 ,      0.149130 ,        Not run
Stream_ADD                , 0.688724 ,   0.689285 , 0.688784 ,  0.032457 ,    0.032511 ,  0.032488 ,      0.140519 ,        Not run
Stream_COPY               , 1.204242 ,   1.211142 , 0.928800 ,  0.042063 ,    0.042076 ,  0.042052 ,      0.251111 ,        Not run
Stream_DOT                , 3.291546 ,   3.291396 , 3.342238 ,  0.101963 ,     Not run ,  0.079384 ,      0.439261 ,        Not run
Stream_MUL                , 0.939245 ,   0.954678 , 0.956640 ,  0.042036 ,    0.042123 ,  0.042106 ,      0.251860 ,        Not run
Stream_TRIAD              , 0.639129 ,   0.639950 , 0.639834 ,  0.032493 ,    0.032476 ,  0.032480 ,      0.140410 ,        Not run
