FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Apps_DEL_DOT_VEC_2D       , -2.5e-05        ,         , -0.0014         ,         , -0.035          ,         , 0.0091          ,         , 0               ,        
Apps_ENERGY               , -0.0021         ,         , -0.063          ,         , 0               ,         , 0.0088          ,         , 0               ,        
Apps_FIR                  , -0.0006         ,         , -0.082          ,         , 0               ,         , 0.12            ,OVER_TOL , 0               ,        
Apps_HALOEXCHANGE         , 0.02            ,         , 0.041           ,         , 0               ,         , 0.0072          ,         , -0.9            ,        
Apps_LTIMES               , 0.00064         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL , 0               ,        
Apps_LTIMES_NOVIEW        , -0.00046        ,         , 0.063           ,         , 0.28            ,OVER_TOL , 0.31            ,OVER_TOL , 0               ,        
Apps_PRESSURE             , -0.073          ,         , -0.076          ,         , 0               ,         , 0.003           ,         , 0               ,        
Apps_VOL3D                , 0.00038         ,         , 0.0066          ,         , 0               ,         , -0.14           ,         , 0               ,        
Basic_ATOMIC_PI           , -0.0001         ,         , 1.5             ,OVER_TOL , 0.00011         ,         , 0.027           ,         , 0               ,        
Basic_DAXPY               , -0.00018        ,         , -0.0031         ,         , -0.0043         ,         , 0.00085         ,         , 0               ,        
Basic_IF_QUAD             , 0.0046          ,         , 0.0041          ,         , 0.078           ,         , 0.068           ,         , 0               ,        
Basic_INIT3               , 0.0023          ,         , 0.0038          ,         , -0.0005         ,         , -0.0014         ,         , 0               ,        
Basic_INIT_VIEW1D         , -0.00011        ,         , 0.00018         ,         , -0.0021         ,         , -0.0021         ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , 2.9e-05         ,         , 1.1             ,OVER_TOL , 0.0037          ,         , 0.012           ,         , 0               ,        
Basic_MULADDSUB           , -1.8e-05        ,         , 0.00069         ,         , 0.081           ,         , 0.097           ,         , 0               ,        
Basic_NESTED_INIT         , 0.0026          ,         , 0.0024          ,         , 0.0013          ,         , 4.9e-05         ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00027        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.085           ,         , 0               ,        
Basic_TRAP_INT            , -7e-05          ,         , -4.6e-05        ,         , 0               ,         , -0.39           ,         , 0               ,        
Lcals_DIFF_PREDICT        , -6e-05          ,         , -0.15           ,         , 0               ,         , -0.012          ,         , 0               ,        
Lcals_EOS                 , 0.0009          ,         , 0.0031          ,         , 0               ,         , 0.0099          ,         , 0               ,        
Lcals_FIRST_DIFF          , 0.00012         ,         , 0.0022          ,         , 0               ,         , 0.01            ,         , 0               ,        
Lcals_FIRST_MIN           , -6.1e-06        ,         , -0.21           ,         , 0               ,         , -0.46           ,         , 0               ,        
Lcals_FIRST_SUM           , -0.00042        ,         , -0.00065        ,         , 0               ,         , 0.0086          ,         , 0               ,        
Lcals_GEN_LIN_RECUR       , -0.00034        ,         , 0.00017         ,         , 0               ,         , 0.011           ,         , 0               ,        
Lcals_HYDRO_1D            , 0.0011          ,         , 0.0024          ,         , 0               ,         , 0.0029          ,         , 0               ,        
Lcals_HYDRO_2D            , -0.00027        ,         , 0.0076          ,         , 0               ,         , 0.09            ,         , 0               ,        
Lcals_INT_PREDICT         , 0.016           ,         , 0.017           ,         , 0               ,         , 0.01            ,         , 0               ,        
Lcals_PLANCKIAN           , -0.00081        ,         , -3e-05          ,         , 0               ,         , -0.014          ,         , 0               ,        
Lcals_TRIDIAG_ELIM        , -0.00098        ,         , -0.00038        ,         , 0               ,         , 0.021           ,         , 0               ,        
Stream_ADD                , 0.0013          ,         , 0.0022          ,         , 0.00074         ,         , 0.002           ,         , 0               ,        
Stream_COPY               , -0.002          ,         , -0.25           ,         , 0.00045         ,         , 0.00058         ,         , 0               ,        
Stream_DOT                , 2.1e-05         ,         , 0.0016          ,         , 0               ,         , -0.2            ,         , 0               ,        
Stream_MUL                , 0.025           ,         , 0.028           ,         , 0.0013          ,         , 0.0022          ,         , 0               ,        
Stream_TRIAD              , 0.00018         ,         , 0.0007          ,         , 0.0001          ,         , -0.00013        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.073          ,         , -0.25           ,         , -0.035          ,         , -0.46           ,         , -0.9            ,        
Col Max                   , 0.025           ,         , 8.8             ,         , 0.29            ,         , 0.32            ,         , -0.9            ,        
Col Avg                   , -0.00016        ,         , 0.32            ,         , 0.046           ,         , 0.00025         ,         , -0.9            ,        
Col Std Dev               , 0.0002          ,         , 2.3             ,         , 0.0096          ,         , 0.02            ,         , 0               ,        
