FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Apps_DEL_DOT_VEC_2D       , 1.1e-05         ,         , -0.0018         ,         , -0.039          ,         , -0.014          ,         , 0               ,        
Apps_ENERGY               , -0.0014         ,         , -0.064          ,         , 0               ,         , -0.0086         ,         , 0               ,        
Apps_FIR                  , -0.00098        ,         , -0.083          ,         , 0               ,         , 0.11            ,OVER_TOL , 0               ,        
Apps_HALOEXCHANGE         , 0.064           ,         , 0.096           ,         , 0               ,         , -0.019          ,         , -0.9            ,        
Apps_LTIMES               , -0.00065        ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL , 0               ,        
Apps_LTIMES_NOVIEW        , -0.0009         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL , 0               ,        
Apps_PRESSURE             , -0.073          ,         , -0.073          ,         , 0               ,         , -0.005          ,         , 0               ,        
Apps_VOL3D                , -0.00087        ,         , 0.0037          ,         , 0               ,         , -0.14           ,         , 0               ,        
Basic_ATOMIC_PI           , -0.001          ,         , 1.5             ,OVER_TOL , -0.0022         ,         , 0.023           ,         , 0               ,        
Basic_DAXPY               , -0.00026        ,         , -0.0032         ,         , -0.007          ,         , -0.0025         ,         , 0               ,        
Basic_IF_QUAD             , 0.0043          ,         , 0.0034          ,         , 0.075           ,         , 0.076           ,         , 0               ,        
Basic_INIT3               , 0.0038          ,         , 0.0038          ,         , 0.0027          ,         , -0.015          ,         , 0               ,        
Basic_INIT_VIEW1D         , 5.5e-05         ,         , 0.00031         ,         , -0.00022        ,         , -0.0088         ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -6.9e-05        ,         , 1.1             ,OVER_TOL , 0.002           ,         , 0.0014          ,         , 0               ,        
Basic_MULADDSUB           , 0.0001          ,         , 0.00096         ,         , 0.065           ,         , 0.06            ,         , 0               ,        
Basic_NESTED_INIT         , 0.0001          ,         , 0.0025          ,         , 0.00071         ,         , 0.00087         ,         , 0               ,        
Basic_REDUCE3_INT         , -4.7e-05        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.14            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -6.2e-05        ,         , -5.8e-05        ,         , 0               ,         , -0.39           ,         , 0               ,        
Lcals_DIFF_PREDICT        , 0.0006          ,         , -0.14           ,         , 0               ,         , -0.00099        ,         , 0               ,        
Lcals_EOS                 , 0.0002          ,         , 0.0013          ,         , 0               ,         , 0.012           ,         , 0               ,        
Lcals_FIRST_DIFF          , 0.00075         ,         , -0.00027        ,         , 0               ,         , -0.0044         ,         , 0               ,        
Lcals_FIRST_MIN           , 0.12            ,OVER_TOL , 0.23            ,OVER_TOL , 0               ,         , -0.43           ,         , 0               ,        
Lcals_FIRST_SUM           , -0.00032        ,         , 0.0039          ,         , 0               ,         , -0.0019         ,         , 0               ,        
Lcals_GEN_LIN_RECUR       , -0.00039        ,         , 0.00033         ,         , 0               ,         , 0.013           ,         , 0               ,        
Lcals_HYDRO_1D            , 0.00099         ,         , 0.0023          ,         , 0               ,         , -0.0015         ,         , 0               ,        
Lcals_HYDRO_2D            , 0.00052         ,         , 0.0087          ,         , 0               ,         , 0.088           ,         , 0               ,        
Lcals_INT_PREDICT         , 0.0048          ,         , 0.0053          ,         , 0               ,         , 0.014           ,         , 0               ,        
Lcals_PLANCKIAN           , -3.7e-05        ,         , -8.5e-05        ,         , 0               ,         , -0.029          ,         , 0               ,        
Lcals_TRIDIAG_ELIM        , -0.00035        ,         , 0.0002          ,         , 0               ,         , 0.027           ,         , 0               ,        
Stream_ADD                , -0.00011        ,         , 0.00072         ,         , 0.0016          ,         , 0.0013          ,         , 0               ,        
Stream_COPY               , -0.0017         ,         , -0.31           ,         , -0.0004         ,         , -0.00027        ,         , 0               ,        
Stream_DOT                , -0.00043        ,         , -0.00014        ,         , 0               ,         , -0.2            ,         , 0               ,        
Stream_MUL                , 0.014           ,         , 0.017           ,         , 0.0018          ,         , 0.0021          ,         , 0               ,        
Stream_TRIAD              , 0.00077         ,         , 0.00062         ,         , -0.00049        ,         , -0.00074        ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.073          ,         , -0.31           ,         , -0.039          ,         , -0.43           ,         , -0.9            ,        
Col Max                   , 0.12            ,         , 8.8             ,         , 0.29            ,         , 0.31            ,         , -0.9            ,        
Col Avg                   , 0.004           ,         , 0.33            ,         , 0.045           ,         , -0.0025         ,         , -0.9            ,        
Col Std Dev               , 0.00071         ,         , 2.3             ,         , 0.0096          ,         , 0.019           ,         , 0               ,        
