FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.068           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.069           ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.00049        ,         , -0.0033         ,         , -0.025          ,         , -0.0042         ,        
Apps_ENERGY               , 0.00019         ,         , 0.002           ,         , 0               ,         , 0.0029          ,        
Apps_FIR                  , 7e-05           ,         , -0.077          ,         , 0               ,         , 0.052           ,        
Apps_HALOEXCHANGE         , 0.0067          ,         , 0.049           ,         , 0               ,         , -0.0031         ,        
Apps_LTIMES               , 0.00054         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.0023         ,         , 0.059           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.0012         ,         , 0.0012          ,         , 0               ,         , 0.0049          ,        
Apps_VOL3D                , 4.7e-05         ,         , 0.0077          ,         , 0               ,         , -0.14           ,        
Basic_DAXPY               , 0.036           ,         , 0.047           ,         , 0.00028         ,         , 0.0018          ,        
Basic_IF_QUAD             , -0.0044         ,         , 0.0045          ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_INIT3               , -0.00027        ,         , -2.3e-05        ,         , -0.00061        ,         , -0.00028        ,        
Basic_INIT_VIEW1D         , 3.4e-05         ,         , 3.5e-05         ,         , -8.4e-05        ,         , 0.0053          ,        
Basic_INIT_VIEW1D_OFFSET  , -9.8e-05        ,         , 1.1             ,OVER_TOL , 0.0031          ,         , 0.008           ,        
Basic_MULADDSUB           , -0.0016         ,         , -0.0014         ,         , 0.22            ,OVER_TOL , 0.22            ,OVER_TOL
Basic_NESTED_INIT         , 0.056           ,         , 0.0087          ,         , 0.0055          ,         , 0.0052          ,        
Basic_PI_ATOMIC           , 0.00047         ,         , 1.5             ,OVER_TOL , -0.00014        ,         , 0.0002          ,        
Basic_REDUCE3_INT         , 2.1e-05         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.54            ,OVER_TOL
Basic_TRAP_INT            , -3e-05          ,         , 0.00026         ,         , 0               ,         , -0.37           ,        
Lcals_DIFF_PREDICT        , 4.8e-05         ,         , -0.12           ,         , 0               ,         , 0.0025          ,        
Lcals_EOS                 , 0.0013          ,         , 0.0013          ,         , 0               ,         , 0.00088         ,        
Lcals_FIRST_DIFF          , 0.021           ,         , 0.024           ,         , 0               ,         , 0.00021         ,        
Lcals_FIRST_MIN           , 0.0059          ,         , 0.24            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.015           ,         , 0.017           ,         , 0               ,         , 0.049           ,        
Lcals_GEN_LIN_RECUR       , 1.4e-06         ,         , 0.00011         ,         , 0               ,         , -0.098          ,        
Lcals_HYDRO_1D            , -0.00069        ,         , -0.0006         ,         , 0               ,         , 0.00052         ,        
Lcals_HYDRO_2D            , -0.00089        ,         , 0.0078          ,         , 0               ,         , 0.091           ,        
Lcals_INT_PREDICT         , 0.00012         ,         , 0.00027         ,         , 0               ,         , 0.0032          ,        
Lcals_PLANCKIAN           , -0.0001         ,         , -1.3e-05        ,         , 0               ,         , -0.00054        ,        
Lcals_TRIDIAG_ELIM        , -0.00029        ,         , -8.2e-05        ,         , 0               ,         , 0.0068          ,        
Stream_ADD                , -0.0033         ,         , -0.0032         ,         , 0.0011          ,         , 0.0019          ,        
Stream_COPY               , 0.0017          ,         , -0.26           ,         , -0.00035        ,         , -2.5e-05        ,        
Stream_DOT                , -0.00016        ,         , 0.0099          ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.021           ,         , 0.022           ,         , 0.002           ,         , 0.0024          ,        
Stream_TRIAD              , 0.0016          ,         , 0.0013          ,         , 0.0001          ,         , 4.2e-05         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0044         ,         , -0.26           ,         , -0.025          ,         , -0.43           ,        
Col Max                   , 0.056           ,         , 8.8             ,         , 0.29            ,         , inf             ,        
Col Avg                   , 0.0045          ,         , 0.32            ,         , 0.064           ,         , inf             ,        
Col Std Dev               , 0.00015         ,         , 2.2             ,         , 0.012           ,         , nan             ,        
