FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.00031        ,         , 1.5             ,OVER_TOL , -0.0013         ,         , 0.024           ,         , 0               ,        
Basic_DAXPY               , -0.00014        ,         , -0.0018         ,         , 0.024           ,         , 0.024           ,         , 0               ,        
Basic_IF_QUAD             , 0.0055          ,         , 0.0056          ,         , 0.079           ,         , 0.077           ,         , 0               ,        
Basic_INIT3               , -0.0004         ,         , 0.0012          ,         , 0.00041         ,         , 0.002           ,         , 0               ,        
Basic_INIT_VIEW1D         , 0.00037         ,         , 0.00021         ,         , 0.00039         ,         , 0.0019          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , 6.2e-05         ,         , 1.1             ,OVER_TOL , 0.0076          ,         , 0.0097          ,         , 0               ,        
Basic_MULADDSUB           , -9.7e-05        ,         , 0.00071         ,         , 0.079           ,         , 0.082           ,         , 0               ,        
Basic_NESTED_INIT         , -0.0022         ,         , 0.00033         ,         , 0.0011          ,         , 0.001           ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00023        ,         , 8.6             ,OVER_TOL , 0               ,         , 0.17            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , 0.00064         ,         , -1.5e-05        ,         , 0               ,         , -0.39           ,         , 0               ,        
Stream_ADD                , 0.01            ,         , 0.009           ,         , 0.001           ,         , 0.0024          ,         , 0               ,        
Stream_COPY               , 0.0018          ,         , -0.24           ,         , -0.00031        ,         , 0.00048         ,         , 0               ,        
Stream_DOT                , 3.6e-05         ,         , 0.00083         ,         , 0               ,         , -0.18           ,         , 0               ,        
Stream_MUL                , 0.021           ,         , 0.024           ,         , 0.0023          ,         , 0.0039          ,         , 0               ,        
Stream_TRIAD              , 0.00095         ,         , 0.0015          ,         , 0.00029         ,         , 7.2e-05         ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0022         ,         , -0.24           ,         , -0.0013         ,         , -0.39           ,         , 1.8e+308        ,        
Col Max                   , 0.021           ,         , 8.6             ,         , 0.079           ,         , 0.17            ,         , -1.8e+308       ,        
Col Avg                   , 0.0024          ,         , 0.73            ,         , 0.016           ,         , -0.011          ,         , 0               ,        
Col Std Dev               , 3.2e-05         ,         , 4.6             ,         , 0.00084         ,         , 0.015           ,         , 0               ,        
