Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.071667 ,   0.071728 , 0.180589 ,  0.381232 ,    0.380954 ,  0.391255 ,             Not run ,      1.945358 ,        Not run
Basic_DAXPY               , 0.260959 ,   0.261010 , 0.260754 ,  0.024631 ,    0.024335 ,  0.024983 ,             Not run ,      0.035410 ,        Not run
Basic_IF_QUAD             , 1.856139 ,   1.888824 , 1.895829 ,  0.010713 ,    0.011490 ,  0.011608 ,             Not run ,      0.016624 ,        Not run
Basic_INIT3               , 0.398025 ,   0.397932 , 0.398351 ,  0.024266 ,    0.024195 ,  0.024622 ,             Not run ,      0.046077 ,        Not run
Basic_INIT_VIEW1D         , 1.850264 ,   1.850275 , 1.850579 ,  0.030016 ,    0.030049 ,  0.030063 ,             Not run ,      0.073449 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719262 ,   1.719359 , 3.606472 ,  0.028579 ,    0.028602 ,  0.028969 ,             Not run ,      0.070486 ,        Not run
Basic_MULADDSUB           , 0.389739 ,   0.389768 , 0.389983 ,  0.017041 ,    0.017435 ,  0.017288 ,             Not run ,      0.032353 ,        Not run
Basic_NESTED_INIT         , 1.187154 ,   1.187239 , 1.190476 ,  0.011502 ,    0.011512 ,  0.011510 ,             Not run ,      0.035764 ,        Not run
Basic_REDUCE3_INT         , 0.038024 ,   0.038022 , 0.362863 ,  0.010016 ,     Not run ,  0.011666 ,             Not run ,      0.003355 ,        Not run
Basic_TRAP_INT            , 1.086875 ,   1.086829 , 1.086954 ,  0.058199 ,     Not run ,  0.035442 ,             Not run ,      0.047884 ,        Not run
