FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00012        ,         , -0.0013         ,         , 0.008           ,         , 0.00022         ,        
Apps_ENERGY               , 9.7e-05         ,         , 0.0002          ,         , 0               ,         , 0.0014          ,        
Apps_FIR                  , 5.7e-07         ,         , -0.079          ,         , 0               ,         , 0.052           ,        
Apps_HALOEXCHANGE         , 0.46            ,OVER_TOL , 0.52            ,OVER_TOL , 0               ,         , -0.014          ,        
Apps_LTIMES               , 0.0016          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 9.8e-05         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.00034        ,         , -0.0046         ,         , 0               ,         , 0.012           ,        
Apps_VOL3D                , -3.7e-05        ,         , 0.007           ,         , 0               ,         , -0.18           ,        
Basic_DAXPY               , 0.025           ,         , 0.031           ,         , 0.0016          ,         , 0.0028          ,        
Basic_IF_QUAD             , -0.0045         ,         , 0.005           ,         , 0.16            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_INIT3               , 0.00012         ,         , 0.00033         ,         , 0.0034          ,         , 0.00016         ,        
Basic_INIT_VIEW1D         , 4e-05           ,         , 8.3e-05         ,         , -0.00018        ,         , 0.006           ,        
Basic_INIT_VIEW1D_OFFSET  , -3.8e-05        ,         , 1.1             ,OVER_TOL , 0.0032          ,         , 0.0092          ,        
Basic_MULADDSUB           , -0.0024         ,         , -0.0027         ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_NESTED_INIT         , 0.055           ,         , 0.007           ,         , 0.0042          ,         , 0.007           ,        
Basic_PI_ATOMIC           , -0.00025        ,         , 1.5             ,OVER_TOL , -0.038          ,         , -0.052          ,        
Basic_REDUCE3_INT         , 7e-06           ,         , 8.8             ,OVER_TOL , 0               ,         , 0.68            ,OVER_TOL
Basic_TRAP_INT            , -4e-05          ,         , 2.8e-05         ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.00039        ,         , -0.12           ,         , 0               ,         , 0.0042          ,        
Lcals_EOS                 , 0.0013          ,         , 0.0013          ,         , 0               ,         , -0.002          ,        
Lcals_FIRST_DIFF          , 0.014           ,         , 0.016           ,         , 0               ,         , 0.00029         ,        
Lcals_FIRST_MIN           , -0.017          ,         , 0.23            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.01            ,         , 0.011           ,         , 0               ,         , 0.053           ,        
Lcals_GEN_LIN_RECUR       , 3.4e-05         ,         , 0.00012         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0011          ,         , 0.0012          ,         , 0               ,         , 0.0024          ,        
Lcals_HYDRO_2D            , -0.00023        ,         , 0.0087          ,         , 0               ,         , 0.089           ,        
Lcals_INT_PREDICT         , 3.8e-05         ,         , 0.0005          ,         , 0               ,         , 5.9e-05         ,        
Lcals_PLANCKIAN           , -8.9e-06        ,         , -3.4e-05        ,         , 0               ,         , 0.0026          ,        
Lcals_TRIDIAG_ELIM        , -0.00066        ,         , -0.00033        ,         , 0               ,         , 0.0089          ,        
Stream_ADD                , 0.0015          ,         , 0.0013          ,         , 0.0017          ,         , 0.0031          ,        
Stream_COPY               , 0.0015          ,         , -0.3            ,         , 8.6e-05         ,         , 0.00044         ,        
Stream_DOT                , -0.00028        ,         , 0.009           ,         , 0               ,         , -0.23           ,        
Stream_MUL                , 0.014           ,         , 0.014           ,         , 0.0021          ,         , 0.003           ,        
Stream_TRIAD              , 0.0024          ,         , 0.0013          ,         , -0.00016        ,         , 0.00027         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.017          ,         , -0.3            ,         , -0.038          ,         , -0.43           ,        
Col Max                   , 0.46            ,         , 8.8             ,         , 0.29            ,         , 0.68            ,        
Col Avg                   , 0.016           ,         , 0.35            ,         , 0.06            ,         , 0.016           ,        
Col Std Dev               , 0.006           ,         , 2.3             ,         , 0.011           ,         , 0.033           ,        
