FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.05            ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.072           ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0005         ,         , -0.0013         ,         , -0.019          ,         , -0.0081         ,        
Apps_ENERGY               , -0.0014         ,         , -0.0011         ,         , 0               ,         , 0.00043         ,        
Apps_FIR                  , 0.012           ,         , -0.077          ,         , 0               ,         , 0.052           ,        
Apps_HALOEXCHANGE         , 0.02            ,         , 0.091           ,         , 0               ,         , -0.0085         ,        
Apps_LTIMES               , -0.00045        ,         , 0.068           ,         , 0.17            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.00086        ,         , 0.056           ,         , 0.17            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_PRESSURE             , 0.0002          ,         , 0.0013          ,         , 0               ,         , 0.0071          ,        
Apps_VOL3D                , -0.00015        ,         , 0.0076          ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , 0.023           ,         , 0.028           ,         , 0.00094         ,         , 0.001           ,        
Basic_IF_QUAD             , 0.022           ,         , 0.015           ,         , 0.17            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , 4.3e-05         ,         , 0.0036          ,         , -6e-05          ,         , -0.0012         ,        
Basic_INIT_VIEW1D         , -1.1e-06        ,         , 7.7e-05         ,         , -0.00058        ,         , 0.004           ,        
Basic_INIT_VIEW1D_OFFSET  , 0.00038         ,         , 1.1             ,OVER_TOL , 0.003           ,         , 0.0075          ,        
Basic_MULADDSUB           , -0.0028         ,         , -0.0024         ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_NESTED_INIT         , -7.6e-05        ,         , -0.052          ,         , 0.01            ,         , 0.16            ,OVER_TOL
Basic_PI_ATOMIC           , 0.00019         ,         , 1.5             ,OVER_TOL , -0.071          ,         , -0.1            ,        
Basic_REDUCE3_INT         , -0.0003         ,         , 8.5             ,OVER_TOL , 0               ,         , 0.23            ,OVER_TOL
Basic_TRAP_INT            , 1.3e-05         ,         , -8.7e-05        ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , 0.00024         ,         , -0.12           ,         , 0               ,         , -0.0044         ,        
Lcals_EOS                 , 0.0015          ,         , 0.0012          ,         , 0               ,         , 0.00068         ,        
Lcals_FIRST_DIFF          , 0.015           ,         , 0.012           ,         , 0               ,         , -0.00019        ,        
Lcals_FIRST_MIN           , 0.00037         ,         , 0.24            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.013           ,         , 0.014           ,         , 0               ,         , 0.054           ,        
Lcals_GEN_LIN_RECUR       , 8.1e-05         ,         , -2.6e-05        ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , -0.0025         ,         , -0.002          ,         , 0               ,         , 0.00023         ,        
Lcals_HYDRO_2D            , 0.0012          ,         , -3.8e-05        ,         , 0               ,         , 0.013           ,        
Lcals_INT_PREDICT         , 0.0034          ,         , 0.00021         ,         , 0               ,         , 0.0012          ,        
Lcals_PLANCKIAN           , 2.7e-05         ,         , 0.00016         ,         , 0               ,         , -0.013          ,        
Lcals_TRIDIAG_ELIM        , -0.00013        ,         , -0.0011         ,         , 0               ,         , 0.007           ,        
Stream_ADD                , 0.0078          ,         , 0.0016          ,         , 0.0011          ,         , 0.0023          ,        
Stream_COPY               , 0.0006          ,         , -0.29           ,         , 0.00045         ,         , 0.00034         ,        
Stream_DOT                , 1.1e-05         ,         , 0.016           ,         , 0               ,         , -0.22           ,        
Stream_MUL                , 0.018           ,         , 0.022           ,         , 0.0018          ,         , 0.0023          ,        
Stream_TRIAD              , -0.0083         ,         , -0.0078         ,         , -0.00014        ,         , -0.00021        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0083         ,         , -0.29           ,         , -0.071          ,         , -0.44           ,        
Col Max                   , 0.023           ,         , 8.5             ,         , 0.18            ,         , inf             ,        
Col Avg                   , 0.0036          ,         , 0.31            ,         , 0.041           ,         , inf             ,        
Col Std Dev               , 6e-05           ,         , 2               ,         , 0.0067          ,         , nan             ,        
