Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.000 ,    0.397 ,     0.192 ,       0.191 ,     0.187 ,             Not run ,         0.037 ,        Not run
Basic_DAXPY               ,    1.000 ,      0.991 ,    0.987 ,     8.738 ,       8.789 ,     8.718 ,             Not run ,         6.178 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.993 ,    1.008 ,   163.567 ,     152.007 ,   154.254 ,             Not run ,       113.859 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    1.001 ,    15.472 ,      15.507 ,    15.486 ,             Not run ,         8.584 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    0.999 ,    57.116 ,      57.108 ,    57.061 ,             Not run ,        23.574 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.477 ,    58.055 ,      58.042 ,    56.691 ,             Not run ,        23.506 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.000 ,    0.999 ,    22.769 ,      22.618 ,    22.693 ,             Not run ,        11.964 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.000 ,    0.997 ,   103.267 ,     103.032 ,   103.101 ,             Not run ,        33.163 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.105 ,     3.855 ,     Not run ,     3.310 ,             Not run ,        11.289 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,    18.758 ,     Not run ,    30.726 ,             Not run ,        22.649 ,        Not run
