FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00016        ,         , -0.0016         ,         , -0.0068         ,         , -0.0044         ,        
Apps_ENERGY               , 0.0027          ,         , -0.00036        ,         , 0               ,         , 0.0023          ,        
Apps_FIR                  , -0.00058        ,         , -0.078          ,         , 0               ,         , 0.041           ,        
Apps_HALOEXCHANGE         , -0.051          ,         , 0.0016          ,         , 0               ,         , -0.034          ,        
Apps_LTIMES               , 0.0014          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00039         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.0009         ,         , -0.0013         ,         , 0               ,         , 0.007           ,        
Apps_VOL3D                , 0.00016         ,         , 0.009           ,         , 0               ,         , -0.17           ,        
Basic_DAXPY               , 0.041           ,         , 0.054           ,         , 0.0013          ,         , 0.0012          ,        
Basic_IF_QUAD             , -0.0065         ,         , 0.0036          ,         , 0.16            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , 0.0018          ,         , 0.0027          ,         , 0.0041          ,         , -6.7e-05        ,        
Basic_INIT_VIEW1D         , -7.9e-05        ,         , -7.4e-05        ,         , -0.00036        ,         , 0.0052          ,        
Basic_INIT_VIEW1D_OFFSET  , -0.0001         ,         , 1.1             ,OVER_TOL , 0.0034          ,         , 0.0098          ,        
Basic_MULADDSUB           , 0.0023          ,         , -0.0013         ,         , 0.15            ,OVER_TOL , 0.15            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0083          ,         , 0.0078          ,         , 0.0096          ,        
Basic_PI_ATOMIC           , 5.7e-05         ,         , 1.5             ,OVER_TOL , -0.03           ,         , -0.041          ,        
Basic_REDUCE3_INT         , -1.1e-05        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.79            ,OVER_TOL
Basic_TRAP_INT            , -0.00012        ,         , 7e-05           ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , 0.00061         ,         , -0.12           ,         , 0               ,         , 0.019           ,        
Lcals_EOS                 , 0.0011          ,         , 0.0011          ,         , 0               ,         , 0.0048          ,        
Lcals_FIRST_DIFF          , 0.027           ,         , 0.031           ,         , 0               ,         , 0.00077         ,        
Lcals_FIRST_MIN           , -0.026          ,         , 0.24            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.014           ,         , 0.015           ,         , 0               ,         , 0.052           ,        
Lcals_GEN_LIN_RECUR       , 0.0002          ,         , 0.00025         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.00068         ,         , 0.00081         ,         , 0               ,         , -0.0024         ,        
Lcals_HYDRO_2D            , -0.00029        ,         , 0.0071          ,         , 0               ,         , 0.082           ,        
Lcals_INT_PREDICT         , 0.0061          ,         , 0.0059          ,         , 0               ,         , -0.00018        ,        
Lcals_PLANCKIAN           , -0.002          ,         , -0.0019         ,         , 0               ,         , -0.006          ,        
Lcals_TRIDIAG_ELIM        , 0.00044         ,         , 0.00035         ,         , 0               ,         , 0.0067          ,        
Stream_ADD                , 0.001           ,         , 0.0012          ,         , 0.0014          ,         , 0.0014          ,        
Stream_COPY               , 0.0005          ,         , -0.29           ,         , -0.00034        ,         , 0.00016         ,        
Stream_DOT                , -0.00019        ,         , 0.0092          ,         , 0               ,         , -0.2            ,        
Stream_MUL                , 0.0083          ,         , 0.014           ,         , 0.0029          ,         , 0.0037          ,        
Stream_TRIAD              , 0.00064         ,         , 0.00086         ,         , 0.00055         ,         , 0.00083         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.051          ,         , -0.29           ,         , -0.03           ,         , -0.44           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.29            ,         , 0.79            ,        
Col Avg                   , 0.0023          ,         , 0.34            ,         , 0.058           ,         , 0.019           ,        
Col Std Dev               , 0.00027         ,         , 2.3             ,         , 0.011           ,         , 0.037           ,        
