Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.000 ,    1.000 ,   187.524 ,     190.654 ,   187.971 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      1.000 ,    1.001 ,    35.718 ,     Not run ,    35.689 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.000 ,    1.084 ,   370.199 ,     Not run ,   356.667 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      0.984 ,    0.929 ,     0.642 ,     Not run ,     0.650 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      0.999 ,    0.942 ,   110.797 ,      86.091 ,    84.213 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.000 ,    0.942 ,   110.684 ,      86.072 ,    84.333 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.000 ,    0.999 ,    33.820 ,     Not run ,    33.605 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.992 ,   259.033 ,     Not run ,   303.956 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      0.980 ,    0.976 ,    17.615 ,      17.621 ,    17.604 ,         7.017 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.004 ,    0.993 ,   161.374 ,     135.050 ,   135.685 ,        85.750 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    1.000 ,    21.793 ,      21.765 ,    21.817 ,        11.062 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    60.903 ,      60.968 ,    60.765 ,         9.898 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    57.742 ,      57.574 ,    57.387 ,         9.344 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.002 ,    1.002 ,    22.810 ,      18.692 ,    18.333 ,        11.519 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.948 ,    0.993 ,    48.250 ,      48.120 ,    47.941 ,        12.140 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.397 ,     1.007 ,       1.026 ,     1.105 ,         0.956 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.102 ,     3.765 ,     Not run ,     2.224 ,         5.023 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,   114.389 ,     Not run ,   177.584 ,        75.794 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.001 ,    1.140 ,    15.655 ,     Not run ,    15.661 ,        10.351 ,        Not run
Lcals_EOS                 ,    1.000 ,      0.998 ,    0.999 ,    44.946 ,     Not run ,    44.946 ,        20.872 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.984 ,    0.981 ,    23.805 ,     Not run ,    23.820 ,         7.372 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.042 ,    0.822 ,    12.543 ,     Not run ,    22.354 ,         8.223 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.986 ,    0.984 ,    23.853 ,     Not run ,    22.688 ,         7.401 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.000 ,    1.001 ,    24.543 ,     Not run ,    27.329 ,        13.059 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      0.999 ,    0.999 ,    26.498 ,     Not run ,    26.536 ,        10.550 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.001 ,    0.992 ,    62.786 ,     Not run ,    58.149 ,        36.199 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.000 ,    1.000 ,    26.372 ,     Not run ,    26.394 ,        18.469 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.000 ,   503.476 ,     Not run ,   507.121 ,       256.177 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.000 ,    1.000 ,    22.299 ,     Not run ,    22.026 ,        10.283 ,        Not run
Stream_ADD                ,    1.000 ,      1.000 ,    0.999 ,    20.237 ,      20.253 ,    20.225 ,         8.013 ,        Not run
Stream_COPY               ,    1.000 ,      0.994 ,    1.251 ,    28.767 ,      28.764 ,    28.767 ,         8.736 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.991 ,    31.565 ,     Not run ,    40.441 ,        18.059 ,        Not run
Stream_MUL                ,    1.000 ,      0.990 ,    0.988 ,    23.328 ,      23.283 ,    23.285 ,         7.187 ,        Not run
Stream_TRIAD              ,    1.000 ,      0.998 ,    0.999 ,    20.282 ,      20.282 ,    20.300 ,         8.041 ,        Not run
