Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.286 ,    0.402 ,     0.016 ,       0.016 ,     0.016 ,             Not run ,         0.017 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.269 ,    0.750 ,     0.013 ,       0.013 ,     0.013 ,             Not run ,         0.013 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      4.431 ,    2.018 ,     0.044 ,       0.045 ,     0.043 ,             Not run ,         0.044 ,        Not run
Basic_INIT3               ,    1.000 ,      5.022 ,    0.883 ,     0.045 ,       0.046 ,     0.043 ,             Not run ,         0.044 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      3.446 ,    1.009 ,     0.044 ,       0.042 ,     0.044 ,             Not run ,         0.043 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      4.836 ,    0.974 ,     0.049 ,       0.051 ,     0.051 ,             Not run ,         0.051 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      5.674 ,    6.692 ,     0.052 ,       0.054 ,     0.051 ,             Not run ,         0.054 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      4.370 ,    3.105 ,     0.048 ,       0.048 ,     0.046 ,             Not run ,         0.047 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      2.466 ,    2.812 ,     0.034 ,     Not run ,     0.035 ,             Not run ,         0.035 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      2.406 ,    2.444 ,     0.031 ,     Not run ,     0.029 ,             Not run ,         0.030 ,        Not run
