FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.14           ,         , 1               ,OVER_TOL , -0.023          ,         , -0.027          ,         , 0               ,        
Basic_DAXPY               , -0.36           ,         , 0.78            ,OVER_TOL , -0.046          ,         , -0.042          ,         , 0               ,        
Basic_IF_QUAD             , -0.72           ,         , -0.49           ,         , -0.084          ,         , 0.02            ,         , 0               ,        
Basic_INIT3               , -0.65           ,         , 0.38            ,OVER_TOL , 0.53            ,OVER_TOL , 0.56            ,OVER_TOL , 0               ,        
Basic_INIT_VIEW1D         , -0.64           ,         , -0.074          ,         , 0.05            ,         , -0.011          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , 0               ,         , 2.8             ,OVER_TOL , -0.039          ,         , -0.011          ,         , 0               ,        
Basic_MULADDSUB           , -0.74           ,         , -0.74           ,         , -0.038          ,         , -0.011          ,         , 0               ,        
Basic_NESTED_INIT         , -0.82           ,         , -0.74           ,         , -0.052          ,         , -0.026          ,         , 0               ,        
Basic_REDUCE3_INT         , -0.54           ,         , -0.6            ,         , 0               ,         , 0.014           ,         , 0               ,        
Basic_TRAP_INT            , -0.71           ,         , -0.58           ,         , 0               ,         , 0.022           ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.82           ,         , -0.74           ,         , -0.084          ,         , -0.042          ,         , 1.8e+308        ,        
Col Max                   , 0               ,         , 2.8             ,         , 0.53            ,         , 0.56            ,         , -1.8e+308       ,        
Col Avg                   , -0.53           ,         , 0.18            ,         , 0.037           ,         , 0.048           ,         , 0               ,        
Col Std Dev               , 0.068           ,         , 1.1             ,         , 0.036           ,         , 0.029           ,         , 0               ,        
