Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.909866 ,    Not run , 2.021228 ,   Not run ,     Not run ,  0.021244 ,      0.085918 ,        Not run
Algorithm_SORTPAIRS       , 2.044663 ,    Not run , 2.167782 ,   Not run ,     Not run ,  0.023089 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.282451 ,   1.282068 , 1.280451 ,  0.006891 ,    0.006847 ,  0.006873 ,      0.066387 ,        Not run
Apps_ENERGY               , 1.348476 ,   1.350011 , 1.349744 ,  0.037825 ,     Not run ,  0.037828 ,      0.126819 ,        Not run
Apps_FIR                  , 1.539092 ,   1.539478 , 1.421092 ,  0.004159 ,     Not run ,  0.004352 ,      0.022742 ,        Not run
Apps_HALOEXCHANGE         , 0.024059 ,   0.024553 , 0.025813 ,  0.039709 ,     Not run ,  0.039473 ,      1.099124 ,        Not run
Apps_LTIMES               , 1.707206 ,   1.706848 , 1.826120 ,  0.013578 ,    0.015952 ,  0.016431 ,      0.026246 ,        Not run
Apps_LTIMES_NOVIEW        , 1.707416 ,   1.707040 , 1.803384 ,  0.013570 ,    0.015953 ,  0.016454 ,       Not run ,        Not run
Apps_PRESSURE             , 1.583916 ,   1.584433 , 1.584426 ,  0.046861 ,     Not run ,  0.047340 ,      0.204242 ,        Not run
Apps_VOL3D                , 1.635177 ,   1.635959 , 1.648303 ,  0.006667 ,     Not run ,  0.005453 ,      0.018747 ,        Not run
Basic_DAXPY               , 0.290406 ,   0.296542 , 0.298971 ,  0.016388 ,    0.016401 ,  0.016427 ,      0.070005 ,        Not run
Basic_IF_QUAD             , 1.858628 ,   1.892833 , 1.878449 ,  0.012118 ,    0.013882 ,  0.013946 ,      0.032269 ,        Not run
Basic_INIT3               , 0.576880 ,   0.576524 , 0.576524 ,  0.027046 ,    0.027068 ,  0.027036 ,      0.080607 ,        Not run
Basic_INIT_VIEW1D         , 1.850165 ,   1.850155 , 1.850335 ,  0.030377 ,    0.030373 ,  0.030526 ,      0.350121 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719327 ,   1.719476 , 3.610253 ,  0.030343 ,    0.030474 ,  0.030605 ,      0.350484 ,        Not run
Basic_MULADDSUB           , 0.423717 ,   0.422666 , 0.422779 ,  0.018917 ,    0.021196 ,  0.021261 ,      0.056764 ,        Not run
Basic_NESTED_INIT         , 1.022778 ,   1.022621 , 0.969226 ,  0.011720 ,    0.011768 ,  0.012856 ,      0.140043 ,        Not run
Basic_PI_ATOMIC           , 0.119385 ,   0.119422 , 0.300871 ,  0.110913 ,    0.107564 ,  0.105206 ,      0.160266 ,        Not run
Basic_REDUCE3_INT         , 0.019011 ,   0.019007 , 0.181384 ,  0.002127 ,     Not run ,  0.002592 ,      0.010304 ,        Not run
Basic_TRAP_INT            , 0.271743 ,   0.271727 , 0.271706 ,  0.002365 ,     Not run ,  0.001480 ,      0.010133 ,        Not run
Lcals_DIFF_PREDICT        , 0.810907 ,   0.810826 , 0.711368 ,  0.051172 ,     Not run ,  0.051334 ,      0.080422 ,        Not run
Lcals_EOS                 , 0.983552 ,   0.984815 , 0.984764 ,  0.021786 ,     Not run ,  0.021810 ,      0.075005 ,        Not run
Lcals_FIRST_DIFF          , 1.108407 ,   1.128535 , 1.126120 ,  0.047094 ,     Not run ,  0.047057 ,      0.280666 ,        Not run
Lcals_FIRST_MIN           , 0.079039 ,   0.080128 , 0.096393 ,  0.006289 ,     Not run ,  0.003543 ,      0.022617 ,        Not run
Lcals_FIRST_SUM           , 1.113089 ,   1.126011 , 1.127982 ,  0.047687 ,     Not run ,  0.050068 ,      0.280890 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.261250 ,   1.264146 , 1.263840 ,  0.051667 ,     Not run ,  0.046584 ,      0.151711 ,        Not run
Lcals_HYDRO_1D            , 0.864208 ,   0.863644 , 0.863522 ,  0.032674 ,     Not run ,  0.032678 ,      0.140853 ,        Not run
Lcals_HYDRO_2D            , 1.425544 ,   1.427585 , 1.425316 ,  0.022147 ,     Not run ,  0.023063 ,      0.055251 ,        Not run
Lcals_INT_PREDICT         , 1.186548 ,   1.186485 , 1.186245 ,  0.045145 ,     Not run ,  0.045135 ,      0.087072 ,        Not run
Lcals_PLANCKIAN           , 1.330419 ,   1.330452 , 1.330534 ,  0.002651 ,     Not run ,  0.002637 ,      0.008094 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.958455 ,   0.960146 , 0.961286 ,  0.043419 ,     Not run ,  0.043826 ,      0.149612 ,        Not run
Stream_ADD                , 0.705498 ,   0.705634 , 0.704894 ,  0.032719 ,    0.032764 ,  0.032775 ,      0.141046 ,        Not run
Stream_COPY               , 1.207377 ,   1.214932 , 0.976137 ,  0.042058 ,    0.042069 ,  0.042091 ,      0.252339 ,        Not run
Stream_DOT                , 3.292089 ,   3.291787 , 3.356748 ,  0.102969 ,     Not run ,  0.079811 ,      0.440284 ,        Not run
Stream_MUL                , 0.949706 ,   0.958799 , 0.959559 ,  0.042074 ,    0.042162 ,  0.042177 ,      0.252810 ,        Not run
Stream_TRIAD              , 0.656773 ,   0.657417 , 0.657419 ,  0.032518 ,    0.032523 ,  0.032537 ,      0.140968 ,        Not run
