FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.068           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.067           ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.00049        ,         , -0.0041         ,         , -0.026          ,         , -0.0028         ,        
Apps_ENERGY               , 0.00066         ,         , 0.0023          ,         , 0               ,         , -0.0022         ,        
Apps_FIR                  , 2e-07           ,         , -0.077          ,         , 0               ,         , 0.043           ,        
Apps_HALOEXCHANGE         , -0.015          ,         , 0.067           ,         , 0               ,         , -0.01           ,        
Apps_LTIMES               , 0.00015         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.0024         ,         , 0.059           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.00036         ,         , 0.0004          ,         , 0               ,         , 0.0091          ,        
Apps_VOL3D                , 0.00031         ,         , 0.008           ,         , 0               ,         , -0.18           ,        
Basic_DAXPY               , 0.037           ,         , 0.046           ,         , 0.0014          ,         , 0.0016          ,        
Basic_IF_QUAD             , -0.0047         ,         , 0.0028          ,         , 0.17            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , 4.2e-05         ,         , 9.8e-05         ,         , -0.0014         ,         , -0.0011         ,        
Basic_INIT_VIEW1D         , 4.1e-06         ,         , 0.00015         ,         , -0.00054        ,         , 0.00078         ,        
Basic_INIT_VIEW1D_OFFSET  , 0.00067         ,         , 1.1             ,OVER_TOL , 0.0029          ,         , 0.006           ,        
Basic_MULADDSUB           , -0.0024         ,         , -0.0021         ,         , 0.19            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_NESTED_INIT         , 0.056           ,         , 0.0089          ,         , 0.0082          ,         , 0.0047          ,        
Basic_PI_ATOMIC           , 0.00041         ,         , 1.5             ,OVER_TOL , -0.00023        ,         , 0.00038         ,        
Basic_REDUCE3_INT         , 7.8e-06         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.53            ,OVER_TOL
Basic_TRAP_INT            , 4.4e-05         ,         , 0.00033         ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -7.5e-05        ,         , -0.12           ,         , 0               ,         , 0.0018          ,        
Lcals_EOS                 , 0.0014          ,         , 0.0012          ,         , 0               ,         , 0.0045          ,        
Lcals_FIRST_DIFF          , 0.02            ,         , 0.025           ,         , 0               ,         , 9.1e-05         ,        
Lcals_FIRST_MIN           , 0.069           ,         , 0.29            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.018           ,         , 0.022           ,         , 0               ,         , 0.051           ,        
Lcals_GEN_LIN_RECUR       , 0.00023         ,         , 0.00032         ,         , 0               ,         , -0.11           ,        
Lcals_HYDRO_1D            , -0.00073        ,         , -0.00035        ,         , 0               ,         , -0.00076        ,        
Lcals_HYDRO_2D            , -0.00064        ,         , 0.0074          ,         , 0               ,         , 0.071           ,        
Lcals_INT_PREDICT         , -0.012          ,         , -0.014          ,         , 0               ,         , -0.00038        ,        
Lcals_PLANCKIAN           , -8.6e-05        ,         , 0.0006          ,         , 0               ,         , -0.011          ,        
Lcals_TRIDIAG_ELIM        , -0.0015         ,         , -0.0025         ,         , 0               ,         , 0.0076          ,        
Stream_ADD                , -0.00021        ,         , -0.00043        ,         , 0.001           ,         , 0.0012          ,        
Stream_COPY               , -2.9e-05        ,         , -0.3            ,         , 0.00052         ,         , -0.0002         ,        
Stream_DOT                , -0.00041        ,         , 0.011           ,         , 0               ,         , -0.23           ,        
Stream_MUL                , 0.015           ,         , 0.016           ,         , 0.0027          ,         , 0.0017          ,        
Stream_TRIAD              , -0.00028        ,         , 0.00019         ,         , 1.9e-05         ,         , -0.00063        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.015          ,         , -0.3            ,         , -0.026          ,         , -0.44           ,        
Col Max                   , 0.069           ,         , 8.8             ,         , 0.29            ,         , inf             ,        
Col Avg                   , 0.0053          ,         , 0.32            ,         , 0.062           ,         , inf             ,        
Col Std Dev               , 0.00029         ,         , 2.2             ,         , 0.012           ,         , nan             ,        
