FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00024        ,         , -6.6e-05        ,         , -0.016          ,         , -0.0024         ,        
Apps_ENERGY               , 5e-05           ,         , -0.0008         ,         , 0               ,         , 0.00081         ,        
Apps_FIR                  , 0.00014         ,         , -0.077          ,         , 0               ,         , 0.038           ,        
Apps_HALOEXCHANGE         , 0.016           ,         , 0.076           ,         , 0               ,         , -0.011          ,        
Apps_LTIMES               , 0.0012          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00015         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.00011         ,         , 0.0012          ,         , 0               ,         , 0.0064          ,        
Apps_VOL3D                , 3.1e-05         ,         , 0.0077          ,         , 0               ,         , -0.15           ,        
Basic_DAXPY               , 0.021           ,         , 0.025           ,         , -0.00033        ,         , 0.00059         ,        
Basic_IF_QUAD             , -0.0038         ,         , 0.0073          ,         , 0.19            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_INIT3               , -8.7e-05        ,         , 2.2e-05         ,         , 0.0013          ,         , -0.0011         ,        
Basic_INIT_VIEW1D         , 3e-05           ,         , 5.2e-05         ,         , -0.0011         ,         , 0.0023          ,        
Basic_INIT_VIEW1D_OFFSET  , -2.5e-05        ,         , 1.1             ,OVER_TOL , 0.0029          ,         , 0.0062          ,        
Basic_MULADDSUB           , -0.0018         ,         , -0.0021         ,         , 0.22            ,OVER_TOL , 0.24            ,OVER_TOL
Basic_NESTED_INIT         , 0.055           ,         , 0.0073          ,         , 0.0027          ,         , 0.0065          ,        
Basic_PI_ATOMIC           , 0.0001          ,         , 1.5             ,OVER_TOL , -0.019          ,         , -0.089          ,        
Basic_REDUCE3_INT         , 0.00011         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.69            ,OVER_TOL
Basic_TRAP_INT            , 7e-05           ,         , -0.00016        ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , -0.00084        ,         , -0.12           ,         , 0               ,         , -0.00034        ,        
Lcals_EOS                 , 0.0017          ,         , 0.0014          ,         , 0               ,         , 3.2e-06         ,        
Lcals_FIRST_DIFF          , 0.016           ,         , 0.019           ,         , 0               ,         , -0.00061        ,        
Lcals_FIRST_MIN           , -0.04           ,         , 0.22            ,OVER_TOL , 0               ,         , -0.44           ,        
Lcals_FIRST_SUM           , 0.014           ,         , 0.016           ,         , 0               ,         , 0.051           ,        
Lcals_GEN_LIN_RECUR       , 4.7e-05         ,         , -0.00079        ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.00099         ,         , 0.00093         ,         , 0               ,         , -0.0014         ,        
Lcals_HYDRO_2D            , -0.00069        ,         , 0.0077          ,         , 0               ,         , 0.08            ,        
Lcals_INT_PREDICT         , 5.4e-06         ,         , -1.4e-05        ,         , 0               ,         , -0.00084        ,        
Lcals_PLANCKIAN           , -0.00019        ,         , -0.00031        ,         , 0               ,         , -0.0072         ,        
Lcals_TRIDIAG_ELIM        , 4.3e-05         ,         , 0.00012         ,         , 0               ,         , 0.012           ,        
Stream_ADD                , 0.00039         ,         , 0.00062         ,         , -0.0008         ,         , 0.0006          ,        
Stream_COPY               , 0.0056          ,         , -0.2            ,         , 0.00012         ,         , 4.6e-06         ,        
Stream_DOT                , -0.00017        ,         , 0.0091          ,         , 0               ,         , -0.22           ,        
Stream_MUL                , 0.011           ,         , 0.012           ,         , 0.0019          ,         , 0.0019          ,        
Stream_TRIAD              , 0.0023          ,         , 0.00089         ,         , 3.2e-05         ,         , -0.00084        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.04           ,         , -0.2            ,         , -0.019          ,         , -0.44           ,        
Col Max                   , 0.055           ,         , 8.8             ,         , 0.29            ,         , 0.69            ,        
Col Avg                   , 0.0029          ,         , 0.34            ,         , 0.064           ,         , 0.017           ,        
Col Std Dev               , 0.00017         ,         , 2.3             ,         , 0.013           ,         , 0.035           ,        
