Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.000 ,    1.001 ,   188.251 ,     189.630 ,   188.804 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      1.000 ,    1.000 ,    35.417 ,     Not run ,    35.486 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.000 ,    1.083 ,   370.571 ,     Not run ,   351.804 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      1.029 ,    0.932 ,     0.897 ,     Not run ,     0.907 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      0.999 ,    0.942 ,   110.760 ,      86.044 ,    84.178 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.000 ,    0.941 ,   110.726 ,      86.014 ,    84.296 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.000 ,    0.998 ,    33.756 ,     Not run ,    33.682 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.000 ,    0.992 ,   268.688 ,     Not run ,   306.510 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      0.984 ,    0.980 ,    17.776 ,      17.777 ,    17.763 ,         7.130 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.004 ,    0.998 ,   162.154 ,     137.716 ,   137.444 ,        86.674 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    1.000 ,    21.046 ,      20.672 ,    21.044 ,        10.610 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    62.025 ,      62.022 ,    61.738 ,        10.100 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    58.301 ,      58.134 ,    57.843 ,         9.432 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.002 ,    1.002 ,    22.015 ,      18.614 ,    18.605 ,        11.346 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      0.948 ,    0.993 ,    48.626 ,      48.125 ,    48.294 ,        12.226 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.397 ,     1.124 ,       1.136 ,     1.135 ,         0.962 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.102 ,     3.776 ,     Not run ,     2.310 ,         5.051 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    1.000 ,   115.183 ,     Not run ,   177.670 ,        76.110 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.000 ,    1.142 ,    15.823 ,     Not run ,    15.732 ,        10.498 ,        Not run
Lcals_EOS                 ,    1.000 ,      0.998 ,    0.999 ,    45.053 ,     Not run ,    45.132 ,        20.973 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      0.988 ,    0.987 ,    23.836 ,     Not run ,    23.835 ,         7.458 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      0.991 ,    0.798 ,    12.208 ,     Not run ,    21.407 ,         7.923 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      0.988 ,    0.988 ,    23.815 ,     Not run ,    22.666 ,         7.460 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.000 ,    1.000 ,    24.434 ,     Not run ,    27.193 ,        13.040 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      0.999 ,    0.999 ,    26.546 ,     Not run ,    26.485 ,        10.633 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.001 ,    0.992 ,    63.071 ,     Not run ,    57.541 ,        36.515 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.001 ,    1.000 ,    26.008 ,     Not run ,    25.974 ,        18.234 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.000 ,    1.000 ,   507.228 ,     Not run ,   511.552 ,       257.681 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.000 ,    1.000 ,    21.704 ,     Not run ,    21.595 ,        10.082 ,        Not run
Stream_ADD                ,    1.000 ,      0.999 ,    0.998 ,    19.925 ,      19.891 ,    19.893 ,         7.890 ,        Not run
Stream_COPY               ,    1.000 ,      0.996 ,    1.248 ,    28.806 ,      28.782 ,    28.782 ,         8.855 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.990 ,    32.092 ,     Not run ,    40.584 ,        18.091 ,        Not run
Stream_MUL                ,    1.000 ,      0.993 ,    0.992 ,    23.304 ,      23.265 ,    23.246 ,         7.259 ,        Not run
Stream_TRIAD              ,    1.000 ,      0.999 ,    0.998 ,    19.767 ,      19.827 ,    19.768 ,         7.898 ,        Not run
