FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.00016        ,         , 1.5             ,OVER_TOL , -8.6e-05        ,         , 0.028           ,         , 0               ,        
Basic_DAXPY               , 9.1e-05         ,         , 0.0043          ,         , 0.018           ,         , 0.0085          ,         , 0               ,        
Basic_IF_QUAD             , 0.013           ,         , 0.014           ,         , 0.074           ,         , 0.086           ,         , 0               ,        
Basic_INIT3               , 0.00019         ,         , 0.0014          ,         , 8.1e-06         ,         , 0.00035         ,         , 0               ,        
Basic_INIT_VIEW1D         , 0.00036         ,         , 0.00019         ,         , 0.00039         ,         , 0.00024         ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , 0.00038         ,         , 1.1             ,OVER_TOL , 0.0011          ,         , 0.037           ,         , 0               ,        
Basic_MULADDSUB           , -8.1e-05        ,         , 0.00058         ,         , 0.082           ,         , 0.089           ,         , 0               ,        
Basic_NESTED_INIT         , -0.0022         ,         , 0.00029         ,         , 0.0012          ,         , 3e-05           ,         , 0               ,        
Basic_REDUCE3_INT         , 0.00021         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.19            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -4e-05          ,         , 0.00063         ,         , 0               ,         , -0.39           ,         , 0               ,        
Stream_ADD                , 0.0085          ,         , 0.0091          ,         , 0.0014          ,         , 0.0017          ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0022         ,         , 0.00019         ,         , -8.6e-05        ,         , -0.39           ,         , 1.8e+308        ,        
Col Max                   , 0.013           ,         , 8.8             ,         , 0.082           ,         , 0.19            ,         , -1.8e+308       ,        
Col Avg                   , 0.0018          ,         , 1               ,         , 0.02            ,         , 0.0046          ,         , 0               ,        
Col Std Dev               , 1.9e-05         ,         , 6.3             ,         , 0.001           ,         , 0.019           ,         , 0               ,        
