FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.31           ,         , 0.73            ,OVER_TOL , 0.06            ,         , -0.031          ,         , 0               ,        
Basic_DAXPY               , -0.75           ,         , 0.12            ,OVER_TOL , -0.029          ,         , -0.011          ,         , 0               ,        
Basic_IF_QUAD             , -0.74           ,         , -0.35           ,         , -0.022          ,         , 0.023           ,         , 0               ,        
Basic_INIT3               , -0.61           ,         , 0.8             ,OVER_TOL , -0.016          ,         , -0.0064         ,         , 0               ,        
Basic_INIT_VIEW1D         , -0.56           ,         , 0.14            ,OVER_TOL , 0.0004          ,         , 0.0036          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -0.48           ,         , 1.4             ,OVER_TOL , -0.025          ,         , -0.019          ,         , 0               ,        
Basic_MULADDSUB           , -0.7            ,         , -0.74           ,         , -0.017          ,         , 0.042           ,         , 0               ,        
Basic_NESTED_INIT         , -0.51           ,         , -0.54           ,         , -0.028          ,         , 0.042           ,         , 0               ,        
Basic_REDUCE3_INT         , -0.6            ,         , -0.69           ,         , 0               ,         , -0.0047         ,         , 0               ,        
Basic_TRAP_INT            , -0.18           ,         , 0.082           ,         , 0               ,         , 0.067           ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.75           ,         , -0.74           ,         , -0.029          ,         , -0.031          ,         , 1.8e+308        ,        
Col Max                   , -0.18           ,         , 1.4             ,         , 0.06            ,         , 0.067           ,         , -1.8e+308       ,        
Col Avg                   , -0.55           ,         , 0.097           ,         , -0.0096         ,         , 0.011           ,         , 0               ,        
Col Std Dev               , 0.03            ,         , 0.46            ,         , 0.00076         ,         , 0.0009          ,         , 0               ,        
