FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00016        ,         , -0.0014         ,         , -0.0073         ,         , -0.0029         ,        
Apps_ENERGY               , 0.0002          ,         , 0.0005          ,         , 0               ,         , -0.0019         ,        
Apps_FIR                  , 1.2e-07         ,         , -0.077          ,         , 0               ,         , 0.053           ,        
Apps_HALOEXCHANGE         , -0.029          ,         , 0.073           ,         , 0               ,         , -0.011          ,        
Apps_LTIMES               , 0.0013          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00045         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.00035         ,         , 0.0017          ,         , 0               ,         , 0.0022          ,        
Apps_VOL3D                , 9.9e-05         ,         , 0.008           ,         , 0               ,         , -0.12           ,        
Basic_DAXPY               , 0.017           ,         , 0.02            ,         , -7.7e-05        ,         , 0.00073         ,        
Basic_IF_QUAD             , -0.0038         ,         , 0.0018          ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_INIT3               , -3.5e-05        ,         , 0.00023         ,         , 0.018           ,         , 0.00012         ,        
Basic_INIT_VIEW1D         , 1e-05           ,         , 7.3e-05         ,         , 3.6e-05         ,         , 0.0046          ,        
Basic_INIT_VIEW1D_OFFSET  , -5.8e-06        ,         , 1.1             ,OVER_TOL , 0.0029          ,         , 0.0079          ,        
Basic_MULADDSUB           , -0.0022         ,         , -0.0023         ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_NESTED_INIT         , 0.055           ,         , 0.0069          ,         , 0.01            ,         , 0.0069          ,        
Basic_PI_ATOMIC           , 4.3e-05         ,         , 1.5             ,OVER_TOL , -0.0099         ,         , -0.0094         ,        
Basic_REDUCE3_INT         , -9.9e-05        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.64            ,OVER_TOL
Basic_TRAP_INT            , -7e-05          ,         , -0.00012        ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , 0.00021         ,         , -0.12           ,         , 0               ,         , 0.0058          ,        
Lcals_EOS                 , 0.0015          ,         , 0.0014          ,         , 0               ,         , -0.0018         ,        
Lcals_FIRST_DIFF          , 0.012           ,         , 0.013           ,         , 0               ,         , 2.2e-05         ,        
Lcals_FIRST_MIN           , 0.0095          ,         , 0.25            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.012           ,         , 0.013           ,         , 0               ,         , 0.051           ,        
Lcals_GEN_LIN_RECUR       , -9.7e-05        ,         , -0.00031        ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.00078         ,         , 0.00094         ,         , 0               ,         , 0.0023          ,        
Lcals_HYDRO_2D            , -0.00086        ,         , 0.0082          ,         , 0               ,         , 0.096           ,        
Lcals_INT_PREDICT         , -0.00081        ,         , -0.00032        ,         , 0               ,         , 0.0013          ,        
Lcals_PLANCKIAN           , 2.7e-05         ,         , 1e-06           ,         , 0               ,         , -0.0085         ,        
Lcals_TRIDIAG_ELIM        , 3.7e-05         ,         , 0.0002          ,         , 0               ,         , 0.0051          ,        
Stream_ADD                , 0.00072         ,         , 0.0018          ,         , 0.0017          ,         , 0.0016          ,        
Stream_COPY               , 0.004           ,         , -0.2            ,         , 0.00086         ,         , 0.00085         ,        
Stream_DOT                , -0.00024        ,         , 0.0098          ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.0073          ,         , 0.0081          ,         , 0.0017          ,         , 0.0025          ,        
Stream_TRIAD              , 0.00077         ,         , 0.0019          ,         , -0.003          ,         , -8.2e-05        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.029          ,         , -0.2            ,         , -0.0099         ,         , -0.43           ,        
Col Max                   , 0.055           ,         , 8.8             ,         , 0.29            ,         , 0.64            ,        
Col Avg                   , 0.0025          ,         , 0.34            ,         , 0.063           ,         , 0.018           ,        
Col Std Dev               , 0.00013         ,         , 2.3             ,         , 0.011           ,         , 0.031           ,        
