FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , 0.0013          ,         , -0.003          ,         , -0.0034         ,         , -0.0031         ,        
Apps_ENERGY               , -0.0022         ,         , 0.0004          ,         , 0               ,         , -0.00086        ,        
Apps_FIR                  , 0.00078         ,         , -0.077          ,         , 0               ,         , 0.053           ,        
Apps_HALOEXCHANGE         , 0.62            ,OVER_TOL , 0.68            ,OVER_TOL , 0               ,         , -0.0057         ,        
Apps_LTIMES               , 0.0019          ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00068         ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.00024        ,         , -0.00049        ,         , 0               ,         , 0.0019          ,        
Apps_VOL3D                , 0.0012          ,         , 0.0081          ,         , 0               ,         , -0.17           ,        
Basic_DAXPY               , 0.033           ,         , 0.041           ,         , 0.00027         ,         , 0.0012          ,        
Basic_IF_QUAD             , -0.0048         ,         , 0.0041          ,         , 0.18            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_INIT3               , 0.0013          ,         , 0.0016          ,         , 0.0016          ,         , -0.00039        ,        
Basic_INIT_VIEW1D         , -0.00071        ,         , -0.00072        ,         , -7.8e-05        ,         , 0.0049          ,        
Basic_INIT_VIEW1D_OFFSET  , -6.8e-05        ,         , 1.1             ,OVER_TOL , 0.003           ,         , 0.0078          ,        
Basic_MULADDSUB           , 0.0026          ,         , -0.0017         ,         , 0.22            ,OVER_TOL , 0.22            ,OVER_TOL
Basic_NESTED_INIT         , 0.059           ,         , 0.0085          ,         , 0.013           ,         , 0.014           ,        
Basic_PI_ATOMIC           , -0.00017        ,         , 1.5             ,OVER_TOL , -0.07           ,         , -0.1            ,        
Basic_REDUCE3_INT         , -0.00023        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.72            ,OVER_TOL
Basic_TRAP_INT            , -0.00011        ,         , -3.6e-06        ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.00066        ,         , -0.13           ,         , 0               ,         , 0.0043          ,        
Lcals_EOS                 , 0.0026          ,         , 0.0035          ,         , 0               ,         , -0.00043        ,        
Lcals_FIRST_DIFF          , 0.016           ,         , 0.018           ,         , 0               ,         , 0.00075         ,        
Lcals_FIRST_MIN           , -0.023          ,         , 0.25            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.0065          ,         , 0.0068          ,         , 0               ,         , 0.052           ,        
Lcals_GEN_LIN_RECUR       , 0.0013          ,         , -0.0011         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0013          ,         , 0.0013          ,         , 0               ,         , 0.00029         ,        
Lcals_HYDRO_2D            , -0.00065        ,         , 0.0084          ,         , 0               ,         , 0.091           ,        
Lcals_INT_PREDICT         , 0.0014          ,         , 0.0011          ,         , 0               ,         , -0.00074        ,        
Lcals_PLANCKIAN           , 0.0003          ,         , 0.00029         ,         , 0               ,         , -0.0044         ,        
Lcals_TRIDIAG_ELIM        , -0.0018         ,         , -0.0017         ,         , 0               ,         , 0.0026          ,        
Stream_ADD                , 0.00058         ,         , 0.00086         ,         , 0.00059         ,         , 0.0018          ,        
Stream_COPY               , 0.0029          ,         , -0.29           ,         , 0.00021         ,         , 0.00012         ,        
Stream_DOT                , -0.00029        ,         , 0.0027          ,         , 0               ,         , -0.22           ,        
Stream_MUL                , 0.0055          ,         , 0.0066          ,         , 0.0017          ,         , 0.0027          ,        
Stream_TRIAD              , 0.00035         ,         , 0.0013          ,         , -0.0022         ,         , 0.0011          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.023          ,         , -0.29           ,         , -0.07           ,         , -0.43           ,        
Col Max                   , 0.62            ,         , 8.8             ,         , 0.29            ,         , 0.72            ,        
Col Avg                   , 0.021           ,         , 0.36            ,         , 0.061           ,         , 0.018           ,        
Col Std Dev               , 0.011           ,         , 2.3             ,         , 0.013           ,         , 0.036           ,        
