Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.001 ,    0.397 ,     0.193 ,       0.193 ,     0.188 ,             Not run ,         0.036 ,        Not run
Basic_DAXPY               ,    1.000 ,      0.997 ,    1.006 ,    11.513 ,      11.694 ,    11.471 ,             Not run ,         7.120 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.995 ,    0.994 ,   164.243 ,     151.644 ,   153.119 ,             Not run ,       108.633 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    0.999 ,    15.655 ,      15.633 ,    15.588 ,             Not run ,         8.323 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    0.999 ,    64.883 ,      64.813 ,    64.792 ,             Not run ,        26.609 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    60.236 ,      60.228 ,    60.075 ,             Not run ,        24.713 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.000 ,    0.999 ,    22.355 ,      22.484 ,    22.598 ,             Not run ,        10.942 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.000 ,    0.997 ,   103.185 ,     103.149 ,   103.194 ,             Not run ,        33.194 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.104 ,     3.724 ,     Not run ,     3.373 ,             Not run ,        11.074 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.001 ,    1.001 ,    18.545 ,     Not run ,    30.980 ,             Not run ,        22.390 ,        Not run
Stream_ADD                ,    1.000 ,      0.983 ,    0.985 ,    20.649 ,      20.624 ,    20.624 ,             Not run ,        20.334 ,        Not run
Stream_COPY               ,    1.000 ,      1.000 ,    1.437 ,    29.039 ,      29.037 ,    29.016 ,             Not run ,        25.621 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.998 ,    31.215 ,     Not run ,    40.468 ,             Not run ,        32.807 ,        Not run
Stream_MUL                ,    1.000 ,      0.976 ,    0.972 ,    22.627 ,      22.585 ,    22.564 ,             Not run ,        19.310 ,        Not run
Stream_TRIAD              ,    1.000 ,      0.999 ,    0.992 ,    19.340 ,      19.355 ,    19.358 ,             Not run ,        19.084 ,        Not run
