Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.908816 ,    Not run , 2.021685 ,   Not run ,     Not run ,  0.021219 ,      0.087049 ,        Not run
Algorithm_SORTPAIRS       , 2.040937 ,    Not run , 2.170883 ,   Not run ,     Not run ,  0.023140 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 1.282484 ,   1.281981 , 1.278198 ,  0.006974 ,    0.006787 ,  0.006941 ,      0.066437 ,        Not run
Apps_ENERGY               , 1.341791 ,   1.342182 , 1.342860 ,  0.037771 ,     Not run ,  0.037841 ,      0.126434 ,        Not run
Apps_FIR                  , 1.539178 ,   1.539567 , 1.420231 ,  0.004144 ,     Not run ,  0.004327 ,      0.022656 ,        Not run
Apps_HALOEXCHANGE         , 0.032433 ,   0.034287 , 0.036416 ,  0.035989 ,     Not run ,  0.035776 ,      1.095831 ,        Not run
Apps_LTIMES               , 1.708851 ,   1.708462 , 1.826122 ,  0.013575 ,    0.015900 ,  0.016269 ,      0.026245 ,        Not run
Apps_LTIMES_NOVIEW        , 1.708125 ,   1.706268 , 1.802030 ,  0.013573 ,    0.015854 ,  0.016414 ,       Not run ,        Not run
Apps_PRESSURE             , 1.581294 ,   1.579731 , 1.580254 ,  0.046936 ,     Not run ,  0.047232 ,      0.203935 ,        Not run
Apps_VOL3D                , 1.636392 ,   1.635470 , 1.648161 ,  0.005952 ,     Not run ,  0.005300 ,      0.018281 ,        Not run
Basic_DAXPY               , 0.289523 ,   0.295687 , 0.298316 ,  0.016238 ,    0.016256 ,  0.016276 ,      0.069867 ,        Not run
Basic_IF_QUAD             , 1.858077 ,   1.895106 , 1.874094 ,  0.012153 ,    0.014141 ,  0.014047 ,      0.032183 ,        Not run
Basic_INIT3               , 0.559449 ,   0.559653 , 0.559610 ,  0.027089 ,    0.027243 ,  0.027104 ,      0.080538 ,        Not run
Basic_INIT_VIEW1D         , 1.850136 ,   1.850006 , 1.850220 ,  0.029555 ,    0.029545 ,  0.029648 ,      0.349664 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719286 ,   1.719299 , 3.610295 ,  0.030358 ,    0.030464 ,  0.030605 ,      0.348121 ,        Not run
Basic_MULADDSUB           , 0.415175 ,   0.414337 , 0.414386 ,  0.019074 ,    0.022276 ,  0.022390 ,      0.056616 ,        Not run
Basic_NESTED_INIT         , 1.022554 ,   1.022681 , 0.968052 ,  0.011727 ,    0.011789 ,  0.012864 ,      0.140073 ,        Not run
Basic_PI_ATOMIC           , 0.119421 ,   0.119478 , 0.300862 ,  0.110971 ,    0.108257 ,  0.105254 ,      0.160419 ,        Not run
Basic_REDUCE3_INT         , 0.019011 ,   0.019005 , 0.181376 ,  0.002188 ,     Not run ,  0.002607 ,      0.010291 ,        Not run
Basic_TRAP_INT            , 0.271743 ,   0.271748 , 0.271717 ,  0.002343 ,     Not run ,  0.001478 ,      0.010123 ,        Not run
Lcals_DIFF_PREDICT        , 0.811192 ,   0.811110 , 0.709164 ,  0.051500 ,     Not run ,  0.051865 ,      0.080766 ,        Not run
Lcals_EOS                 , 0.985805 ,   0.985267 , 0.984647 ,  0.021778 ,     Not run ,  0.021803 ,      0.074853 ,        Not run
Lcals_FIRST_DIFF          , 1.099908 ,   1.120135 , 1.122113 ,  0.046995 ,     Not run ,  0.047022 ,      0.280133 ,        Not run
Lcals_FIRST_MIN           , 0.075789 ,   0.075780 , 0.095952 ,  0.006279 ,     Not run ,  0.003537 ,      0.022614 ,        Not run
Lcals_FIRST_SUM           , 1.112957 ,   1.120234 , 1.121075 ,  0.046971 ,     Not run ,  0.049563 ,      0.280356 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.266385 ,   1.265022 , 1.262370 ,  0.051491 ,     Not run ,  0.046207 ,      0.151389 ,        Not run
Lcals_HYDRO_1D            , 0.862053 ,   0.861323 , 0.861230 ,  0.032647 ,     Not run ,  0.032656 ,      0.140772 ,        Not run
Lcals_HYDRO_2D            , 1.408957 ,   1.408100 , 1.407975 ,  0.022437 ,     Not run ,  0.023144 ,      0.055188 ,        Not run
Lcals_INT_PREDICT         , 1.171129 ,   1.170409 , 1.171749 ,  0.045059 ,     Not run ,  0.045091 ,      0.086936 ,        Not run
Lcals_PLANCKIAN           , 1.330353 ,   1.330164 , 1.330231 ,  0.002645 ,     Not run ,  0.002644 ,      0.008072 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.939266 ,   0.939332 , 0.939431 ,  0.043354 ,     Not run ,  0.043670 ,      0.149661 ,        Not run
Stream_ADD                , 0.662045 ,   0.661108 , 0.659542 ,  0.032577 ,    0.032619 ,  0.032613 ,      0.140720 ,        Not run
Stream_COPY               , 1.208539 ,   1.218129 , 0.986941 ,  0.042067 ,    0.042077 ,  0.042082 ,      0.251565 ,        Not run
Stream_DOT                , 3.293706 ,   3.293095 , 3.341978 ,  0.101789 ,     Not run ,  0.079733 ,      0.439402 ,        Not run
Stream_MUL                , 0.961747 ,   0.973401 , 0.977144 ,  0.042059 ,    0.042142 ,  0.042174 ,      0.251954 ,        Not run
Stream_TRIAD              , 0.646184 ,   0.646376 , 0.646709 ,  0.032544 ,    0.032560 ,  0.032555 ,      0.140569 ,        Not run
