FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.058           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.061           ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0008         ,         , -0.002          ,         , 0.0017          ,         , -0.0016         ,        
Apps_ENERGY               , 0.00021         ,         , -4.4e-05        ,         , 0               ,         , -0.00016        ,        
Apps_FIR                  , -0.00044        ,         , -0.078          ,         , 0               ,         , 0.054           ,        
Apps_HALOEXCHANGE         , 0.04            ,         , 0.068           ,         , 0               ,         , -0.0073         ,        
Apps_LTIMES               , -0.0002         ,         , 0.07            ,         , 0.17            ,OVER_TOL , 0.21            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.00041        ,         , 0.056           ,         , 0.17            ,OVER_TOL , 0.2             ,OVER_TOL
Apps_PRESSURE             , -0.00011        ,         , 0.00071         ,         , 0               ,         , 0.011           ,        
Apps_VOL3D                , 0.00022         ,         , 0.0077          ,         , 0               ,         , -0.18           ,        
Basic_DAXPY               , 0.022           ,         , 0.03            ,         , 0.0016          ,         , 0.0014          ,        
Basic_IF_QUAD             , 0.015           ,         , 0.0093          ,         , 0.17            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_INIT3               , 0.00011         ,         , 0.00017         ,         , -0.00063        ,         , -0.0019         ,        
Basic_INIT_VIEW1D         , -5.6e-05        ,         , -4.4e-05        ,         , -0.0013         ,         , -0.008          ,        
Basic_INIT_VIEW1D_OFFSET  , -5.2e-05        ,         , 1.1             ,OVER_TOL , 0.0034          ,         , 0.0068          ,        
Basic_MULADDSUB           , -0.0025         ,         , -0.0025         ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_NESTED_INIT         , 9.9e-05         ,         , -0.052          ,         , 0.0035          ,         , 0.047           ,        
Basic_PI_ATOMIC           , -0.0002         ,         , 1.5             ,OVER_TOL , -0.00024        ,         , 0.00036         ,        
Basic_REDUCE3_INT         , 0.00022         ,         , 8.5             ,OVER_TOL , 0               ,         , 0.21            ,OVER_TOL
Basic_TRAP_INT            , -9.3e-05        ,         , 0.00044         ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , -0.00074        ,         , -0.12           ,         , 0               ,         , -9.6e-05        ,        
Lcals_EOS                 , 0.0014          ,         , 0.00082         ,         , 0               ,         , 0.0025          ,        
Lcals_FIRST_DIFF          , 0.013           ,         , 0.014           ,         , 0               ,         , 0.00035         ,        
Lcals_FIRST_MIN           , -0.00016        ,         , 0.25            ,OVER_TOL , 0               ,         , -0.45           ,        
Lcals_FIRST_SUM           , 0.01            ,         , 0.011           ,         , 0               ,         , 0.048           ,        
Lcals_GEN_LIN_RECUR       , 0.0007          ,         , -0.0018         ,         , 0               ,         , -0.098          ,        
Lcals_HYDRO_1D            , -0.00054        ,         , -0.0012         ,         , 0               ,         , 0.00041         ,        
Lcals_HYDRO_2D            , 0.0015          ,         , 5.6e-05         ,         , 0               ,         , 0.0057          ,        
Lcals_INT_PREDICT         , 3.1e-05         ,         , 0.0021          ,         , 0               ,         , 0.00065         ,        
Lcals_PLANCKIAN           , -4.5e-05        ,         , -0.00017        ,         , 0               ,         , -0.004          ,        
Lcals_TRIDIAG_ELIM        , -0.00016        ,         , 0.00033         ,         , 0               ,         , 0.0082          ,        
Stream_ADD                , 0.0016          ,         , 0.0018          ,         , 0.00059         ,         , 0.0016          ,        
Stream_COPY               , 0.0047          ,         , -0.21           ,         , -0.00036        ,         , 0.00036         ,        
Stream_DOT                , 3.1e-05         ,         , 0.015           ,         , 0               ,         , -0.23           ,        
Stream_MUL                , 0.01            ,         , 0.011           ,         , 0.0034          ,         , 0.0036          ,        
Stream_TRIAD              , 0.00068         ,         , 0.0015          ,         , 0.00031         ,         , 9.6e-05         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0025         ,         , -0.21           ,         , -0.0013         ,         , -0.45           ,        
Col Max                   , 0.04            ,         , 8.5             ,         , 0.18            ,         , inf             ,        
Col Avg                   , 0.0034          ,         , 0.32            ,         , 0.047           ,         , inf             ,        
Col Std Dev               , 6.8e-05         ,         , 2               ,         , 0.0059          ,         , nan             ,        
