Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.281219 ,   1.281073 , 1.279511 ,  0.006867 ,    0.006752 ,  0.006855 ,       Not run ,        Not run
Apps_ENERGY               , 1.339645 ,   1.339813 , 1.339347 ,  0.037879 ,     Not run ,  0.037757 ,       Not run ,        Not run
Apps_FIR                  , 1.539123 ,   1.539057 , 1.420820 ,  0.004164 ,     Not run ,  0.004320 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.037404 ,   0.032380 , 0.035945 ,  0.037144 ,     Not run ,  0.036567 ,       Not run ,        Not run
Apps_LTIMES               , 1.709396 ,   1.711850 , 1.815337 ,  0.015425 ,    0.019864 ,  0.020310 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 1.707189 ,   1.708514 , 1.815178 ,  0.015431 ,    0.019860 ,  0.020272 ,       Not run ,        Not run
Apps_PRESSURE             , 1.581293 ,   1.581384 , 1.581329 ,  0.046781 ,     Not run ,  0.047145 ,       Not run ,        Not run
Apps_VOL3D                , 1.635270 ,   1.635590 , 1.648456 ,  0.006397 ,     Not run ,  0.005597 ,       Not run ,        Not run
Basic_DAXPY               , 0.287932 ,   0.296742 , 0.299909 ,  0.016392 ,    0.016398 ,  0.016408 ,      0.041078 ,        Not run
Basic_IF_QUAD             , 1.884614 ,   1.874995 , 1.894195 ,  0.012167 ,    0.014520 ,  0.014511 ,      0.022199 ,        Not run
Basic_INIT3               , 0.557433 ,   0.557398 , 0.557448 ,  0.026862 ,    0.026857 ,  0.026834 ,      0.052497 ,        Not run
Basic_INIT_VIEW1D         , 1.850036 ,   1.850038 , 1.850171 ,  0.030487 ,    0.030482 ,  0.030614 ,      0.185752 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719217 ,   1.719214 , 3.611764 ,  0.029892 ,    0.029986 ,  0.030106 ,      0.183776 ,        Not run
Basic_MULADDSUB           , 0.414031 ,   0.413523 , 0.413438 ,  0.018732 ,    0.023254 ,  0.023155 ,      0.036932 ,        Not run
Basic_NESTED_INIT         , 0.968662 ,   1.022269 , 0.975881 ,  0.017372 ,    0.017401 ,  0.017485 ,      0.075794 ,        Not run
Basic_PI_ATOMIC           , 0.119441 ,   0.119411 , 0.300886 ,  0.105189 ,    0.105162 ,  0.105217 ,      0.124165 ,        Not run
Basic_REDUCE3_INT         , 0.019009 ,   0.019014 , 0.186253 ,  0.005047 ,     Not run ,  0.008329 ,      0.003787 ,        Not run
Basic_TRAP_INT            , 0.271746 ,   0.271699 , 0.271724 ,  0.002360 ,     Not run ,  0.001529 ,      0.003602 ,        Not run
Lcals_DIFF_PREDICT        , 0.808493 ,   0.810838 , 0.710200 ,  0.051314 ,     Not run ,  0.051470 ,      0.077386 ,        Not run
Lcals_EOS                 , 0.985813 ,   0.986994 , 0.986864 ,  0.021804 ,     Not run ,  0.021878 ,      0.046886 ,        Not run
Lcals_FIRST_DIFF          , 1.100038 ,   1.111784 , 1.113883 ,  0.047168 ,     Not run ,  0.047163 ,      0.148396 ,        Not run
Lcals_FIRST_MIN           , 0.078826 ,   0.075767 , 0.096000 ,  0.006227 ,     Not run ,  0.003551 ,      0.009595 ,        Not run
Lcals_FIRST_SUM           , 1.102791 ,   1.108612 , 1.111138 ,  0.047829 ,     Not run ,  0.050108 ,      0.152335 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.251470 ,   1.251464 , 1.251659 ,  0.051723 ,     Not run ,  0.046527 ,      0.097306 ,        Not run
Lcals_HYDRO_1D            , 0.861881 ,   0.862572 , 0.862802 ,  0.032846 ,     Not run ,  0.032753 ,      0.081748 ,        Not run
Lcals_HYDRO_2D            , 1.421959 ,   1.421561 , 1.432633 ,  0.022385 ,     Not run ,  0.024388 ,      0.038732 ,        Not run
Lcals_INT_PREDICT         , 1.167098 ,   1.169631 , 1.167583 ,  0.044982 ,     Not run ,  0.045079 ,      0.064253 ,        Not run
Lcals_PLANCKIAN           , 1.344314 ,   1.343554 , 1.344208 ,  0.002668 ,     Not run ,  0.002645 ,      0.005229 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.940749 ,   0.940643 , 0.940860 ,  0.043507 ,     Not run ,  0.043636 ,      0.093541 ,        Not run
Stream_ADD                , 0.694607 ,   0.694608 , 0.694525 ,  0.032555 ,    0.032537 ,  0.032621 ,      0.081768 ,        Not run
Stream_COPY               , 1.199555 ,   1.200518 , 0.853332 ,  0.042157 ,    0.042158 ,  0.042163 ,      0.133020 ,        Not run
Stream_DOT                , 3.292095 ,   3.290908 , 3.323784 ,  0.102346 ,     Not run ,  0.080470 ,      0.181548 ,        Not run
Stream_MUL                , 0.950380 ,   0.962205 , 0.963507 ,  0.042162 ,    0.042243 ,  0.042226 ,      0.133187 ,        Not run
Stream_TRIAD              , 0.650982 ,   0.653679 , 0.652242 ,  0.032726 ,    0.032728 ,  0.032731 ,      0.081511 ,        Not run
