FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , 0.0012          ,         , -0.0031         ,         , -0.024          ,         , -0.0067         ,        
Apps_ENERGY               , -0.00067        ,         , -0.00065        ,         , 0               ,         , -0.002          ,        
Apps_FIR                  , -0.00072        ,         , -0.078          ,         , 0               ,         , 0.048           ,        
Apps_HALOEXCHANGE         , -0.31           ,         , -0.29           ,         , 0               ,         , -0.009          ,        
Apps_LTIMES               , 0.00059         ,         , 0.061           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00019         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.0015         ,         , -0.0017         ,         , 0               ,         , 0.0036          ,        
Apps_VOL3D                , 0.0002          ,         , 0.0081          ,         , 0               ,         , -0.18           ,        
Basic_DAXPY               , 0.03            ,         , 0.042           ,         , 9.4e-06         ,         , 0.0011          ,        
Basic_IF_QUAD             , -0.0048         ,         , 0.0039          ,         , 0.2             ,OVER_TOL , 0.2             ,OVER_TOL
Basic_INIT3               , -0.00037        ,         , 1.6e-05         ,         , -0.0027         ,         , -2.8e-05        ,        
Basic_INIT_VIEW1D         , -6.9e-05        ,         , 2.3e-05         ,         , -0.00073        ,         , 0.0048          ,        
Basic_INIT_VIEW1D_OFFSET  , -5.2e-05        ,         , 1.1             ,OVER_TOL , 0.0037          ,         , 0.0094          ,        
Basic_MULADDSUB           , -0.0064         ,         , -0.0066         ,         , 0.24            ,OVER_TOL , 0.23            ,OVER_TOL
Basic_NESTED_INIT         , 0.057           ,         , 0.0085          ,         , 0.0033          ,         , 0.0072          ,        
Basic_PI_ATOMIC           , -0.00039        ,         , 1.5             ,OVER_TOL , -0.00018        ,         , 0.00026         ,        
Basic_REDUCE3_INT         , -6.4e-05        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.69            ,OVER_TOL
Basic_TRAP_INT            , -0.00036        ,         , -0.00017        ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , 0.0021          ,         , -0.12           ,         , 0               ,         , -0.0062         ,        
Lcals_EOS                 , 0.0015          ,         , 0.0014          ,         , 0               ,         , 0.00096         ,        
Lcals_FIRST_DIFF          , 0.021           ,         , 0.028           ,         , 0               ,         , -0.0004         ,        
Lcals_FIRST_MIN           , -0.00083        ,         , 0.28            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.018           ,         , 0.024           ,         , 0               ,         , 0.052           ,        
Lcals_GEN_LIN_RECUR       , 0.00022         ,         , 0.00023         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.001           ,         , 0.00093         ,         , 0               ,         , 0.0012          ,        
Lcals_HYDRO_2D            , -0.0005         ,         , 0.0075          ,         , 0               ,         , 0.088           ,        
Lcals_INT_PREDICT         , 0.0031          ,         , 0.0018          ,         , 0               ,         , 0.0042          ,        
Lcals_PLANCKIAN           , 0.00042         ,         , 0.00033         ,         , 0               ,         , -0.01           ,        
Lcals_TRIDIAG_ELIM        , 2.3e-05         ,         , 0.00018         ,         , 0               ,         , 0.0037          ,        
Stream_ADD                , 0.0051          ,         , 0.0081          ,         , 0.0014          ,         , 0.0014          ,        
Stream_COPY               , 0.0016          ,         , -0.3            ,         , 0.00011         ,         , 0.00062         ,        
Stream_DOT                , -0.00038        ,         , 0.0096          ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.016           ,         , 0.017           ,         , 0.0011          ,         , 0.0023          ,        
Stream_TRIAD              , -0.00062        ,         , 0.00024         ,         , 0.00026         ,         , 0.00031         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.31           ,         , -0.3            ,         , -0.024          ,         , -0.43           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.29            ,         , 0.69            ,        
Col Avg                   , -0.005          ,         , 0.33            ,         , 0.066           ,         , 0.019           ,        
Col Std Dev               , 0.003           ,         , 2.3             ,         , 0.013           ,         , 0.035           ,        
