Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.551915 ,   1.551633 , 1.542380 ,  0.006810 ,    0.006845 ,  0.006788 ,       Not run ,        Not run
Apps_ENERGY               , 1.589678 ,   1.590641 , 1.589345 ,  0.037764 ,     Not run ,  0.037688 ,       Not run ,        Not run
Apps_FIR                  , 1.856992 ,   1.855729 , 1.710561 ,  0.004137 ,     Not run ,  0.004363 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.028683 ,   0.029430 , 0.031217 ,  0.042578 ,     Not run ,  0.042032 ,       Not run ,        Not run
Apps_LTIMES               , 2.061630 ,   2.062389 , 2.189849 ,  0.015432 ,    0.019863 ,  0.020306 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 2.061324 ,   2.061684 , 2.189773 ,  0.015434 ,    0.019866 ,  0.020279 ,       Not run ,        Not run
Apps_PRESSURE             , 1.892702 ,   1.889842 , 1.889554 ,  0.046627 ,     Not run ,  0.046903 ,       Not run ,        Not run
Apps_VOL3D                , 1.976062 ,   1.976061 , 1.991329 ,  0.006390 ,     Not run ,  0.005476 ,       Not run ,        Not run
Basic_DAXPY               , 0.336346 ,   0.339768 , 0.343070 ,  0.016326 ,    0.016347 ,  0.016366 ,      0.045660 ,        Not run
Basic_IF_QUAD             , 2.271192 ,   2.260431 , 2.281812 ,  0.011727 ,    0.013917 ,  0.013938 ,      0.023674 ,        Not run
Basic_INIT3               , 0.613759 ,   0.613708 , 0.613749 ,  0.027020 ,    0.026982 ,  0.027030 ,      0.057322 ,        Not run
Basic_INIT_VIEW1D         , 2.230551 ,   2.230546 , 2.230713 ,  0.030364 ,    0.030353 ,  0.030507 ,      0.209405 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 2.072827 ,   2.072790 , 4.354719 ,  0.030333 ,    0.030441 ,  0.030602 ,      0.213172 ,        Not run
Basic_MULADDSUB           , 0.481841 ,   0.481051 , 0.481167 ,  0.018889 ,    0.023199 ,  0.023336 ,      0.040339 ,        Not run
Basic_NESTED_INIT         , 1.166640 ,   1.232613 , 1.176620 ,  0.019354 ,    0.019406 ,  0.019474 ,      0.088295 ,        Not run
Basic_PI_ATOMIC           , 0.143986 ,   0.143962 , 0.362715 ,  0.118737 ,    0.112624 ,  0.107413 ,      0.127879 ,        Not run
Basic_REDUCE3_INT         , 0.022916 ,   0.022921 , 0.224441 ,  0.005447 ,     Not run ,  0.009118 ,      0.004322 ,        Not run
Basic_TRAP_INT            , 0.327600 ,   0.327572 , 0.327593 ,  0.002550 ,     Not run ,  0.001589 ,      0.004117 ,        Not run
Lcals_DIFF_PREDICT        , 0.968269 ,   0.968225 , 0.843234 ,  0.051788 ,     Not run ,  0.051988 ,      0.079964 ,        Not run
Lcals_EOS                 , 1.185489 ,   1.187120 , 1.186593 ,  0.021832 ,     Not run ,  0.021838 ,      0.051736 ,        Not run
Lcals_FIRST_DIFF          , 1.295475 ,   1.316402 , 1.321514 ,  0.046181 ,     Not run ,  0.046190 ,      0.166807 ,        Not run
Lcals_FIRST_MIN           , 0.094596 ,   0.091363 , 0.117373 ,  0.006833 ,     Not run ,  0.003710 ,      0.010673 ,        Not run
Lcals_FIRST_SUM           , 1.300531 ,   1.314969 , 1.317870 ,  0.046168 ,     Not run ,  0.048561 ,      0.166701 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.502045 ,   1.503076 , 1.499096 ,  0.051513 ,     Not run ,  0.046326 ,      0.106130 ,        Not run
Lcals_HYDRO_1D            , 1.035820 ,   1.036940 , 1.037223 ,  0.032524 ,     Not run ,  0.032572 ,      0.090614 ,        Not run
Lcals_HYDRO_2D            , 1.665183 ,   1.665008 , 1.677679 ,  0.022277 ,     Not run ,  0.024687 ,      0.041416 ,        Not run
Lcals_INT_PREDICT         , 1.368727 ,   1.368715 , 1.369002 ,  0.044834 ,     Not run ,  0.045016 ,      0.067840 ,        Not run
Lcals_PLANCKIAN           , 1.617354 ,   1.617419 , 1.617332 ,  0.002656 ,     Not run ,  0.002649 ,      0.005712 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.045035 ,   1.044959 , 1.044999 ,  0.043468 ,     Not run ,  0.043520 ,      0.102898 ,        Not run
Stream_ADD                , 0.727001 ,   0.727842 , 0.727609 ,  0.032416 ,    0.032430 ,  0.032487 ,      0.090825 ,        Not run
Stream_COPY               , 1.450510 ,   1.452968 , 1.117961 ,  0.041290 ,    0.041336 ,  0.041309 ,      0.149984 ,        Not run
Stream_DOT                , 3.968949 ,   3.967965 , 4.003138 ,  0.108944 ,     Not run ,  0.084187 ,      0.203092 ,        Not run
Stream_MUL                , 1.127335 ,   1.146273 , 1.150486 ,  0.041353 ,    0.041408 ,  0.041451 ,      0.149621 ,        Not run
Stream_TRIAD              , 0.730890 ,   0.735257 , 0.731169 ,  0.032522 ,    0.032459 ,  0.032498 ,      0.090744 ,        Not run
