Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.281402 ,   1.283203 , 1.277583 ,  0.006870 ,    0.006857 ,  0.006866 ,       Not run ,        Not run
Apps_ENERGY               , 1.351638 ,   1.347653 , 1.347603 ,  0.037741 ,     Not run ,  0.037872 ,       Not run ,        Not run
Apps_FIR                  , 1.539519 ,   1.539652 , 1.420325 ,  0.004155 ,     Not run ,  0.004368 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.023860 ,   0.027792 , 0.036749 ,  0.037282 ,     Not run ,  0.036805 ,       Not run ,        Not run
Apps_LTIMES               , 1.711626 ,   1.712891 , 1.815276 ,  0.015429 ,    0.019868 ,  0.020315 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 1.708778 ,   1.709474 , 1.815441 ,  0.015438 ,    0.019814 ,  0.020279 ,       Not run ,        Not run
Apps_PRESSURE             , 1.583237 ,   1.583514 , 1.581240 ,  0.047008 ,     Not run ,  0.047387 ,       Not run ,        Not run
Apps_VOL3D                , 1.635300 ,   1.635505 , 1.650341 ,  0.006429 ,     Not run ,  0.005275 ,       Not run ,        Not run
Basic_DAXPY               , 0.284811 ,   0.290086 , 0.292337 ,  0.016434 ,    0.016454 ,  0.016455 ,      0.041132 ,        Not run
Basic_IF_QUAD             , 1.887281 ,   1.875883 , 1.896844 ,  0.012180 ,    0.014070 ,  0.014082 ,      0.022223 ,        Not run
Basic_INIT3               , 0.576411 ,   0.576330 , 0.576458 ,  0.027282 ,    0.027275 ,  0.027230 ,      0.053020 ,        Not run
Basic_INIT_VIEW1D         , 1.850100 ,   1.850003 , 1.850151 ,  0.030566 ,    0.030552 ,  0.030663 ,      0.187101 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719161 ,   1.719340 , 3.611842 ,  0.029961 ,    0.030081 ,  0.030163 ,      0.184119 ,        Not run
Basic_MULADDSUB           , 0.421414 ,   0.420587 , 0.420606 ,  0.019092 ,    0.022333 ,  0.022200 ,      0.037133 ,        Not run
Basic_NESTED_INIT         , 0.967596 ,   1.022331 , 0.975912 ,  0.020112 ,    0.020207 ,  0.020255 ,      0.078799 ,        Not run
Basic_PI_ATOMIC           , 0.119442 ,   0.119417 , 0.300869 ,  0.115875 ,    0.114501 ,  0.105691 ,      0.124532 ,        Not run
Basic_REDUCE3_INT         , 0.019007 ,   0.019014 , 0.186197 ,  0.005158 ,     Not run ,  0.008461 ,      0.003799 ,        Not run
Basic_TRAP_INT            , 0.271700 ,   0.271722 , 0.271688 ,  0.002436 ,     Not run ,  0.001556 ,      0.003564 ,        Not run
Lcals_DIFF_PREDICT        , 0.812675 ,   0.812753 , 0.713020 ,  0.051721 ,     Not run ,  0.051524 ,      0.078280 ,        Not run
Lcals_EOS                 , 0.985838 ,   0.986898 , 0.988541 ,  0.021783 ,     Not run ,  0.021770 ,      0.046861 ,        Not run
Lcals_FIRST_DIFF          , 1.092059 ,   1.105178 , 1.108839 ,  0.047131 ,     Not run ,  0.047158 ,      0.147802 ,        Not run
Lcals_FIRST_MIN           , 0.079860 ,   0.075765 , 0.096593 ,  0.006287 ,     Not run ,  0.003540 ,      0.009586 ,        Not run
Lcals_FIRST_SUM           , 1.093289 ,   1.102559 , 1.106345 ,  0.047148 ,     Not run ,  0.049561 ,      0.147931 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.259376 ,   1.259429 , 1.259306 ,  0.051572 ,     Not run ,  0.046416 ,      0.097127 ,        Not run
Lcals_HYDRO_1D            , 0.862877 ,   0.863916 , 0.863893 ,  0.032867 ,     Not run ,  0.032908 ,      0.081714 ,        Not run
Lcals_HYDRO_2D            , 1.422547 ,   1.422632 , 1.432955 ,  0.022270 ,     Not run ,  0.024160 ,      0.038533 ,        Not run
Lcals_INT_PREDICT         , 1.185614 ,   1.183733 , 1.186586 ,  0.045095 ,     Not run ,  0.045156 ,      0.064297 ,        Not run
Lcals_PLANCKIAN           , 1.345009 ,   1.345333 , 1.344996 ,  0.002655 ,     Not run ,  0.002650 ,      0.005248 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.966085 ,   0.966011 , 0.966094 ,  0.043347 ,     Not run ,  0.043794 ,      0.093517 ,        Not run
Stream_ADD                , 0.704434 ,   0.704014 , 0.704505 ,  0.032476 ,    0.032507 ,  0.032530 ,      0.081911 ,        Not run
Stream_COPY               , 1.201057 ,   1.203946 , 0.864623 ,  0.042801 ,    0.042750 ,  0.042304 ,      0.134029 ,        Not run
Stream_DOT                , 3.292076 ,   3.291231 , 3.322436 ,  0.102609 ,     Not run ,  0.080203 ,      0.181716 ,        Not run
Stream_MUL                , 0.958550 ,   0.968120 , 0.970641 ,  0.042190 ,    0.042286 ,  0.042301 ,      0.132987 ,        Not run
Stream_TRIAD              , 0.660327 ,   0.660009 , 0.660229 ,  0.032647 ,    0.032640 ,  0.032636 ,      0.081963 ,        Not run
