FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , 0.0014          ,         , -0.0029         ,         , -0.032          ,         , 0.00033         ,        
Apps_ENERGY               , -0.0033         ,         , -0.00018        ,         , 0               ,         , -0.001          ,        
Apps_FIR                  , 0.00071         ,         , -0.077          ,         , 0               ,         , 0.043           ,        
Apps_HALOEXCHANGE         , 0.083           ,         , 0.1             ,OVER_TOL , 0               ,         , -0.017          ,        
Apps_LTIMES               , 0.0021          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00052         ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , 0.00072         ,         , -0.0012         ,         , 0               ,         , 0.0023          ,        
Apps_VOL3D                , 0.0013          ,         , 0.0081          ,         , 0               ,         , -0.17           ,        
Basic_DAXPY               , 0.022           ,         , 0.026           ,         , -0.00079        ,         , 0.00024         ,        
Basic_IF_QUAD             , -0.0067         ,         , 0.0067          ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_INIT3               , -7.3e-05        ,         , 9.9e-05         ,         , 0.0032          ,         , -0.0019         ,        
Basic_INIT_VIEW1D         , -1.8e-05        ,         , 5.4e-05         ,         , -0.00022        ,         , 0.0064          ,        
Basic_INIT_VIEW1D_OFFSET  , 1.7e-05         ,         , 1.1             ,OVER_TOL , 0.0029          ,         , 0.0089          ,        
Basic_MULADDSUB           , 0.0014          ,         , -0.0025         ,         , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_NESTED_INIT         , 0.056           ,         , 0.0081          ,         , 0.0017          ,         , 0.0074          ,        
Basic_PI_ATOMIC           , 6.5e-05         ,         , 1.5             ,OVER_TOL , -0.00035        ,         , 0.0002          ,        
Basic_REDUCE3_INT         , -6.8e-05        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.81            ,OVER_TOL
Basic_TRAP_INT            , -0.00012        ,         , -0.00011        ,         , 0               ,         , -0.34           ,        
Lcals_DIFF_PREDICT        , 0.00031         ,         , -0.12           ,         , 0               ,         , -0.0021         ,        
Lcals_EOS                 , 0.0013          ,         , 0.0013          ,         , 0               ,         , -0.0003         ,        
Lcals_FIRST_DIFF          , 0.012           ,         , 0.013           ,         , 0               ,         , 0.001           ,        
Lcals_FIRST_MIN           , -0.0091         ,         , 0.2             ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.0088          ,         , 0.0086          ,         , 0               ,         , 0.049           ,        
Lcals_GEN_LIN_RECUR       , 1.6e-05         ,         , 0.00021         ,         , 0               ,         , -0.099          ,        
Lcals_HYDRO_1D            , 0.00094         ,         , 0.00076         ,         , 0               ,         , 0.0035          ,        
Lcals_HYDRO_2D            , -0.00068        ,         , 0.0081          ,         , 0               ,         , 0.078           ,        
Lcals_INT_PREDICT         , -0.00014        ,         , 0.0012          ,         , 0               ,         , -0.0018         ,        
Lcals_PLANCKIAN           , -7.8e-05        ,         , 0.00079         ,         , 0               ,         , -0.0039         ,        
Lcals_TRIDIAG_ELIM        , 0.00025         ,         , 0.00055         ,         , 0               ,         , 0.0094          ,        
Stream_ADD                , 0.00057         ,         , 0.0011          ,         , 0.00064         ,         , 0.0021          ,        
Stream_COPY               , 0.0022          ,         , -0.32           ,         , -0.00094        ,         , 0.00012         ,        
Stream_DOT                , -0.00029        ,         , 0.0092          ,         , 0               ,         , -0.19           ,        
Stream_MUL                , 0.011           ,         , 0.012           ,         , 0.0019          ,         , 0.0023          ,        
Stream_TRIAD              , -0.00027        ,         , 0.00019         ,         , -0.00044        ,         , 4.8e-05         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0091         ,         , -0.32           ,         , -0.032          ,         , -0.43           ,        
Col Max                   , 0.083           ,         , 8.8             ,         , 0.29            ,         , 0.81            ,        
Col Avg                   , 0.0055          ,         , 0.34            ,         , 0.06            ,         , 0.022           ,        
Col Std Dev               , 0.0003          ,         , 2.3             ,         , 0.012           ,         , 0.038           ,        
