FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , 0.00051         ,         , 1.5             ,OVER_TOL , -0.0036         ,         , 0.03            ,         , 0               ,        
Basic_DAXPY               , 3.6e-05         ,         , 0.0002          ,         , -0.013          ,         , 0.014           ,         , 0               ,        
Basic_IF_QUAD             , 0.02            ,         , 0.02            ,         , 0.078           ,         , 0.082           ,         , 0               ,        
Basic_INIT3               , -8.3e-05        ,         , -0.001          ,         , -0.0024         ,         , 0.0045          ,         , 0               ,        
Basic_INIT_VIEW1D         , 0.00039         ,         , 0.0002          ,         , 0.00059         ,         , 0.0015          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -0.00046        ,         , 1.1             ,OVER_TOL , 0.024           ,         , 0.034           ,         , 0               ,        
Basic_MULADDSUB           , 0.00012         ,         , 0.00082         ,         , 0.035           ,         , 0.031           ,         , 0               ,        
Basic_NESTED_INIT         , -0.0024         ,         , 0.00056         ,         , 0.0013          ,         , 0.00073         ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00011        ,         , 8.5             ,OVER_TOL , 0               ,         , 0.22            ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , 0.0007          ,         , -2.8e-05        ,         , 0               ,         , -0.38           ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0024         ,         , -0.001          ,         , -0.013          ,         , -0.38           ,         , 1.8e+308        ,        
Col Max                   , 0.02            ,         , 8.5             ,         , 0.078           ,         , 0.22            ,         , -1.8e+308       ,        
Col Avg                   , 0.0019          ,         , 1.1             ,         , 0.015           ,         , 0.0042          ,         , 0               ,        
Col Std Dev               , 3.9e-05         ,         , 6.4             ,         , 0.00078         ,         , 0.02            ,         , 0               ,        
