FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Algorithm_SORT            , 0               ,         , 0.059           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 0.06            ,         , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0019         ,         , -0.0046         ,         , 0.0087          ,         , 0.0013          ,        
Apps_ENERGY               , 0.0011          ,         , -0.00072        ,         , 0               ,         , -0.00039        ,        
Apps_FIR                  , -0.012          ,         , -0.087          ,         , 0               ,         , 0.054           ,        
Apps_HALOEXCHANGE         , 0.092           ,         , 0.083           ,         , 0               ,         , -0.0098         ,        
Apps_LTIMES               , -0.0004         ,         , 0.07            ,         , 0.17            ,OVER_TOL , 0.2             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.00086        ,         , 0.056           ,         , 0.17            ,OVER_TOL , 0.2             ,OVER_TOL
Apps_PRESSURE             , -2.9e-06        ,         , 9.4e-05         ,         , 0               ,         , 0.0075          ,        
Apps_VOL3D                , 0.00061         ,         , 0.0082          ,         , 0               ,         , -0.16           ,        
Basic_DAXPY               , 0.016           ,         , 0.026           ,         , 0.0013          ,         , 0.0019          ,        
Basic_IF_QUAD             , -0.0089         ,         , 0.004           ,         , 0.16            ,OVER_TOL , 0.2             ,OVER_TOL
Basic_INIT3               , 0.00014         ,         , 0.00027         ,         , -0.0027         ,         , 0.00014         ,        
Basic_INIT_VIEW1D         , -3.3e-06        ,         , 4.1e-05         ,         , -0.00036        ,         , 0.0048          ,        
Basic_INIT_VIEW1D_OFFSET  , -0.00011        ,         , 1.1             ,OVER_TOL , 0.0044          ,         , 0.0095          ,        
Basic_MULADDSUB           , -0.0012         ,         , -0.0013         ,         , 0.17            ,OVER_TOL , 0.18            ,OVER_TOL
Basic_NESTED_INIT         , 0.001           ,         , -0.054          ,         , 0.0047          ,         , 0.098           ,        
Basic_PI_ATOMIC           , -4.1e-05        ,         , 1.5             ,OVER_TOL , -0.012          ,         , -0.041          ,        
Basic_REDUCE3_INT         , 0.00013         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.22            ,OVER_TOL
Basic_TRAP_INT            , 2.3e-05         ,         , 0.00011         ,         , 0               ,         , -0.36           ,        
Lcals_DIFF_PREDICT        , -0.0018         ,         , -0.13           ,         , 0               ,         , -0.0031         ,        
Lcals_EOS                 , 0.001           ,         , 0.00092         ,         , 0               ,         , 0.0017          ,        
Lcals_FIRST_DIFF          , 0.011           ,         , 0.012           ,         , 0               ,         , 0.0011          ,        
Lcals_FIRST_MIN           , -0.00045        ,         , 0.32            ,OVER_TOL , 0               ,         , -0.46           ,        
Lcals_FIRST_SUM           , 0.0084          ,         , 0.0099          ,         , 0               ,         , 0.051           ,        
Lcals_GEN_LIN_RECUR       , 0.0011          ,         , 0.0025          ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , -0.00045        ,         , -0.0025         ,         , 0               ,         , 0.00025         ,        
Lcals_HYDRO_2D            , 0.0017          ,         , -0.00024        ,         , 0               ,         , 0.032           ,        
Lcals_INT_PREDICT         , 0.0035          ,         , 0.0023          ,         , 0               ,         , -0.0015         ,        
Lcals_PLANCKIAN           , 0.0001          ,         , 4e-05           ,         , 0               ,         , -0.0016         ,        
Lcals_TRIDIAG_ELIM        , -0.00014        ,         , 1e-05           ,         , 0               ,         , 0.0059          ,        
Stream_ADD                , -0.00071        ,         , -0.0011         ,         , 0.0002          ,         , 0.0016          ,        
Stream_COPY               , 0.0029          ,         , -0.22           ,         , -0.0001         ,         , 0.0011          ,        
Stream_DOT                , -8.5e-05        ,         , 0.016           ,         , 0               ,         , -0.2            ,        
Stream_MUL                , 0.013           ,         , 0.014           ,         , 0.0027          ,         , 0.004           ,        
Stream_TRIAD              , 0.00079         ,         , 0.0014          ,         , 0.00035         ,         , 0.00025         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.012          ,         , -0.22           ,         , -0.012          ,         , -0.46           ,        
Col Max                   , 0.092           ,         , 8.8             ,         , 0.17            ,         , inf             ,        
Col Avg                   , 0.0037          ,         , 0.32            ,         , 0.045           ,         , inf             ,        
Col Std Dev               , 0.00026         ,         , 2.2             ,         , 0.0055          ,         , nan             ,        
