FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , 0.0014          ,         , -0.0062         ,         , 0.0076          ,         , -0.0029         ,        
Apps_ENERGY               , -0.0031         ,         , -0.0015         ,         , 0               ,         , 0.0019          ,        
Apps_FIR                  , -4.5e-06        ,         , -0.078          ,         , 0               ,         , 0.055           ,        
Apps_HALOEXCHANGE         , 0.057           ,         , 0.18            ,OVER_TOL , 0               ,         , -0.017          ,        
Apps_LTIMES               , -0.00042        ,         , 0.06            ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.0005          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.0014         ,         , -0.002          ,         , 0               ,         , 0.0053          ,        
Apps_VOL3D                , 0.00022         ,         , 0.0093          ,         , 0               ,         , -0.2            ,        
Basic_DAXPY               , 0.044           ,         , 0.05            ,         , 0.00033         ,         , 0.0013          ,        
Basic_IF_QUAD             , -0.0052         ,         , 0.0059          ,         , 0.14            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_INIT3               , 6.7e-08         ,         , 0.00025         ,         , -0.0021         ,         , -0.00081        ,        
Basic_INIT_VIEW1D         , 5.5e-05         ,         , 7.1e-05         ,         , -0.00029        ,         , 0.0036          ,        
Basic_INIT_VIEW1D_OFFSET  , -5.6e-05        ,         , 1.1             ,OVER_TOL , 0.0035          ,         , 0.0063          ,        
Basic_MULADDSUB           , -0.0017         ,         , -0.0018         ,         , 0.16            ,OVER_TOL , 0.17            ,OVER_TOL
Basic_NESTED_INIT         , 0.056           ,         , 0.0084          ,         , 0.0051          ,         , 0.007           ,        
Basic_PI_ATOMIC           , 1.4e-05         ,         , 1.5             ,OVER_TOL , -4.6e-05        ,         , 0.00036         ,        
Basic_REDUCE3_INT         , -5e-05          ,         , 8.8             ,OVER_TOL , 0               ,         , 0.67            ,OVER_TOL
Basic_TRAP_INT            , -6.6e-05        ,         , 6e-05           ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.00026        ,         , -0.12           ,         , 0               ,         , -0.0049         ,        
Lcals_EOS                 , 0.0011          ,         , 0.001           ,         , 0               ,         , -5.7e-05        ,        
Lcals_FIRST_DIFF          , 0.014           ,         , 0.0086          ,         , 0               ,         , 0.0002          ,        
Lcals_FIRST_MIN           , 0.045           ,         , 0.21            ,OVER_TOL , 0               ,         , -0.43           ,        
Lcals_FIRST_SUM           , 0.014           ,         , 0.013           ,         , 0               ,         , 0.049           ,        
Lcals_GEN_LIN_RECUR       , 0.0015          ,         , -0.0026         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 1.1e-06         ,         , 5.6e-06         ,         , 0               ,         , -0.0021         ,        
Lcals_HYDRO_2D            , -5.6e-05        ,         , 0.008           ,         , 0               ,         , 0.08            ,        
Lcals_INT_PREDICT         , -0.0011         ,         , 0.0023          ,         , 0               ,         , 0.0014          ,        
Lcals_PLANCKIAN           , -3.3e-05        ,         , -2.9e-05        ,         , 0               ,         , -0.0073         ,        
Lcals_TRIDIAG_ELIM        , -9.4e-06        ,         , 0.00019         ,         , 0               ,         , 0.0038          ,        
Stream_ADD                , 0.0034          ,         , 0.011           ,         , -3.1e-05        ,         , 0.001           ,        
Stream_COPY               , 0.0025          ,         , -0.28           ,         , 0.00021         ,         , 0.00097         ,        
Stream_DOT                , -0.00013        ,         , 0.0087          ,         , 0               ,         , -0.23           ,        
Stream_MUL                , 0.012           ,         , 0.013           ,         , 0.0014          ,         , 0.0023          ,        
Stream_TRIAD              , -0.00021        ,         , 0.00084         ,         , -0.0013         ,         , -0.00012        ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.0052         ,         , -0.28           ,         , -0.0021         ,         , -0.43           ,        
Col Max                   , 0.057           ,         , 8.8             ,         , 0.29            ,         , 0.67            ,        
Col Avg                   , 0.007           ,         , 0.34            ,         , 0.059           ,         , 0.015           ,        
Col Std Dev               , 0.00027         ,         , 2.3             ,         , 0.011           ,         , 0.033           ,        
