Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.281137 ,   1.281009 , 1.279350 ,  0.006819 ,    0.006781 ,  0.006785 ,       Not run ,        Not run
Apps_ENERGY               , 1.339110 ,   1.342513 , 1.339341 ,  0.037912 ,     Not run ,  0.037866 ,       Not run ,        Not run
Apps_FIR                  , 1.539155 ,   1.539068 , 1.419703 ,  0.004159 ,     Not run ,  0.004371 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.023715 ,   0.025770 , 0.027121 ,  0.036949 ,     Not run ,  0.036610 ,       Not run ,        Not run
Apps_LTIMES               , 1.711132 ,   1.714456 , 1.816473 ,  0.015443 ,    0.019870 ,  0.020315 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 1.709088 ,   1.709580 , 1.815714 ,  0.015435 ,    0.019864 ,  0.020275 ,       Not run ,        Not run
Apps_PRESSURE             , 1.574691 ,   1.574793 , 1.575002 ,  0.046833 ,     Not run ,  0.047510 ,       Not run ,        Not run
Apps_VOL3D                , 1.635001 ,   1.635388 , 1.648334 ,  0.006504 ,     Not run ,  0.005272 ,       Not run ,        Not run
Basic_DAXPY               , 0.285950 ,   0.298985 , 0.303827 ,  0.016421 ,    0.016430 ,  0.016440 ,      0.041043 ,        Not run
Basic_IF_QUAD             , 1.891225 ,   1.875989 , 1.895340 ,  0.012000 ,    0.014188 ,  0.013873 ,      0.022153 ,        Not run
Basic_INIT3               , 0.558576 ,   0.558452 , 0.558489 ,  0.026799 ,    0.026800 ,  0.026776 ,      0.052636 ,        Not run
Basic_INIT_VIEW1D         , 1.850325 ,   1.850495 , 1.850778 ,  0.030521 ,    0.030492 ,  0.030640 ,      0.185821 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719538 ,   1.719388 , 3.611951 ,  0.029604 ,    0.029684 ,  0.029813 ,      0.182265 ,        Not run
Basic_MULADDSUB           , 0.415627 ,   0.414900 , 0.414961 ,  0.018701 ,    0.022054 ,  0.021723 ,      0.036858 ,        Not run
Basic_NESTED_INIT         , 0.967818 ,   1.022502 , 0.975831 ,  0.019385 ,    0.019442 ,  0.019530 ,      0.079551 ,        Not run
Basic_PI_ATOMIC           , 0.119434 ,   0.119430 , 0.300867 ,  0.122270 ,    0.112629 ,  0.109111 ,      0.124125 ,        Not run
Basic_REDUCE3_INT         , 0.019008 ,   0.019006 , 0.186101 ,  0.005044 ,     Not run ,  0.008400 ,      0.003786 ,        Not run
Basic_TRAP_INT            , 0.271754 ,   0.271728 , 0.271708 ,  0.002384 ,     Not run ,  0.001520 ,      0.003593 ,        Not run
Lcals_DIFF_PREDICT        , 0.808557 ,   0.809368 , 0.707806 ,  0.051802 ,     Not run ,  0.051942 ,      0.078042 ,        Not run
Lcals_EOS                 , 0.983528 ,   0.984694 , 0.984413 ,  0.021781 ,     Not run ,  0.021786 ,      0.046867 ,        Not run
Lcals_FIRST_DIFF          , 1.091699 ,   1.120349 , 1.121639 ,  0.047189 ,     Not run ,  0.047195 ,      0.148447 ,        Not run
Lcals_FIRST_MIN           , 0.087203 ,   0.075864 , 0.094245 ,  0.006352 ,     Not run ,  0.003527 ,      0.009597 ,        Not run
Lcals_FIRST_SUM           , 1.100511 ,   1.118784 , 1.121587 ,  0.047162 ,     Not run ,  0.049590 ,      0.148290 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.250971 ,   1.251072 , 1.251174 ,  0.051542 ,     Not run ,  0.046313 ,      0.096991 ,        Not run
Lcals_HYDRO_1D            , 0.863002 ,   0.863901 , 0.864057 ,  0.032841 ,     Not run ,  0.032780 ,      0.081638 ,        Not run
Lcals_HYDRO_2D            , 1.397996 ,   1.396490 , 1.409156 ,  0.022211 ,     Not run ,  0.024117 ,      0.038327 ,        Not run
Lcals_INT_PREDICT         , 1.168942 ,   1.167854 , 1.167600 ,  0.044941 ,     Not run ,  0.045093 ,      0.064265 ,        Not run
Lcals_PLANCKIAN           , 1.341552 ,   1.341579 , 1.341695 ,  0.002683 ,     Not run ,  0.002657 ,      0.005226 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.927189 ,   0.927391 , 0.927623 ,  0.043374 ,     Not run ,  0.043621 ,      0.093904 ,        Not run
Stream_ADD                , 0.644980 ,   0.645541 , 0.645507 ,  0.032600 ,    0.032538 ,  0.032620 ,      0.081860 ,        Not run
Stream_COPY               , 1.201111 ,   1.201379 , 0.846035 ,  0.042761 ,    0.042760 ,  0.042787 ,      0.137472 ,        Not run
Stream_DOT                , 3.292311 ,   3.291577 , 3.321887 ,  0.103090 ,     Not run ,  0.081944 ,      0.182033 ,        Not run
Stream_MUL                , 0.954369 ,   0.969578 , 0.972152 ,  0.042112 ,    0.042187 ,  0.042189 ,      0.133080 ,        Not run
Stream_TRIAD              , 0.643253 ,   0.642886 , 0.643408 ,  0.032595 ,    0.032734 ,  0.032580 ,      0.081523 ,        Not run
