FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,        
Apps_DEL_DOT_VEC_2D       , -0.00021        ,         , -0.0047         ,         , 0.0026          ,         , -0.0003         ,        
Apps_ENERGY               , 0.0019          ,         , 5.8e-05         ,         , 0               ,         , 0.00071         ,        
Apps_FIR                  , -0.00074        ,         , -0.078          ,         , 0               ,         , 0.047           ,        
Apps_HALOEXCHANGE         , 0.59            ,OVER_TOL , 0.63            ,OVER_TOL , 0               ,         , -0.0083         ,        
Apps_LTIMES               , 0.0011          ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL
Apps_LTIMES_NOVIEW        , 0.00072         ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL
Apps_PRESSURE             , -0.001          ,         , -0.0059         ,         , 0               ,         , 0.012           ,        
Apps_VOL3D                , 0.00036         ,         , 0.0082          ,         , 0               ,         , -0.14           ,        
Basic_DAXPY               , 0.034           ,         , 0.047           ,         , 0.00014         ,         , 0.0017          ,        
Basic_IF_QUAD             , -0.0048         ,         , 0.0046          ,         , 0.18            ,OVER_TOL , 0.19            ,OVER_TOL
Basic_INIT3               , -0.00036        ,         , -0.00014        ,         , -0.00065        ,         , 9.6e-05         ,        
Basic_INIT_VIEW1D         , 0.00064         ,         , 0.00016         ,         , -0.00038        ,         , 0.0055          ,        
Basic_INIT_VIEW1D_OFFSET  , -9.5e-05        ,         , 1.1             ,OVER_TOL , 0.0034          ,         , 0.0094          ,        
Basic_MULADDSUB           , -0.0045         ,         , -0.0045         ,         , 0.24            ,OVER_TOL , 0.25            ,OVER_TOL
Basic_NESTED_INIT         , 0.058           ,         , 0.0084          ,         , 0.0038          ,         , 0.0065          ,        
Basic_PI_ATOMIC           , 4.9e-05         ,         , 1.5             ,OVER_TOL , -0.00044        ,         , -0.011          ,        
Basic_REDUCE3_INT         , 0.00018         ,         , 8.8             ,OVER_TOL , 0               ,         , 0.79            ,OVER_TOL
Basic_TRAP_INT            , -8.1e-05        ,         , 4.2e-05         ,         , 0               ,         , -0.35           ,        
Lcals_DIFF_PREDICT        , -0.00051        ,         , -0.12           ,         , 0               ,         , -0.008          ,        
Lcals_EOS                 , 0.00072         ,         , 0.00074         ,         , 0               ,         , 0.0018          ,        
Lcals_FIRST_DIFF          , 0.029           ,         , 0.033           ,         , 0               ,         , 0.00073         ,        
Lcals_FIRST_MIN           , -0.02           ,         , 0.26            ,OVER_TOL , 0               ,         , -0.42           ,        
Lcals_FIRST_SUM           , 0.023           ,         , 0.028           ,         , 0               ,         , 0.052           ,        
Lcals_GEN_LIN_RECUR       , -0.0012         ,         , 0.00012         ,         , 0               ,         , -0.1            ,        
Lcals_HYDRO_1D            , 0.0012          ,         , 0.0016          ,         , 0               ,         , 0.00075         ,        
Lcals_HYDRO_2D            , -0.0013         ,         , 0.0076          ,         , 0               ,         , 0.079           ,        
Lcals_INT_PREDICT         , 0.00036         ,         , 0.00089         ,         , 0               ,         , -4.2e-05        ,        
Lcals_PLANCKIAN           , -1.2e-05        ,         , -1.7e-05        ,         , 0               ,         , -0.0032         ,        
Lcals_TRIDIAG_ELIM        , 7.4e-06         ,         , 0.00028         ,         , 0               ,         , 0.0083          ,        
Stream_ADD                , 0.00021         ,         , 7e-05           ,         , 0.00014         ,         , 0.0019          ,        
Stream_COPY               , 0.00063         ,         , -0.3            ,         , 0.0007          ,         , 0.0014          ,        
Stream_DOT                , -0.00028        ,         , 0.0096          ,         , 0               ,         , -0.21           ,        
Stream_MUL                , 0.016           ,         , 0.019           ,         , 0.0022          ,         , 0.0035          ,        
Stream_TRIAD              , -0.00026        ,         , -5.5e-05        ,         , 3.4e-05         ,         , 0.00024         ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.02           ,         , -0.3            ,         , -0.00065        ,         , -0.42           ,        
Col Max                   , 0.59            ,         , 8.8             ,         , 0.29            ,         , 0.79            ,        
Col Avg                   , 0.021           ,         , 0.36            ,         , 0.067           ,         , 0.024           ,        
Col Std Dev               , 0.01            ,         , 2.3             ,         , 0.013           ,         , 0.038           ,        
