Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.000 ,    0.397 ,     0.200 ,       0.200 ,     0.195 ,             Not run ,         0.038 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.000 ,    1.002 ,    12.020 ,      11.739 ,    11.735 ,             Not run ,         7.469 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      0.994 ,    0.994 ,   178.891 ,     165.764 ,   166.040 ,             Not run ,       113.460 ,        Not run
Basic_INIT3               ,    1.000 ,      1.000 ,    0.999 ,    16.967 ,      16.960 ,    16.933 ,             Not run ,         8.651 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.000 ,    1.000 ,    61.826 ,      61.802 ,    61.711 ,             Not run ,        25.493 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.000 ,    0.476 ,    59.922 ,      59.473 ,    59.349 ,             Not run ,        24.694 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.000 ,    0.999 ,    24.495 ,      22.701 ,    22.632 ,             Not run ,        12.100 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.002 ,    1.000 ,   103.683 ,     103.573 ,   103.574 ,             Not run ,        33.255 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.104 ,     4.102 ,     Not run ,     3.495 ,             Not run ,        11.518 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      0.999 ,    1.000 ,    19.845 ,     Not run ,    32.743 ,             Not run ,        23.570 ,        Not run
Stream_ADD                ,    1.000 ,      0.990 ,    0.991 ,    21.254 ,      21.232 ,    21.202 ,             Not run ,        20.923 ,        Not run
Stream_COPY               ,    1.000 ,      0.998 ,    1.317 ,    29.073 ,      29.082 ,    29.059 ,             Not run ,        25.746 ,        Not run
Stream_DOT                ,    1.000 ,      1.000 ,    0.999 ,    33.575 ,     Not run ,    40.987 ,             Not run ,        33.986 ,        Not run
Stream_MUL                ,    1.000 ,      0.980 ,    0.976 ,    22.832 ,      22.780 ,    22.743 ,             Not run ,        20.142 ,        Not run
Stream_TRIAD              ,    1.000 ,      0.999 ,    0.998 ,    19.843 ,      19.837 ,    19.841 ,             Not run ,        19.572 ,        Not run
