FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Apps_DEL_DOT_VEC_2D       , 0.00067         ,         , -0.0023         ,         , -0.034          ,         , 0.016           ,         , 0               ,        
Apps_ENERGY               , -0.0028         ,         , -0.065          ,         , 0               ,         , 0.0049          ,         , 0               ,        
Apps_FIR                  , -0.0006         ,         , -0.082          ,         , 0               ,         , 0.13            ,OVER_TOL , 0               ,        
Apps_HALOEXCHANGE         , 0.011           ,         , 0.051           ,         , 0               ,         , -0.0024         ,         , -0.9            ,        
Apps_LTIMES               , -0.00076        ,         , 0.062           ,         , 0.29            ,OVER_TOL , 0.32            ,OVER_TOL , 0               ,        
Apps_LTIMES_NOVIEW        , -0.00035        ,         , 0.063           ,         , 0.29            ,OVER_TOL , 0.31            ,OVER_TOL , 0               ,        
Apps_PRESSURE             , -0.073          ,         , -0.074          ,         , 0               ,         , 0.06            ,         , 0               ,        
Apps_VOL3D                , -7.3e-05        ,         , 0.0051          ,         , 0               ,         , -0.17           ,         , 0               ,        
Basic_ATOMIC_PI           , 0.012           ,         , 1.5             ,OVER_TOL , -0.0016         ,         , 0.021           ,         , 0               ,        
Basic_DAXPY               , -0.00032        ,         , -0.0032         ,         , -0.013          ,         , -0.0026         ,         , 0               ,        
Basic_IF_QUAD             , 0.0042          ,         , 0.0058          ,         , 0.085           ,         , 0.082           ,         , 0               ,        
Basic_INIT3               , 0.0023          ,         , 0.0036          ,         , 0.013           ,         , 0.013           ,         , 0               ,        
Basic_INIT_VIEW1D         , 2.4e-05         ,         , 0.00023         ,         , -9.6e-05        ,         , -0.0089         ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , -2.9e-05        ,         , 1.1             ,OVER_TOL , 0.016           ,         , 0.015           ,         , 0               ,        
Basic_MULADDSUB           , 3e-05           ,         , 0.00076         ,         , 0.073           ,         , 0.074           ,         , 0               ,        
Basic_NESTED_INIT         , 0.00012         ,         , 0.0025          ,         , 0.00018         ,         , 0.00063         ,         , 0               ,        
Basic_REDUCE3_INT         , -0.00018        ,         , 8.8             ,OVER_TOL , 0               ,         , 0.1             ,OVER_TOL , 0               ,        
Basic_TRAP_INT            , -5.4e-05        ,         , 0.00078         ,         , 0               ,         , -0.42           ,         , 0               ,        
Lcals_DIFF_PREDICT        , 4.5e-06         ,         , -0.15           ,         , 0               ,         , 0.00058         ,         , 0               ,        
Lcals_EOS                 , 0.00026         ,         , 0.0014          ,         , 0               ,         , 0.0089          ,         , 0               ,        
Lcals_FIRST_DIFF          , 0.0015          ,         , 0.0016          ,         , 0               ,         , 0.004           ,         , 0               ,        
Lcals_FIRST_MIN           , 0.1             ,OVER_TOL , 0.28            ,OVER_TOL , 0               ,         , -0.42           ,         , 0               ,        
Lcals_FIRST_SUM           , -0.00035        ,         , 0.0036          ,         , 0               ,         , -0.002          ,         , 0               ,        
Lcals_GEN_LIN_RECUR       , -0.00046        ,         , -3.8e-05        ,         , 0               ,         , 0.0042          ,         , 0               ,        
Lcals_HYDRO_1D            , 0.0011          ,         , 0.0023          ,         , 0               ,         , 0.0028          ,         , 0               ,        
Lcals_HYDRO_2D            , -0.00037        ,         , 0.0078          ,         , 0               ,         , 0.088           ,         , 0               ,        
Lcals_INT_PREDICT         , 4.4e-05         ,         , 0.00032         ,         , 0               ,         , 0.019           ,         , 0               ,        
Lcals_PLANCKIAN           , -7.4e-05        ,         , 0.027           ,         , 0               ,         , -0.032          ,         , 0               ,        
Lcals_TRIDIAG_ELIM        , -0.00026        ,         , 0.00032         ,         , 0               ,         , 0.029           ,         , 0               ,        
Stream_ADD                , 0.0015          ,         , 0.0021          ,         , 0.0026          ,         , 0.0018          ,         , 0               ,        
Stream_COPY               , 0.0004          ,         , -0.29           ,         , 1.4e-05         ,         , 0.00082         ,         , 0               ,        
Stream_DOT                , -0.00035        ,         , 0.0071          ,         , 0               ,         , -0.19           ,         , 0               ,        
Stream_MUL                , 0.0039          ,         , 0.0044          ,         , 0.0011          ,         , -0.0019         ,         , 0               ,        
Stream_TRIAD              , 0.0017          ,         , 0.0014          ,         , 0.004           ,         , 0.00045         ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.073          ,         , -0.29           ,         , -0.034          ,         , -0.42           ,         , -0.9            ,        
Col Max                   , 0.1             ,         , 8.8             ,         , 0.29            ,         , 0.32            ,         , -0.9            ,        
Col Avg                   , 0.0018          ,         , 0.33            ,         , 0.048           ,         , 0.002           ,         , -0.9            ,        
Col Std Dev               , 0.00046         ,         , 2.3             ,         , 0.0096          ,         , 0.02            ,         , 0               ,        
