FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_CUDA     ,         , RAJA_CUDA       ,         , RAJA_WORKGROUP_CUDA,        
Basic_ATOMIC_PI           , -0.17           ,         , 0.38            ,OVER_TOL , 0.0037          ,         , 0.033           ,         , 0               ,        
Basic_DAXPY               , -0.34           ,         , 0.43            ,OVER_TOL , -0.0042         ,         , -0.0077         ,         , 0               ,        
Basic_IF_QUAD             , -0.39           ,         , -0.21           ,         , -0.0098         ,         , 0.018           ,         , 0               ,        
Basic_INIT3               , -0.55           ,         , 1.1             ,OVER_TOL , -0.018          ,         , 0.0011          ,         , 0               ,        
Basic_INIT_VIEW1D         , -0.27           ,         , 0.2             ,OVER_TOL , -0.021          ,         , -0.029          ,         , 0               ,        
Basic_INIT_VIEW1D_OFFSET  , 0.041           ,         , 0.69            ,OVER_TOL , -0.037          ,         , -0.018          ,         , 0               ,        
Basic_MULADDSUB           , -0.55           ,         , -0.56           ,         , -0.011          ,         , 0.19            ,OVER_TOL , 0               ,        
Basic_NESTED_INIT         , -0.62           ,         , -0.48           ,         , -0.0033         ,         , -0.036          ,         , 0               ,        
Basic_REDUCE3_INT         , -0.13           ,         , -0.38           ,         , 0               ,         , -0.0041         ,         , 0               ,        
Basic_TRAP_INT            , -0.16           ,         , 0.1             ,OVER_TOL , 0               ,         , -0.0071         ,         , 0               ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.62           ,         , -0.56           ,         , -0.037          ,         , -0.036          ,         , 1.8e+308        ,        
Col Max                   , 0.041           ,         , 1.1             ,         , 0.0037          ,         , 0.19            ,         , -1.8e+308       ,        
Col Avg                   , -0.31           ,         , 0.13            ,         , -0.013          ,         , 0.014           ,         , 0               ,        
Col Std Dev               , 0.042           ,         , 0.27            ,         , 0.00014         ,         , 0.0039          ,         , 0               ,        
