Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.283629 ,   1.285489 , 1.277189 ,  0.006794 ,    0.006762 ,  0.006777 ,       Not run ,        Not run
Apps_ENERGY               , 1.343004 ,   1.339911 , 1.346219 ,  0.037830 ,     Not run ,  0.037837 ,       Not run ,        Not run
Apps_FIR                  , 1.539633 ,   1.540310 , 1.419852 ,  0.004159 ,     Not run ,  0.004366 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.035485 ,   0.035836 , 0.037194 ,  0.036193 ,     Not run ,  0.035730 ,       Not run ,        Not run
Apps_LTIMES               , 1.708210 ,   1.711907 , 1.813669 ,  0.015431 ,    0.019866 ,  0.020306 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 1.707828 ,   1.709223 , 1.815837 ,  0.015437 ,    0.019858 ,  0.020273 ,       Not run ,        Not run
Apps_PRESSURE             , 1.600850 ,   1.600023 , 1.599396 ,  0.046801 ,     Not run ,  0.047493 ,       Not run ,        Not run
Apps_VOL3D                , 1.634995 ,   1.637030 , 1.648205 ,  0.006495 ,     Not run ,  0.005272 ,       Not run ,        Not run
Basic_DAXPY               , 0.290422 ,   0.296638 , 0.297880 ,  0.016429 ,    0.016437 ,  0.016458 ,      0.040566 ,        Not run
Basic_IF_QUAD             , 1.888195 ,   1.876986 , 1.895467 ,  0.012049 ,    0.014071 ,  0.013984 ,      0.022029 ,        Not run
Basic_INIT3               , 0.561676 ,   0.561576 , 0.561759 ,  0.026797 ,    0.026676 ,  0.026804 ,      0.051959 ,        Not run
Basic_INIT_VIEW1D         , 1.850397 ,   1.850509 , 1.850514 ,  0.030529 ,    0.030505 ,  0.030681 ,      0.185591 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.719672 ,   1.719552 , 3.612499 ,  0.029934 ,    0.030034 ,  0.030161 ,      0.179166 ,        Not run
Basic_MULADDSUB           , 0.417046 ,   0.416095 , 0.415994 ,  0.018595 ,    0.022165 ,  0.022243 ,      0.037503 ,        Not run
Basic_NESTED_INIT         , 0.967827 ,   1.022513 , 0.975903 ,  0.017371 ,    0.017426 ,  0.017484 ,      0.074570 ,        Not run
Basic_PI_ATOMIC           , 0.119415 ,   0.119444 , 0.300877 ,  0.105120 ,    0.105106 ,  0.105166 ,      0.123593 ,        Not run
Basic_REDUCE3_INT         , 0.019013 ,   0.019011 , 0.186037 ,  0.004764 ,     Not run ,  0.008503 ,      0.003749 ,        Not run
Basic_TRAP_INT            , 0.271725 ,   0.271710 , 0.271703 ,  0.002306 ,     Not run ,  0.001497 ,      0.003512 ,        Not run
Lcals_DIFF_PREDICT        , 0.810730 ,   0.810644 , 0.712134 ,  0.051907 ,     Not run ,  0.051976 ,      0.077972 ,        Not run
Lcals_EOS                 , 0.985304 ,   0.984948 , 0.984579 ,  0.021858 ,     Not run ,  0.021853 ,      0.046470 ,        Not run
Lcals_FIRST_DIFF          , 1.100052 ,   1.118420 , 1.120238 ,  0.047158 ,     Not run ,  0.047176 ,      0.146541 ,        Not run
Lcals_FIRST_MIN           , 0.075899 ,   0.075835 , 0.094659 ,  0.006127 ,     Not run ,  0.003463 ,      0.009458 ,        Not run
Lcals_FIRST_SUM           , 1.105712 ,   1.118295 , 1.119729 ,  0.047839 ,     Not run ,  0.050123 ,      0.150524 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.250034 ,   1.250162 , 1.250312 ,  0.051797 ,     Not run ,  0.046603 ,      0.096750 ,        Not run
Lcals_HYDRO_1D            , 0.862475 ,   0.863224 , 0.863549 ,  0.032838 ,     Not run ,  0.032804 ,      0.080596 ,        Not run
Lcals_HYDRO_2D            , 1.407428 ,   1.407029 , 1.419320 ,  0.022219 ,     Not run ,  0.024116 ,      0.038181 ,        Not run
Lcals_INT_PREDICT         , 1.170030 ,   1.171783 , 1.169251 ,  0.044974 ,     Not run ,  0.045029 ,      0.063776 ,        Not run
Lcals_PLANCKIAN           , 1.468464 ,   1.535796 , 1.334469 ,  0.002664 ,     Not run ,  0.002646 ,      0.005220 ,        Not run
Lcals_TRIDIAG_ELIM        , 0.933765 ,   0.933767 , 0.935609 ,  0.043522 ,     Not run ,  0.043689 ,      0.092408 ,        Not run
Stream_ADD                , 0.693381 ,   0.695437 , 0.695637 ,  0.032577 ,    0.032568 ,  0.032635 ,      0.080714 ,        Not run
Stream_COPY               , 1.202498 ,   1.203779 , 0.829766 ,  0.042172 ,    0.042168 ,  0.042204 ,      0.131399 ,        Not run
Stream_DOT                , 3.292734 ,   3.292148 , 3.325615 ,  0.098645 ,     Not run ,  0.078588 ,      0.179084 ,        Not run
Stream_MUL                , 0.962490 ,   0.972057 , 0.972887 ,  0.042112 ,    0.042176 ,  0.042211 ,      0.131104 ,        Not run
Stream_TRIAD              , 0.646460 ,   0.648421 , 0.649930 ,  0.032735 ,    0.032761 ,  0.032749 ,      0.080587 ,        Not run
