Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_CUDA , Lambda_CUDA , RAJA_CUDA , RAJA_WORKGROUP_CUDA , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.076 ,    0.947 ,     0.012 ,       0.012 ,     0.012 ,             Not run ,         0.014 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.306 ,    0.529 ,     0.012 ,       0.012 ,     0.012 ,             Not run ,         0.012 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.297 ,    0.722 ,     0.016 ,       0.016 ,     0.016 ,             Not run ,         0.016 ,        Not run
Basic_INIT3               ,    1.000 ,      0.984 ,    0.488 ,     0.012 ,       0.012 ,     0.012 ,             Not run ,         0.012 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      2.574 ,    1.287 ,     0.027 ,       0.027 ,     0.027 ,             Not run ,         0.026 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.671 ,    0.921 ,     0.022 ,       0.022 ,     0.022 ,             Not run ,         0.022 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      2.092 ,    2.386 ,     0.027 ,       0.026 ,     0.027 ,             Not run ,         0.027 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.389 ,    1.210 ,     0.015 ,       0.015 ,     0.015 ,             Not run ,         0.015 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      0.917 ,    1.078 ,     0.010 ,     Not run ,     0.011 ,             Not run ,         0.011 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.000 ,    0.701 ,     0.009 ,     Not run ,     0.009 ,             Not run ,         0.009 ,        Not run
